passing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,passing_yards,passing_yards_per_game,passing_completions,passing_attempts,completion_percentage,passing_touchdowns,interceptions_thrown,passer_rating,games_played,year,category
82,Elijah,Sindelar,Elijah Sindelar,/ky/princeton/caldwell-county-tigers/athletes/elijah-sindelar/football/stats/?careerid=07vlj2ki20vqa,07vlj2ki20vqa,QB,Caldwell County,KY,3374,3374,259.5,196,303,0.647,44,0,142,13,2013,passing
83,Derek,Esparza,Derek Esparza,/tx/laredo/united-longhorns/athletes/derek-esparza/football/stats/?careerid=vefrd7ucc67ff,vefrd7ucc67ff,"QB, WR",United,TX,3371,3371,259.3,236,360,0.656,37,10,118,13,2013,passing
84,Travis,Ramseur,Travis Ramseur,/nc/statesville/statesville-greyhounds/athletes/travis-ramseur/football/stats/?careerid=vpieu3gr7e7rb,vpieu3gr7e7rb,QB,Statesville,NC,3371,3371,259.3,215,343,0.627,34,9,117,13,2013,passing
85,Michael,Moran,Michael Moran,/ca/baldwin-park/baldwin-park-braves/athletes/michael-moran/football/stats/?careerid=9mlj1to38cjqa,9mlj1to38cjqa,QB,Baldwin Park,CA,3354,3354,304.9,221,349,0.633,34,11,114,11,2013,passing
86,Keats,Calhoon,Keats Calhoon,/ok/tulsa/victory-christian-conquerors/athletes/keats-calhoon/football/stats/?careerid=eol0ebbekvgqa,eol0ebbekvgqa,,Victory Christian,OK,3350,3350,279.2,219,294,0.745,37,6,143,12,2013,passing
87,Michael,McCann,Michael McCann,/tx/round-rock/cedar-ridge-raiders/athletes/michael-mccann/football/stats/?careerid=0j4dujpjtcfrb,0j4dujpjtcfrb,QB,Cedar Ridge,TX,3349,3349,304.5,258,396,0.652,31,9,108,11,2013,passing
88,Tanner,Barr,Tanner Barr,/tx/gilmer/gilmer-buckeyes/athletes/tanner-barr/football/stats/?careerid=q296sq5mpqb11,q296sq5mpqb11,"QB, FS",Gilmer,TX,3349,3349,257.6,219,309,0.709,40,7,136,13,2013,passing
89,Brett,Hollingsworth,Brett Hollingsworth,/ca/perris/citrus-hill-hawks/athletes/brett-hollingsworth/football/stats/?careerid=1dfca0iadcm00,1dfca0iadcm00,QB,Citrus Hill,CA,3340,3340,238.6,219,344,0.637,32,5,121,14,2013,passing
90,Parker,Carmichael,Parker Carmichael,/oh/wooster/triway-titans/athletes/parker-carmichael/football/stats/?careerid=l3u8ipdlrlc88,l3u8ipdlrlc88,"QB, DB",Triway,OH,3336,3336,278.0,308,453,0.68,32,15,99,12,2013,passing
91,Kent,Myers,Kent Myers,/tx/sachse/sachse-mustangs/athletes/kent-myers/football/stats/?careerid=mc0pue0jppd77,mc0pue0jppd77,QB,Sachse,TX,3331,3331,302.8,218,301,0.724,41,4,143,11,2013,passing
92,Ronald,Monroe,Ronald Monroe,/tx/richmond/fort-bend-bush-broncos/athletes/ronald-monroe/football/stats/?careerid=n6b5p0vc48j11,n6b5p0vc48j11,QB,Fort Bend Bush,TX,3331,3331,277.6,217,328,0.662,41,5,133,12,2013,passing
93,Blake,Hulsey,Blake Hulsey,/mo/union/union-wildcats/athletes/blake-hulsey/football/stats/?careerid=il81t0q9fs133,il81t0q9fs133,QB,Union,MO,3327,3327,332.7,244,348,0.701,28,6,120,10,2013,passing
94,Nathan,Coto,Nathan Coto,/ca/el-monte/arroyo-knights/athletes/nathan-coto/football/stats/?careerid=2ilt6r9kds1l5,2ilt6r9kds1l5,QB,Arroyo,CA,3327,3327,255.9,229,360,0.636,36,9,117,13,2013,passing
95,Ethan,Jeffers,Ethan Jeffers,/tn/jacksboro/campbell-county-cougars/athletes/ethan-jeffers/football/stats/?careerid=nlng45t6amtn7,nlng45t6amtn7,QB,Campbell County,TN,3324,3324,277.0,254,357,0.711,39,10,125,12,2013,passing
96,Ty,Fox,Ty Fox,/or/central-point/crater-comets/athletes/ty-fox/football/stats/?careerid=ut5984lmndrff,ut5984lmndrff,QB,Crater,OR,3319,3319,301.7,238,438,0.543,13,16,74,11,2013,passing
97,Omar,Salih,Omar Salih,/mi/detroit/chavez-academy-aztec-eagles/athletes/omar-salih/football/stats/?careerid=j9lnimj04vuqa,j9lnimj04vuqa,QB,Chavez Academy,MI,3305,3305,367.2,199,435,0.457,32,24,73,9,2013,passing
98,Tj,Linta,Tj Linta,/ct/hamden/hamden-hall-country-day-hornets/athletes/tj-linta/football/stats/?careerid=krru0je27jnee,krru0je27jnee,"QB, P",Hamden Hall Country Day,CT,3303,3303,330.3,168,276,0.609,42,8,130,10,2013,passing
99,John,Wolford,John Wolford,/fl/jacksonville/bishop-kenny-crusaders/athletes/john-wolford/football/stats/?careerid=mblknd1agg7h1,mblknd1agg7h1,QB,Bishop Kenny,FL,3299,3299,299.9,197,284,0.694,38,7,138,11,2013,passing
100,Devin,Hayes,Devin Hayes,/ky/bowling-green/bowling-green-purples/athletes/devin-hayes/football/stats/?careerid=agei4pg54d6dd,agei4pg54d6dd,QB,Bowling Green,KY,3298,3298,235.6,201,286,0.703,43,6,140,14,2013,passing
101,Anthony,Lawrence,Anthony Lawrence,/ca/el-cajon/grossmont-foothillers/athletes/anthony-lawrence/football/stats/?careerid=ljen8vkhhm4ue,ljen8vkhhm4ue,"QB, ATH",Grossmont,CA,3297,3297,274.8,228,346,0.659,41,8,127,12,2013,passing
102,Patrick,Kehoe,Patrick Kehoe,/ct/cheshire/cheshire-academy-cats/athletes/patrick-kehoe/football/stats/?careerid=h8drjr5pcs6k4,h8drjr5pcs6k4,QB,Cheshire Academy,CT,3294,3294,366.0,193,300,0.643,39,5,134,9,2013,passing
103,Brian,Johnson,Brian Johnson,/il/villa-park/willowbrook-warriors/athletes/brian-johnson/football/stats/?careerid=q9gvv9osqvol5,q9gvv9osqvol5,QB,Willowbrook,IL,3291,3291,329.1,187,287,0.652,31,8,129,10,2013,passing
104,Thomas,Garrity,Thomas Garrity,/ms/natchez/cathedral-green-wave/athletes/thomas-garrity/football/stats/?careerid=5k3cb6e761ttd,5k3cb6e761ttd,"QB, DB",Cathedral,MS,3288,3288,274.0,235,422,0.557,45,23,94,12,2013,passing
105,Gabe,Green,Gabe Green,/il/springfield/sacred-heart-griffin-cyclones/athletes/gabe-green/football/stats/?careerid=0eihe50ddlf77,0eihe50ddlf77,QB,Sacred Heart-Griffin,IL,3284,3284,234.6,198,272,0.728,40,2,150,14,2013,passing
106,Billy,Fessler,Billy Fessler,/pa/erie/cathedral-prep-ramblers/athletes/billy-fessler/football/stats/?careerid=6glun8utjoncc,6glun8utjoncc,"QB, DB",Cathedral Prep,PA,3279,3279,234.2,178,321,0.555,43,10,117,14,2013,passing
107,Travis,Smith,Travis Smith,/mi/ithaca/ithaca-yellowjackets/athletes/travis-smith/football/stats/?careerid=dgm0bvcr7q433,dgm0bvcr7q433,"QB, DB",Ithaca,MI,3278,3278,234.1,188,264,0.712,42,7,142,14,2013,passing
108,Thad,Miller,Thad Miller,/ms/gulfport/gulfport-admirals/athletes/thad-miller/football/stats/?careerid=8chh0qvokr1ue,8chh0qvokr1ue,QB,Gulfport,MS,3272,3272,272.7,227,377,0.602,34,14,103,12,2013,passing
109,Jake,Pruitt,Jake Pruitt,/ca/manteca/sierra-timberwolves/athletes/jake-pruitt/football/stats/?careerid=nihusu442he11,nihusu442he11,QB,Sierra,CA,3260,3260,296.4,249,360,0.692,38,8,123,11,2013,passing
110,ALEX,CORVESE,ALEX CORVESE,/ri/cranston/cranston-east-thunderbolts/athletes/alex-corvese/football/stats/?careerid=5f6mjpqcvq3h1,5f6mjpqcvq3h1,QB,Cranston East,RI,3259,3259,250.7,181,291,0.622,36,4,134,13,2013,passing
111,Scotty,Hitner,Scotty Hitner,/or/cottage-grove/cottage-grove-lions/athletes/scotty-hitner/football/stats/?careerid=uhut768tgp044,uhut768tgp044,"QB, LB",Cottage Grove,OR,3246,3246,249.7,244,423,0.577,38,13,99,13,2013,passing
112,RJ,George,RJ George,/nc/shelby/shelby-golden-lions/athletes/rj-george/football/stats/?careerid=k37cusnb6igg0,k37cusnb6igg0,QB,Shelby,NC,3243,3243,216.2,186,318,0.585,32,15,107,15,2013,passing
113,Zach,Werlinger,Zach Werlinger,/az/chandler/basha-bears/athletes/zach-werlinger/football/stats/?careerid=n7gpktddv5l88,n7gpktddv5l88,QB,Basha,AZ,3242,3242,270.2,229,367,0.624,25,9,103,12,2013,passing
114,Matt,Jimison,Matt Jimison,/ca/folsom/vista-del-lago-eagles/athletes/matt-jimison/football/stats/?careerid=fo597lh428ak4,fo597lh428ak4,QB,Vista del Lago,CA,3238,3238,294.4,246,381,0.646,37,4,119,11,2013,passing
115,Trace,Mcsorley,Trace Mcsorley,/va/ashburn/briar-woods-falcons/athletes/trace-mcsorley/football/stats/?careerid=0jaousmm89u88,0jaousmm89u88,"QB, S",Briar Woods,VA,3235,3235,215.7,209,343,0.609,36,11,114,15,2013,passing
116,Chandler,Whitbord,Chandler Whitbord,/ca/oak-park/oak-park-eagles/athletes/chandler-whitbord/football/stats/?careerid=baa37btr3m2rb,baa37btr3m2rb,"QB, S",Oak Park,CA,3235,3235,248.8,199,321,0.62,43,7,126,13,2013,passing
117,Dalton,Helms,Dalton Helms,/sc/fort-mill/nation-ford-falcons/athletes/dalton-helms/football/stats/?careerid=rs6pun6e4nel5,rs6pun6e4nel5,QB,Nation Ford,SC,3234,3234,269.5,216,388,0.557,27,49,67,12,2013,passing
118,Ryan,Adzima,Ryan Adzima,/nj/wallington/wallington-panthers/athletes/ryan-adzima/football/stats/?careerid=bko30t4vj1a00,bko30t4vj1a00,"QB, DB",Wallington,NJ,3231,3231,323.1,221,375,0.589,32,21,92,10,2013,passing
119,Logan,Marchi,Logan Marchi,/ct/bristol/st-paul-catholic-falcons/athletes/logan-marchi/football/stats/?careerid=lll3qpbb1gjj3,lll3qpbb1gjj3,QB,St. Paul Catholic,CT,3220,3220,322.0,191,317,0.603,38,12,118,10,2013,passing
120,Derek,Olenchuk,Derek Olenchuk,/sc/irmo/dutch-fork-silver-foxes/athletes/derek-olenchuk/football/stats/?careerid=8p1grsmgldurb,8p1grsmgldurb,"QB, P",Dutch Fork,SC,3218,3218,229.9,239,338,0.707,36,6,129,14,2013,passing
121,Josh,Ladowski,Josh Ladowski,/nc/mooresville/lake-norman-wildcats/athletes/josh-ladowski/football/stats/?careerid=4m54ed14mf622,4m54ed14mf622,"QB, RB",Lake Norman,NC,3207,3207,267.2,182,294,0.619,30,10,119,12,2013,passing
122,Josh,Rosen,Josh Rosen,/ca/bellflower/st-john-bosco-braves/athletes/josh-rosen/football/stats/?careerid=2h5epo9gu8kg0,2h5epo9gu8kg0,QB,St. John Bosco,CA,3200,3200,213.3,190,277,0.686,39,7,136,15,2013,passing
123,Deiondre,Porter,Deiondre Porter,/fl/tampa/jefferson-dragons/athletes/deiondre-porter/football/stats/?careerid=4q5ps4pui6u55,4q5ps4pui6u55,"QB, ATH",Jefferson,FL,3199,3199,266.6,150,263,0.57,33,8,127,12,2013,passing
124,Mitch,Daniels,Mitch Daniels,/ca/concord/concord-bears/athletes/mitch-daniels/football/stats/?careerid=d6hhq8bae4o99,d6hhq8bae4o99,QB,Concord,CA,3197,3197,266.4,252,422,0.597,41,8,108,12,2013,passing
125,Ryan,Agnew,Ryan Agnew,/tx/southlake/southlake-carroll-dragons/athletes/ryan-agnew/football/stats/?careerid=a5kv9p566c3bb,a5kv9p566c3bb,QB,Southlake Carroll,TX,3195,3195,245.8,200,316,0.633,29,7,118,13,2013,passing
126,Kyle,Nelson,Kyle Nelson,/ca/san-francisco/galileo-lions/athletes/kyle-nelson/football/stats/?careerid=m3a7ettitifsc,m3a7ettitifsc,QB,Galileo,CA,3195,3195,245.8,182,265,0.687,47,4,143,13,2013,passing
127,Jacques,Perra,Jacques Perra,/mn/roseville/roseville-raiders/athletes/jacques-perra/football/stats/?careerid=v58sqssut8kg0,v58sqssut8kg0,QB,Roseville,MN,3191,3191,265.9,201,331,0.607,35,5,122,12,2013,passing
128,Eli,Snyder,Eli Snyder,/ca/pasadena/maranatha-minutemen/athletes/eli-snyder/football/stats/?careerid=h7odd4go90r77,h7odd4go90r77,QB,Maranatha,CA,3187,3187,289.7,218,354,0.616,22,9,101,11,2013,passing
129,Jacob,Sisson,Jacob Sisson,/ny/jamestown/jamestown-red-and-green/athletes/jacob-sisson/football/stats/?careerid=3gdm0049u1oj3,3gdm0049u1oj3,"QB, FS",Jamestown,NY,3184,3184,289.5,178,275,0.647,33,4,138,11,2013,passing
130,Logan,Bradley,Logan Bradley,/nc/gastonia/forestview-jaguars/athletes/logan-bradley/football/stats/?careerid=ot7q7k4s3m3g0,ot7q7k4s3m3g0,QB,Forestview,NC,3182,3182,244.8,244,367,0.665,39,11,117,13,2013,passing
131,Foster,Sawyer,Foster Sawyer,/tx/fort-worth/all-saints-saints/athletes/foster-sawyer/football/stats/?careerid=jvhus43d5ljrb,jvhus43d5ljrb,QB,All Saints,TX,3182,3182,289.3,171,258,0.663,48,2,145,11,2013,passing
132,Blayne,Armstrong,Blayne Armstrong,/mo/marshfield/marshfield-bluejays/athletes/blayne-armstrong/football/stats/?careerid=9mgnem84n7rsc,9mgnem84n7rsc,"QB, CB",Marshfield,MO,3172,3172,317.2,225,358,0.628,33,8,113,10,2013,passing
133,Shea,Chism,Shea Chism,/ms/southaven/southaven-chargers/athletes/shea-chism/football/stats/?careerid=4g2hj45souubb,4g2hj45souubb,QB,Southaven,MS,3171,3171,264.2,232,433,0.536,33,15,88,12,2013,passing
134,Michael,Peterson,Michael Peterson,/ga/savannah/calvary-day-cavaliers/athletes/michael-peterson/football/stats/?careerid=fq2k33kdkg133,fq2k33kdkg133,"QB, QB",Calvary Day,GA,3170,3170,226.4,200,306,0.654,40,8,128,14,2013,passing
135,Chase,Nelson,Chase Nelson,/ut/logan/logan-grizzlies/athletes/chase-nelson/football/stats/?careerid=ha4u14ci333g0,ha4u14ci333g0,"QB, FS",Logan,UT,3150,3150,286.4,227,338,0.672,42,7,128,11,2013,passing
136,Conner,Smith,Conner Smith,/in/indianapolis/perry-meridian-falcons/athletes/conner-smith/football/stats/?careerid=vrj15me95ijg0,vrj15me95ijg0,QB,Perry Meridian,IN,3114,3114,311.4,197,317,0.621,39,8,124,10,2013,passing
137,Ramone,Atkins,Ramone Atkins,/in/gary/gary-west-side-cougars/athletes/ramone-atkins/football/stats/?careerid=4uebu6kme5vrb,4uebu6kme5vrb,QB,Gary West Side,IN,3113,3113,259.4,187,297,0.63,51,6,129,12,2013,passing
138,Lane,Novy,Lane Novy,/tx/mesquite/poteet-pirates/athletes/lane-novy/football/stats/?careerid=9g141fgbkd466,9g141fgbkd466,QB,Poteet,TX,3108,3108,239.1,180,336,0.536,30,12,100,13,2013,passing
139,Brant,Grisel,Brant Grisel,/nc/apex/middle-creek-mustangs/athletes/brant-grisel/football/stats/?careerid=b1hp1q3r5lan7,b1hp1q3r5lan7,QB,Middle Creek,NC,3104,3104,221.7,228,423,0.539,34,18,87,14,2013,passing
140,Nick,Roberts,Nick Roberts,/ct/trumbull/trumbull-eagles/athletes/nick-roberts/football/stats/?careerid=1akk4ih3m0baa,1akk4ih3m0baa,QB,Trumbull,CT,3104,3104,282.2,186,319,0.583,32,9,113,11,2013,passing
141,Cade,Apsay,Cade Apsay,/ca/canyon-country/canyon-cowboys/athletes/cade-apsay/football/stats/?careerid=a8k2kl702it44,a8k2kl702it44,"QB, DB",Canyon,CA,3103,3103,282.1,207,321,0.645,28,6,117,11,2013,passing
142,Garrett,Griffin,Garrett Griffin,/oh/new-paris/national-trail-blazers/athletes/garrett-griffin/football/stats/?careerid=9hqhfoooche44,9hqhfoooche44,"QB, CB",National Trail,OH,3098,3098,281.6,201,328,0.613,38,9,120,11,2013,passing
143,Brennen,Wooten,Brennen Wooten,/tx/marble-falls/marble-falls-mustangs/athletes/brennen-wooten/football/stats/?careerid=02s1mf31pvtm6,02s1mf31pvtm6,QB,Marble Falls,TX,3094,3094,309.4,236,374,0.631,30,7,108,10,2013,passing
144,Kenneth,Arthur,Kenneth Arthur,/tx/dallas/south-oak-cliff-bears/athletes/kenneth-arthur/football/stats/?careerid=bduufqle7s2o8,bduufqle7s2o8,"QB, ATH",South Oak Cliff,TX,3093,3093,237.9,154,240,0.642,41,4,140,13,2013,passing
145,Cameron,Haag,Cameron Haag,/az/phoenix/arizona-lutheran-academy-coyotes/athletes/cameron-haag/football/stats/?careerid=h3v16r0p8k4p9,h3v16r0p8k4p9,"QB, DB",Arizona Lutheran Academy,AZ,3089,3089,237.6,170,335,0.507,42,10,110,13,2013,passing
146,Stephen,Barmore,Stephen Barmore,/ct/southington/southington-blue-knights/athletes/stephen-barmore/football/stats/?careerid=6voee991ck211,6voee991ck211,QB,Southington,CT,3088,3088,237.5,193,302,0.639,42,6,129,13,2013,passing
147,Steven,Duncan,Steven Duncan,/sc/charleston/porter-gaud-cyclones/athletes/steven-duncan/football/stats/?careerid=9btgncb1pvrcc,9btgncb1pvrcc,QB,Porter-Gaud,SC,3087,3087,257.2,222,427,0.52,30,13,86,12,2013,passing
148,Clayton,Gibbs,Clayton Gibbs,/tx/rockdale/rockdale-tigers/athletes/clayton-gibbs/football/stats/?careerid=arp2c9jmscicc,arp2c9jmscicc,QB,Rockdale,TX,3086,3086,220.4,213,400,0.532,35,15,92,14,2013,passing
149,Alec,Shaffer-doan,Alec Shaffer-doan,/pa/brockway/brockway-rovers/athletes/alec-shaffer-doan/football/stats/?careerid=0n47mfr99smo8,0n47mfr99smo8,"QB, DB",Brockway,PA,3080,3080,256.7,231,388,0.595,39,11,106,12,2013,passing
150,Grayson,Muehlstein,Grayson Muehlstein,/tx/decatur/decatur-eagles/athletes/grayson-muehlstein/football/stats/?careerid=st02u7bigo700,st02u7bigo700,"WR, DB",Decatur,TX,3079,3079,236.8,220,350,0.629,35,12,110,13,2013,passing
151,Britton,Abbott,Britton Abbott,/ks/liberal/liberal-redskins/athletes/britton-abbott/football/stats/?careerid=sea2bq0ai51bb,sea2bq0ai51bb,"QB, LB",Liberal,KS,3077,3077,307.7,221,387,0.571,28,8,98,10,2013,passing
152,Johnathan,Lloyd,Johnathan Lloyd,/nc/graham/southern-alamance-patriots/athletes/johnathan-lloyd/football/stats/?careerid=jm1o52e5jhpaa,jm1o52e5jhpaa,"ATH, QB",Southern Alamance,NC,3068,3068,278.9,208,329,0.632,26,7,111,11,2013,passing
153,Jordan,Vazzano,Jordan Vazzano,/ct/trumbull/st-joseph-cadets/athletes/jordan-vazzano/football/stats/?careerid=82em74f9tfbl5,82em74f9tfbl5,QB,St. Joseph,CT,3065,3065,204.3,189,356,0.531,41,8,111,15,2013,passing
154,Drew,Lock,Drew Lock,/mo/lees-summit/lees-summit-tigers/athletes/drew-lock/football/stats/?careerid=s010qalksorl5,s010qalksorl5,QB,Lee's Summit,MO,3062,3062,255.2,199,331,0.601,35,7,117,12,2013,passing
155,Josh,Allen,Josh Allen,/ca/firebaugh/firebaugh-eagles/athletes/josh-allen/football/stats/?careerid=acnkaisnf5fn7,acnkaisnf5fn7,QB,Firebaugh,CA,3061,3061,255.1,198,345,0.574,33,5,113,12,2013,passing
156,Trey,Tinsley,Trey Tinsley,/ca/lake-forest/el-toro-chargers/athletes/trey-tinsley/football/stats/?careerid=qfcb6tni5uabb,qfcb6tni5uabb,QB,El Toro,CA,3059,3059,305.9,270,458,0.59,32,16,88,10,2013,passing
157,Colton,Penrod,Colton Penrod,/ok/bartlesville/bartlesville-bruins/athletes/colton-penrod/football/stats/?careerid=dqqcd5uil53p9,dqqcd5uil53p9,QB,Bartlesville,OK,3054,3054,305.4,219,370,0.592,26,12,96,10,2013,passing
158,Drew,Tomaini,Drew Tomaini,/fl/naples/community-school-of-naples-seahawks/athletes/drew-tomaini/football/stats/?careerid=7g33e349c2gaa,7g33e349c2gaa,QB,Community School of Naples,FL,3054,3054,254.5,198,330,0.6,36,5,121,12,2013,passing
159,Tyler,Hilinski,Tyler Hilinski,/ca/upland/upland-highlanders-scots/athletes/tyler-hilinski/football/stats/?careerid=pkrsrgikum6qa,pkrsrgikum6qa,QB,Upland,CA,3053,3053,234.8,177,260,0.681,34,8,135,13,2013,passing
160,Silas,Wyper,Silas Wyper,/ct/darien/darien-blue-wave/athletes/silas-wyper/football/stats/?careerid=2bpoui9t4betd,2bpoui9t4betd,QB,Darien,CT,3052,3052,218.0,233,394,0.591,20,17,83,14,2013,passing
161,Nick,Smith,Nick Smith,/az/scottsdale/scottsdale-preparatory-academy-spartans/athletes/nick-smith/football/stats/?careerid=ckonbi2rlvi11,ckonbi2rlvi11,"QB, S",Scottsdale Preparatory Academy,AZ,3048,3048,304.8,180,295,0.61,45,8,124,10,2013,passing
162,John,Clark,John Clark,/az/mesa/mountain-view-toros/athletes/john-clark/football/stats/?careerid=ho5gv2h17qa66,ho5gv2h17qa66,"QB, DB",Mountain View,AZ,3040,3040,276.4,232,393,0.59,31,6,103,11,2013,passing
163,Troy,Flutie,Troy Flutie,/ma/natick/natick-redhawks/athletes/troy-flutie/football/stats/?careerid=2cpinscn34kp9,2cpinscn34kp9,"QB, DB",Natick,MA,3027,3027,275.2,182,288,0.632,47,11,122,11,2013,passing
164,Caleb,Lewis,Caleb Lewis,/fl/lakeland/victory-christian-academy-storm/athletes/caleb-lewis/football/stats/?careerid=jl1q4bdans8m6,jl1q4bdans8m6,QB,Victory Christian Academy,FL,3025,3025,216.1,193,355,0.544,28,13,94,14,2013,passing
165,Ryan,Cottingame,Ryan Cottingame,/tx/sunnyvale/sunnyvale-raiders/athletes/ryan-cottingame/football/stats/?careerid=dv01f7to4lqsc,dv01f7to4lqsc,QB,Sunnyvale,TX,3025,3025,302.5,187,272,0.688,36,4,139,10,2013,passing
166,Bear,Fenimore,Bear Fenimore,/tx/austin/round-rock-westwood-warriors/athletes/bear-fenimore/football/stats/?careerid=qus9vh6uej9j3,qus9vh6uej9j3,QB,Round Rock Westwood,TX,3014,3014,274.0,247,420,0.588,23,10,89,11,2013,passing
167,Austin,Kafentzis,Austin Kafentzis,/ut/sandy/jordan-beetdiggers/athletes/austin-kafentzis/football/stats/?careerid=1ghhrqgr0nf11,1ghhrqgr0nf11,QB,Jordan,UT,3011,3011,231.6,191,380,0.503,20,18,75,13,2013,passing
168,De'Andre,Johnson,De'Andre Johnson,/fl/jacksonville/first-coast-buccaneers/athletes/deandre-johnson/football/stats/?careerid=sckg4li6g1s55,sckg4li6g1s55,QB,First Coast,FL,3007,3007,231.3,204,300,0.68,31,7,125,13,2013,passing
169,Jason,Kopriva,Jason Kopriva,/tx/cameron/ch-yoe-yoemen/athletes/jason-kopriva/football/stats/?careerid=am9185rvfj0ee,am9185rvfj0ee,QB,C.H. Yoe,TX,3006,3006,187.9,219,324,0.676,47,6,129,16,2013,passing
170,Evan,Brabrand,Evan Brabrand,/nc/raleigh/wakefield-wolverines/athletes/evan-brabrand/football/stats/?careerid=q7pofu05ufh66,q7pofu05ufh66,"QB, MLB",Wakefield,NC,3002,3002,230.9,251,455,0.552,30,11,87,13,2013,passing
171,Brendan,Illies,Brendan Illies,/wa/puyallup/puyallup-vikings/athletes/brendan-illies/football/stats/?careerid=goppdjhhpl0o8,goppdjhhpl0o8,"QB, DB",Puyallup,WA,3000,3000,300.0,196,328,0.598,38,13,112,10,2013,passing
172,Hunter,Houseman,Hunter Houseman,/oh/springfield/northwestern-warriors/athletes/hunter-houseman/football/stats/?careerid=7mursin9e1kue,7mursin9e1kue,QB,Northwestern,OH,2999,2999,299.9,223,389,0.573,25,14,88,10,2013,passing
173,Wyatt,Roberts,Wyatt Roberts,/ms/louisville/louisville-wildcats/athletes/wyatt-roberts/football/stats/?careerid=91f0n3v53v3cc,91f0n3v53v3cc,QB,Louisville,MS,2995,2995,187.2,191,342,0.558,38,5,116,16,2013,passing
174,Jon,Martinez,Jon Martinez,/tx/tulia/tulia-hornets/athletes/jon-martinez/football/stats/?careerid=srhuagof7h5g0,srhuagof7h5g0,QB,Tulia,TX,2984,2984,271.3,195,314,0.621,22,13,100,11,2013,passing
175,Craig,Carmilani,Craig Carmilani,/nj/washington-township/westwood-cardinals/athletes/craig-carmilani/football/stats/?careerid=k2mnno0shq8o8,k2mnno0shq8o8,"QB, DB",Westwood,NJ,2982,2982,248.5,144,216,0.667,35,10,130,12,2013,passing
176,Jack,Heneghan,Jack Heneghan,/ca/atherton/menlo-school-knights/athletes/jack-heneghan/football/stats/?careerid=njferhq0sh844,njferhq0sh844,QB,Menlo School,CA,2974,2974,330.4,198,337,0.588,37,9,113,9,2013,passing
177,Rafael,Adames,Rafael Adames,/az/sierra-vista/buena-colts/athletes/rafael-adames/football/stats/?careerid=48ajfdir758vf,48ajfdir758vf,QB,Buena,AZ,2964,2964,269.5,195,328,0.595,27,7,108,11,2013,passing
178,Joe,Capobianco,Joe Capobianco,/ny/cedarhurst/lawrence-golden-tornadoes/athletes/joe-capobianco/football/stats/?careerid=f4i9u6e5mdlue,f4i9u6e5mdlue,"QB, P",Lawrence,NY,2957,2957,246.4,150,232,0.647,17,2,129,12,2013,passing
179,Jadon,Brisendine,Jadon Brisendine,/ca/fairfield/vanden-vikings/athletes/jadon-brisendine/football/stats/?careerid=nepn0fg1fg666,nepn0fg1fg666,"QB, P",Vanden,CA,2949,2949,245.8,223,347,0.643,43,13,115,12,2013,passing
180,Austin,Caldron,Austin Caldron,/ca/stockton/brookside-christian-knights/athletes/austin-caldron/football/stats/?careerid=qrlvjbag489n7,qrlvjbag489n7,QB,Brookside Christian,CA,2947,2947,245.6,187,313,0.597,40,14,112,12,2013,passing
181,Reggie,Pinner,Reggie Pinner,/nc/asheville/tc-roberson-rams/athletes/reggie-pinner/football/stats/?careerid=f9g02dej6ckl5,f9g02dej6ckl5,QB,T.C. Roberson,NC,2946,2946,245.5,231,393,0.588,33,19,90,12,2013,passing
182,Jacob,Eason,Jacob Eason,/wa/lake-stevens/lake-stevens-vikings/athletes/jacob-eason/football/stats/?careerid=ugh2c25s0go00,ugh2c25s0go00,QB,Lake Stevens,WA,2941,2941,294.1,209,350,0.597,23,8,99,10,2013,passing
183,Dane,Warp,Dane Warp,/mt/havre/havre-blue-ponies/athletes/dane-warp/football/stats/?careerid=odbp5jf2isrue,odbp5jf2isrue,QB,Havre,MT,2941,2941,267.4,181,289,0.626,21,12,104,11,2013,passing
184,Zach,Smith,Zach Smith,/tx/grandview/grandview-zebras/athletes/zach-smith/football/stats/?careerid=73f28o5v1pi55,73f28o5v1pi55,QB,Grandview,TX,2941,2941,245.1,172,289,0.595,33,9,119,12,2013,passing
185,Braxton,Godderidge,Braxton Godderidge,/ut/smithfield/sky-view-bobcats/athletes/braxton-godderidge/football/stats/?careerid=tiae1o0dir822,tiae1o0dir822,QB,Sky View,UT,2930,2930,244.2,206,325,0.634,31,13,108,12,2013,passing
186,Peyton,Gauthier,Peyton Gauthier,/la/alexandria/university-academy-lions/athletes/peyton-gauthier/football/stats/?careerid=u3a7ivtpg2hg0,u3a7ivtpg2hg0,"QB, DB",University Academy,LA,2925,2925,225.0,177,320,0.553,31,17,96,13,2013,passing
187,Zach,Galindo,Zach Galindo,/tx/helotes/oconnor-panthers/athletes/zach-galindo/football/stats/?careerid=89gi7sin3pjn7,89gi7sin3pjn7,QB,O'Connor,TX,2920,2920,243.3,213,323,0.659,24,9,108,12,2013,passing
188,Robbie,Kelley,Robbie Kelley,/il/rochester/rochester-rockets/athletes/robbie-kelley/football/stats/?careerid=n52522q3sd700,n52522q3sd700,QB,Rochester,IL,2919,2919,208.5,200,311,0.643,31,8,117,14,2013,passing
