receiving_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,receiving_yards,receiving_yards_per_game,yards_per_reception,receptions,longest_reception,receiving_touchdowns,games_played,year,category
36,Emoryie,Edwards,Emoryie Edwards,/ca/tulare/tulare-union-the-tribe/athletes/emoryie-edwards/football/stats/?careerid=rviainljnlbff,rviainljnlbff,ATH,Tulare Union,CA,1571,1571,142.8,16.71,94,78,19,11,2016,receiving
37,Dontario,Drummond,Dontario Drummond,/ms/laurel/laurel-golden-tornadoes/athletes/dontario-drummond/football/stats/?careerid=9p5ueega58u66,9p5ueega58u66,"WR, DB",Laurel,MS,1568,1568,112.0,20.63,76,83,17,14,2016,receiving
38,Cliff,Carter,Cliff Carter,/md/silver-spring/blair-blazers/athletes/cliff-carter/football/stats/?careerid=4fglatbii2ttd,4fglatbii2ttd,"WR, CB",Blair,MD,1565,1565,142.3,21.44,73,86,17,11,2016,receiving
39,Zac,Minnich,Zac Minnich,/in/milan/milan-indians/athletes/zac-minnich/football/stats/?careerid=glvpclklk7gi2,glvpclklk7gi2,WR,Milan,IN,1562,1562,120.2,24.79,63,70,24,13,2016,receiving
40,Isiah,Jackson,Isiah Jackson,/ut/sandy/jordan-beetdiggers/athletes/isiah-jackson/football/stats/?careerid=pgulr78oaro55,pgulr78oaro55,WR,Jordan,UT,1560,1560,141.8,24.38,64,80,19,11,2016,receiving
41,Michael,Smith,Michael Smith,/fl/vero-beach/vero-beach-indians/athletes/michael-smith/football/stats/?careerid=vb78l0cpc66ff,vb78l0cpc66ff,WR,Vero Beach,FL,1556,1556,129.7,23.58,66,88,23,12,2016,receiving
42,Jordan,Martin,Jordan Martin,/wa/union-gap/la-salle-lightning/athletes/jordan-martin/football/stats/?careerid=qlcpc4r01m8ff,qlcpc4r01m8ff,"WR, CB",La Salle,WA,1554,1554,129.5,28.26,55,95,21,12,2016,receiving
43,Kieren,Gaines,Kieren Gaines,/tx/harrold/harrold-hornets/athletes/kieren-gaines/football/stats/?careerid=7jjhta2f2aun7,7jjhta2f2aun7,"RB, QB",Seymour,TX,1554,1554,129.5,17.66,88,83,14,12,2016,receiving
44,Gavin,Holmes,Gavin Holmes,/tx/justin/northwest-texans/athletes/gavin-holmes/football/stats/?careerid=lvh64kkle7gm6,lvh64kkle7gm6,"WR, CB",Northwest,TX,1545,1545,128.8,18.61,83,75,15,12,2016,receiving
45,Jess,Davis,Jess Davis,/mo/kearney/kearney-bulldogs/athletes/jess-davis/football/stats/?careerid=rdpsejleivlsc,rdpsejleivlsc,"WR, FS",Kearney,MO,1539,1539,102.6,18.54,83,0,18,15,2016,receiving
46,Brenton,Bush,Brenton Bush,/mo/mountain-view/liberty-eagles/athletes/brenton-bush/football/stats/?careerid=pd6mtpvqhmck4,pd6mtpvqhmck4,"CB, WR",Liberty,MO,1538,1538,118.3,16.36,94,0,18,13,2016,receiving
47,Drake,Stoops,Drake Stoops,/ok/norman/norman-north-timberwolves/athletes/drake-stoops/football/stats/?careerid=51d086gr82i00,51d086gr82i00,WR,Norman North,OK,1536,1536,118.2,17.86,86,0,20,13,2016,receiving
48,David,Telles,David Telles,/ca/los-angeles/franklin-panthers/athletes/david-telles/football/stats/?careerid=an46468n13rk4,an46468n13rk4,ATH,Franklin,CA,1533,1533,102.2,22.54,68,84,14,15,2016,receiving
49,Skyler,Williams,Skyler Williams,/or/salem/salem-academy-crusaders/athletes/skyler-williams/football/stats/?careerid=577ergqu5a0h1,577ergqu5a0h1,"SB, DB",Salem Academy,OR,1531,1531,117.8,20.97,73,0,19,13,2016,receiving
50,Eric,Bendyk,Eric Bendyk,/ca/sebastopol/west-county-team/athletes/eric-bendyk/football/stats/?careerid=0fnpfnv4v5ksc,0fnpfnv4v5ksc,WR,Analy,CA,1530,1530,117.7,19.37,79,0,18,13,2016,receiving
51,Ryan,Miller,Ryan Miller,/tn/jackson/university-school-of-jackson-bruins/athletes/ryan-miller/football/stats/?careerid=b9ie5fojelfj3,b9ie5fojelfj3,"WR, LB",University School of Jackson,TN,1529,1529,117.6,18.65,82,72,18,13,2016,receiving
52,Ty,Jones,Ty Jones,/ut/provo/provo-bulldogs/athletes/ty-jones/football/stats/?careerid=9e00lsrebs111,9e00lsrebs111,WR,Provo,UT,1523,1523,126.9,24.18,63,80,20,12,2016,receiving
53,Isaiah,Hodgins,Isaiah Hodgins,/ca/walnut-creek/berean-christian-eagles/athletes/isaiah-hodgins/football/stats/?careerid=dib5oeurij1k4,dib5oeurij1k4,"WR, FS",Berean Christian,CA,1521,1521,138.3,16.18,94,75,21,11,2016,receiving
54,Robert,Heiermann,Robert Heiermann,/ca/moreno-valley/valley-view-eagles/athletes/robert-heiermann/football/stats/?careerid=eis1234u8kfl5,eis1234u8kfl5,WR,Valley View,CA,1520,1520,95.0,17.08,89,60,13,16,2016,receiving
55,Jared,Mallozzi,Jared Mallozzi,/ct/trumbull/st-joseph-cadets/athletes/jared-mallozzi/football/stats/?careerid=n6mdrnv6rmf88,n6mdrnv6rmf88,"WR, CB",St. Joseph,CT,1514,1514,116.5,15.14,100,0,20,13,2016,receiving
56,Dylan,Parker- act 20,Dylan Parker- act 20,/tx/elysian-fields/elysian-fields-yellowjackets/athletes/dylan-parker-act-20/football/stats/?careerid=m4a37lm6b9kvf,m4a37lm6b9kvf,"WR, CB",Elysian Fields,TX,1512,1512,116.3,25.2,60,95,22,13,2016,receiving
57,Chance,Pride,Chance Pride,/sc/taylors/eastside-eagles/athletes/chance-pride/football/stats/?careerid=ccuen9kenn277,ccuen9kenn277,"RB, SB",Eastside,SC,1510,1510,137.3,15.1,100,81,20,11,2016,receiving
58,Brandon,Smith,Brandon Smith,/ms/lake-cormorant/lake-cormorant/athletes/brandon-smith/football/stats/?careerid=oldqd9mtfctl5,oldqd9mtfctl5,WR,Lake Cormorant,MS,1509,1509,100.6,18.86,80,60,19,15,2016,receiving
59,Zach,Mcconnell,Zach Mcconnell,/mo/lees-summit/summit-christian-academy-eagles/athletes/zach-mcconnell/football/stats/?careerid=69c0ajjk667p9,69c0ajjk667p9,"WR, FS",Summit Christian Academy,MO,1507,1507,115.9,17.94,84,97,15,13,2016,receiving
60,Jaylond,Adams,Jaylond Adams,/al/adamsville/minor-tigers/athletes/jaylond-adams/football/stats/?careerid=cmmdrn4bkh4n7,cmmdrn4bkh4n7,"WR, RB",Minor,AL,1502,1502,115.5,19.76,76,89,19,13,2016,receiving
61,Erik,Ezukanma,Erik Ezukanma,/tx/fort-worth/timber-creek-falcons/athletes/erik-ezukanma/football/stats/?careerid=ucelgp7kma722,ucelgp7kma722,"WR, RB",Timber Creek,TX,1494,1494,135.8,16.98,88,85,20,11,2016,receiving
62,Zach,Clayton,Zach Clayton,/wi/oconomowoc/oconomowoc-raccoons/athletes/zach-clayton/football/stats/?careerid=4svaavcr7oli2,4svaavcr7oli2,WR,Oconomowoc,WI,1493,1493,149.3,15.88,94,0,16,10,2016,receiving
63,Brenden,Hall,Brenden Hall,/ca/folsom/vista-del-lago-eagles/athletes/brenden-hall/football/stats/?careerid=i3jj3ggffvscc,i3jj3ggffvscc,"WR, CB",Vista del Lago,CA,1491,1491,124.2,15.21,98,0,22,12,2016,receiving
64,Hunter,Pace,Hunter Pace,/tx/houston/northland-christian-cougars/athletes/hunter-pace/football/stats/?careerid=5a6u2agsk8k66,5a6u2agsk8k66,"WR, K",Northland Christian,TX,1489,1489,106.4,23.27,64,73,15,14,2016,receiving
65,Terrell,Brown,Terrell Brown,/az/chandler/basha-bears/athletes/terrell-brown/football/stats/?careerid=90anulo3eh811,90anulo3eh811,WR,Basha,AZ,1480,1480,134.5,17.21,86,90,9,11,2016,receiving
66,Dylan,Hunley,Dylan Hunley,/in/kendallville/east-noble-knights/athletes/dylan-hunley/football/stats/?careerid=8n1ev3p46oai2,8n1ev3p46oai2,"WR, FS",East Noble,IN,1479,1479,134.5,15.57,95,0,21,11,2016,receiving
67,Antwaun,Ayers,Antwaun Ayers,/ca/covina/northview-vikings/athletes/antwaun-ayers/football/stats/?careerid=9o7jd20d9lu88,9o7jd20d9lu88,ATH,Northview,CA,1465,1465,122.1,21.54,68,88,21,12,2016,receiving
68,Juwan,Tyus,Juwan Tyus,/al/verbena/verbena-red-devils/athletes/juwan-tyus/football/stats/?careerid=7iakbp6ptieqa,7iakbp6ptieqa,"WR, CB",Verbena,AL,1462,1462,132.9,19.76,74,73,23,11,2016,receiving
69,Lameric,Tucker,Lameric Tucker,/tn/cleveland/bradley-central-bears/athletes/lameric-tucker/football/stats/?careerid=79l5svqo7korb,79l5svqo7korb,"WR, SB",Bradley Central,TN,1459,1459,121.6,16.03,91,61,13,12,2016,receiving
70,O'shae,Clark,O'shae Clark,/tx/cypress/cypress-springs-panthers/athletes/oshae-clark/football/stats/?careerid=bvgeohi6klm88,bvgeohi6klm88,WR,Cypress Springs,TX,1457,1457,161.9,25.12,58,86,16,9,2016,receiving
71,Michael,Woods,Michael Woods,/tx/magnolia/magnolia-bulldogs/athletes/michael-woods/football/stats/?careerid=ji6h3k7aosnsc,ji6h3k7aosnsc,WR,Magnolia,TX,1456,1456,121.3,19.41,75,75,21,12,2016,receiving
72,Alex,Hoskins,Alex Hoskins,/ny/sidney/sidney-sabers/athletes/alex-hoskins/football/stats/?careerid=s4rmq7j0s6uvf,s4rmq7j0s6uvf,"WR, DB",Sidney,NY,1441,1441,120.1,15.84,91,88,13,12,2016,receiving
73,Bobby,Irby,Bobby Irby,/sc/irmo/dutch-fork-silver-foxes/athletes/bobby-irby/football/stats/?careerid=grgntpm7ek6sc,grgntpm7ek6sc,"CB, WR",Dutch Fork,SC,1439,1439,95.9,20.27,71,82,13,15,2016,receiving
74,Nic,Swanson,Nic Swanson,/ok/bixby/bixby-spartans/athletes/nic-swanson/football/stats/?careerid=1o9h5cq33m9rb,1o9h5cq33m9rb,"WR, QB",Bixby,OK,1431,1431,110.1,13.63,105,0,19,13,2016,receiving
75,Tyrese,Fryfogle,Tyrese Fryfogle,/ms/lucedale/george-county-rebels/athletes/tyrese-fryfogle/football/stats/?careerid=i88vqa13lpldd,i88vqa13lpldd,WR,George County,MS,1430,1430,119.2,16.07,89,89,13,12,2016,receiving
76,Damien,Johnson,Damien Johnson,/ms/foxworth/west-marion-trojans/athletes/damien-johnson/football/stats/?careerid=i10mckq58mhh1,i10mckq58mhh1,"RB, WR",West Marion,MS,1427,1427,118.9,16.79,85,62,19,12,2016,receiving
77,Spencer,Curtis,Spencer Curtis,/ut/sandy/jordan-beetdiggers/athletes/spencer-curtis/football/stats/?careerid=6p14ar0e6v8td,6p14ar0e6v8td,WR,Jordan,UT,1417,1417,128.8,19.68,72,80,17,11,2016,receiving
78,Sammy,Carter,Sammy Carter,/fl/greensboro/west-gadsden-panthers/athletes/sammy-carter/football/stats/?careerid=t7e1itmi6lr33,t7e1itmi6lr33,"WR, DB",West Gadsden,FL,1414,1414,117.8,20.49,69,0,19,12,2016,receiving
79,Trai,Gardner,Trai Gardner,/tx/tenaha/tenaha-tigers/athletes/trai-gardner/football/stats/?careerid=fq7odkspgi0o8,fq7odkspgi0o8,"WR, SS",Tenaha,TX,1410,1410,108.5,19.05,74,80,21,13,2016,receiving
80,Kian,Ghelichkhani,Kian Ghelichkhani,/ca/saratoga/saratoga-falcons/athletes/kian-ghelichkhani/football/stats/?careerid=iladpodvkc611,iladpodvkc611,"WR, SS",Saratoga,CA,1405,1405,127.7,12.66,111,82,18,11,2016,receiving
81,Jonathan,Adams,Jonathan Adams,/ar/jonesboro/jonesboro-hurricane/athletes/jonathan-adams/football/stats/?careerid=vr9ougo6fqlvf,vr9ougo6fqlvf,"WR, FS",Jonesboro,AR,1402,1402,127.5,18.45,76,80,26,11,2016,receiving
82,Hunter,Hawthorne,Hunter Hawthorne,/tx/bells/bells-panthers/athletes/hunter-hawthorne/football/stats/?careerid=p9vg635g5kki2,p9vg635g5kki2,"WR, CB",Bells,TX,1402,1402,127.5,11.31,124,64,13,11,2016,receiving
83,Arjei,Henderson,Arjei Henderson,/tx/richmond/fort-bend-travis-tigers/athletes/arjei-henderson/football/stats/?careerid=qklkf8g0pklee,qklkf8g0pklee,"WR, CB",Fort Bend Travis,TX,1401,1401,127.4,14.01,100,70,18,11,2016,receiving
84,Dakota,Caton,Dakota Caton,/in/sullivan/sullivan-golden-arrows/athletes/dakota-caton/football/stats/?careerid=seauso3sbssff,seauso3sbssff,"WR, FS",Sullivan,IN,1398,1398,116.5,17.7,79,75,18,12,2016,receiving
85,Jaelen,Ward,Jaelen Ward,/ca/rohnert-park/rancho-cotate-cougars/athletes/jaelen-ward/football/stats/?careerid=qs6mnas8a7c11,qs6mnas8a7c11,"WR, CB",Rancho Cotate,CA,1398,1398,107.5,14.72,95,83,10,13,2016,receiving
86,Kalei,Aukai,Kalei Aukai,/ca/santa-rosa/santa-rosa-panthers/athletes/kalei-aukai/football/stats/?careerid=0b4qf9ujvnjj3,0b4qf9ujvnjj3,"WR, CB",Santa Rosa,CA,1396,1396,116.3,24.07,58,81,20,12,2016,receiving
87,Raymond,Falcone,Raymond Falcone,/pa/gibsonia/pine-richland-rams/athletes/raymond-falcone/football/stats/?careerid=heqqubilq8533,heqqubilq8533,"CB, WR",Pine-Richland,PA,1391,1391,115.9,21.4,65,74,14,12,2016,receiving
88,Tyler,Rudolph,Tyler Rudolph,/ct/oakdale/st-thomas-more-chancellors/athletes/tyler-rudolph/football/stats/?careerid=22mnlf7bn5q66,22mnlf7bn5q66,S,Sacred Heart/Kaynor RVT,CT,1390,1390,154.4,16.75,83,71,11,9,2016,receiving
89,Ronald,Polite,Ronald Polite,/nc/greensboro/page-pirates/athletes/ronald-polite/football/stats/?careerid=3r1oimdvrlr33,3r1oimdvrlr33,"WR, MLB",Page,NC,1389,1389,92.6,15.61,89,1,22,15,2016,receiving
90,Chris,Deardorff,Chris Deardorff,/oh/kenton/kenton-wildcats/athletes/chris-deardorff/football/stats/?careerid=utl1hm0il86ff,utl1hm0il86ff,WR,Kenton,OH,1388,1388,138.8,14.92,93,0,12,10,2016,receiving
91,Emeka,Emezie,Emeka Emezie,/nc/waxhaw/marvin-ridge-mavericks/athletes/emeka-emezie/football/stats/?careerid=90p9s1j6quaqa,90p9s1j6quaqa,WR,Marvin Ridge,NC,1387,1387,99.1,14.01,99,74,18,14,2016,receiving
92,Patrick,Blake,Patrick Blake,/ca/palo-cedro/foothill-cougars/athletes/patrick-blake/football/stats/?careerid=pppsnkomrppqa,pppsnkomrppqa,"WR, CB",Foothill,CA,1385,1385,125.9,15.56,89,69,18,11,2016,receiving
93,Daenard,Branch,Daenard Branch,/nc/kinston/kinston-vikings/athletes/daenard-branch/football/stats/?careerid=su0qoia9roscc,su0qoia9roscc,"WR, CB",Kinston,NC,1383,1383,106.4,25.61,54,80,15,13,2016,receiving
94,Casey,Mariucci,Casey Mariucci,/ca/la-jolla/la-jolla-country-day-torreys/athletes/casey-mariucci/football/stats/?careerid=chpijbvfgh7k4,chpijbvfgh7k4,"WR, DL",La Jolla Country Day,CA,1381,1381,86.3,17.48,79,73,12,16,2016,receiving
95,Bryan,Thompson,Bryan Thompson,/ca/moreno-valley/rancho-verde-mustangs/athletes/bryan-thompson/football/stats/?careerid=udrqm7tkvrddd,udrqm7tkvrddd,"WR, FS",Rancho Verde,CA,1377,1377,105.9,17.88,77,64,14,13,2016,receiving
96,Q,Borders,Q Borders,/tx/san-augustine/san-augustine-wolves/athletes/q-borders/football/stats/?careerid=h65cc3isa1un7,h65cc3isa1un7,"WR, FS",San Augustine,TX,1376,1376,105.8,24.57,56,98,16,13,2016,receiving
97,Tre,Wolf,Tre Wolf,/tx/victoria/victoria-east-titans/athletes/tre-wolf/football/stats/?careerid=00vp5ij676500,00vp5ij676500,WR,Victoria East,TX,1374,1374,98.1,24.98,55,81,16,14,2016,receiving
98,Dwan,Williams,Dwan Williams,/ms/lucedale/george-county-rebels/athletes/dwan-williams/football/stats/?careerid=f39ffd11tsm55,f39ffd11tsm55,WR,George County,MS,1372,1372,114.3,15.77,87,71,8,12,2016,receiving
99,Colton,Lawson,Colton Lawson,/ut/draper/corner-canyon-chargers/athletes/colton-lawson/football/stats/?careerid=acd9iektcl800,acd9iektcl800,WR,Corner Canyon,UT,1371,1371,137.1,19.87,69,0,12,10,2016,receiving
100,Justin,Williams,Justin Williams,/ca/stockton/brookside-christian-knights/athletes/justin-williams/football/stats/?careerid=t87camgbodmaa,t87camgbodmaa,"WR, CB",Brookside Christian,CA,1370,1370,97.9,18.51,74,65,19,14,2016,receiving
101,Jaquarii,Roberson,Jaquarii Roberson,/nc/ahoskie/hertford-county-bears/athletes/jaquarii-roberson/football/stats/?careerid=k56p6tgl7ug44,k56p6tgl7ug44,"WR, FS",Hertford County,NC,1370,1370,97.9,18.03,76,14,15,14,2016,receiving
102,Sam,Crawford,Sam Crawford,/tx/rockwall/rockwall-yellowjackets/athletes/sam-crawford/football/stats/?careerid=p7pqsevkt3ei2,p7pqsevkt3ei2,"WR, FS",Rockwall,TX,1369,1369,114.1,19.01,72,80,15,12,2016,receiving
103,Lamarcus,Morton,Lamarcus Morton,/tx/gilmer/gilmer-buckeyes/athletes/lamarcus-morton/football/stats/?careerid=49g7bi3nuiik4,49g7bi3nuiik4,"WR, CB",Gilmer,TX,1368,1368,91.2,20.42,67,0,15,15,2016,receiving
104,Peyton,Trexler,Peyton Trexler,/in/wabash/southwood-knights/athletes/peyton-trexler/football/stats/?careerid=uaqi7d8li9jqa,uaqi7d8li9jqa,"WR, CB",Southwood,IN,1365,1365,113.8,23.95,57,0,15,12,2016,receiving
105,Noah,Mclean,Noah Mclean,/in/newburgh/castle-knights/athletes/noah-mclean/football/stats/?careerid=jp8j65fhf1b22,jp8j65fhf1b22,WR,Castle,IN,1364,1364,113.7,15.68,87,67,16,12,2016,receiving
106,Steven,Peterson,Steven Peterson,/ga/kennesaw/harrison-hoyas/athletes/steven-peterson/football/stats/?careerid=g1svhn5t03o99,g1svhn5t03o99,WR,Harrison,GA,1362,1362,113.5,16.82,81,60,16,12,2016,receiving
107,Jacob,Jackson,Jacob Jackson,/ca/la-jolla/bishops-knights/athletes/jacob-jackson/football/stats/?careerid=5p6fqabe434o8,5p6fqabe434o8,"SB, CB",Bishop's,CA,1359,1359,104.5,17.42,78,80,13,13,2016,receiving
