sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_sacks,sacks_per_game,tackle_for_loss_yards,hurries,games_played,year,category
19,Aakil,Brown,Aakil Brown,/sc/rock-hill/south-pointe-stallions/athletes/aakil-brown/football/stats/?careerid=1el7tbroirnh1,1el7tbroirnh1,"DE, LB",South Pointe,SC,24.0,24.0,1.7,163,25,14,2024,sacks
20,Baylor,Clayton,Baylor Clayton,/al/notasulga/reeltown-rebels/athletes/baylor-clayton/football/stats/?careerid=hca1i7rub6tcc,hca1i7rub6tcc,"TE, DE",Reeltown,AL,23.5,23.5,1.6,150,0,15,2024,sacks
21,Christian,King williams,Christian King williams,/fl/tallahassee/st-john-paul-ii-panthers/athletes/christian-king-williams/football/stats/?careerid=ndbfidj8rq6ff,ndbfidj8rq6ff,"DE, DT",St. John Paul II,FL,23.0,23.0,2.6,14,9,9,2024,sacks
22,Jaden,Williams,Jaden Williams,/ca/mission-viejo/mission-viejo-diablos/athletes/jaden-williams/football/stats/?careerid=3i64bdoqiaq55,3i64bdoqiaq55,DE,Mission Viejo,CA,23.0,23.0,2.1,0,39,11,2024,sacks
23,Peyton,Rauch,Peyton Rauch,/oh/steubenville/catholic-central-crusaders/athletes/peyton-rauch/football/stats/?careerid=t4an1ieji9sue,t4an1ieji9sue,"OL, DL",Catholic Central,OH,23.0,23.0,1.9,0,0,12,2024,sacks
24,Andrew,Rogers,Andrew Rogers,/nc/greensboro/dudley-panthers/athletes/andrew-rogers/football/stats/?careerid=a6j63t44kdci2,a6j63t44kdci2,"DE, TE",Dudley,NC,23.0,23.0,1.8,169,29,13,2024,sacks
25,Bryant,Ausmer,Bryant Ausmer,/ms/ocean-springs/ocean-springs-greyhounds/athletes/bryant-ausmer/football/stats/?careerid=c4bq3co0f9cj3,c4bq3co0f9cj3,DE,Ocean Springs,MS,23.0,23.0,1.8,0,0,13,2024,sacks
26,Ryan,Delgatto,Ryan Delgatto,/in/lafayette/lafayette-central-catholic-knights/athletes/ryan-delgatto/football/stats/?careerid=ksru4qedjt333,ksru4qedjt333,,Lafayette Central Catholic,IN,22.0,22.0,2.0,129,6,11,2024,sacks
27,"Herbert ""Third""",Scroggins III,"Herbert ""Third"" Scroggins III",/ga/savannah/benedictine-cadets/athletes/herbert-third-scroggins-iii/football/stats/?careerid=dclj05elfkoqa,dclj05elfkoqa,"OLB, DE",Benedictine,GA,22.0,22.0,1.8,141,14,12,2024,sacks
28,Anthony,Omebe,Anthony Omebe,/ny/rochester/monroe-red-jackets/athletes/anthony-omebe/football/stats/?careerid=2uhtcdagtka44,2uhtcdagtka44,"WR, DE",Monroe,NY,21.5,21.5,2.2,0,0,10,2024,sacks
29,Mateo,Bresenden,Mateo Bresenden,/ca/san-diego/westview-wolverines/athletes/mateo-bresenden/football/stats/?careerid=1ervg948r62l5,1ervg948r62l5,"OL, DL",Westview,CA,21.5,21.5,1.5,103,13,14,2024,sacks
30,Jabarrius,Garror,Jabarrius Garror,/al/prichard/vigor-wolves/athletes/jabarrius-garror/football/stats/?careerid=329kvm27lca66,329kvm27lca66,OLB,Vigor,AL,21.5,21.5,1.5,86,37,14,2024,sacks
31,Junior,Beyinde,Junior Beyinde,/fl/orlando/evans-trojans/athletes/junior-beyinde/football/stats/?careerid=lp8f0meif8hn7,lp8f0meif8hn7,DE,Evans,FL,21.4,21.4,1.9,28,3,11,2024,sacks
32,Carl,Talanoa,Carl Talanoa,/ut/west-jordan/west-jordan-jaguars/athletes/carl-talanoa/football/stats/?careerid=cr5ef7oeh53qa,cr5ef7oeh53qa,"TE, DE",West Jordan,UT,21.0,21.0,2.1,116,16,10,2024,sacks
33,Samuel,Iroh,Samuel Iroh,/tn/collierville/collierville-dragons/athletes/samuel-iroh/football/stats/?careerid=2h84tqldr2saa,2h84tqldr2saa,"DE, RB",Collierville,TN,21.0,21.0,2.1,86,5,10,2024,sacks
34,Tae,Diamond,Tae Diamond,/al/centre/cherokee-county-warriors/athletes/tae-diamond/football/stats/?careerid=u995jbtr8u4g0,u995jbtr8u4g0,"DE, RB",Cherokee County,AL,21.0,21.0,1.6,0,5,13,2024,sacks
35,Daniel,Stehly,Daniel Stehly,/ca/valley-center/valley-center-jaguars/athletes/daniel-stehly/football/stats/?careerid=uhg7aaj6v4eo8,uhg7aaj6v4eo8,"MLB, RB",Valley Center,CA,20.0,20.0,1.8,0,6,11,2024,sacks
36,Breylon,Mcculler,Breylon Mcculler,/nc/raleigh/millbrook-wildcats/athletes/breylon-mcculler/football/stats/?careerid=el1hiqqgpmodd,el1hiqqgpmodd,"TE, DE",Millbrook,NC,20.0,20.0,1.5,127,15,13,2024,sacks
37,Jayden,Ransom,Jayden Ransom,/pa/williamsport/williamsport-millionaires/athletes/jayden-ransom/football/stats/?careerid=p9rad8en3tt44,p9rad8en3tt44,"MLB, WR",Williamsport,PA,20.0,20.0,1.5,105,4,13,2024,sacks
38,Brandon,Simmons jr,Brandon Simmons jr,/nj/glassboro/glassboro-bulldogs/athletes/brandon-simmons-jr/football/stats/?careerid=vp5jpviiki199,vp5jpviiki199,"DT, FB",Glassboro,NJ,20.0,20.0,1.5,76,7,13,2024,sacks
39,Chinedu,Onyeagoro,Chinedu Onyeagoro,/ca/los-angeles/king-drew-golden-eagles/athletes/chinedu-onyeagoro/football/stats/?careerid=575797gqadhaa,575797gqadhaa,"DE, LB",King/Drew,CA,20.0,20.0,1.4,88,20,14,2024,sacks
40,Mason,Metz,Mason Metz,/pa/pittsburgh/avonworth-antelopes/athletes/mason-metz/football/stats/?careerid=d3bh98jkr7ko8,d3bh98jkr7ko8,"FB, OLB",Avonworth,PA,20.0,20.0,1.3,125,0,15,2024,sacks
41,Jake,Kissell,Jake Kissell,/pa/altoona/bishop-guilfoyle-marauders/athletes/jake-kissell/football/stats/?careerid=07r04rq3ksin7,07r04rq3ksin7,"LB, QB",Bishop Guilfoyle,PA,20.0,20.0,1.2,164,23,16,2024,sacks
42,Jason,Hubbard,Jason Hubbard,/nc/indian-trail/metrolina-christian-academy-warriors/athletes/jason-hubbard/football/stats/?careerid=tjl35gjg44lg0,tjl35gjg44lg0,DE,Metrolina Christian Academy,NC,19.5,19.5,2.0,0,13,10,2024,sacks
43,Colton,Veltkamp,Colton Veltkamp,/ky/bowling-green/south-warren-spartans/athletes/colton-veltkamp/football/stats/?careerid=p7vhv5ca20orb,p7vhv5ca20orb,"OLB, TE",South Warren,KY,19.5,19.5,1.4,0,0,14,2024,sacks
44,Devan,Whitsett,Devan Whitsett,/al/prichard/vigor-wolves/athletes/devan-whitsett/football/stats/?careerid=pskmjpsu70aee,pskmjpsu70aee,DE,Vigor,AL,19.5,19.5,1.4,80,19,14,2024,sacks
45,Tristan,Butler,Tristan Butler,/tx/round-rock/stony-point-tigers/athletes/tristan-butler/football/stats/?careerid=e9dkr2uu8juvf,e9dkr2uu8juvf,"DE, OLB",Stony Point,TX,19.0,19.0,1.9,0,0,10,2024,sacks
46,Michael,Mcclenton,Michael Mcclenton,/fl/ocoee/ocoee-knights/athletes/michael-mcclenton/football/stats/?careerid=2hveupgoi7f22,2hveupgoi7f22,,Ocoee,FL,19.0,19.0,1.9,10,0,10,2024,sacks
47,Moses,Seketawa,Moses Seketawa,/ny/hyde-park/roosevelt-presidents/athletes/moses-seketawa/football/stats/?careerid=27ujq37v2lhvf,27ujq37v2lhvf,"DE, OLB",Roosevelt,NY,19.0,19.0,1.9,68,7,10,2024,sacks
48,Andrew,Dixon,Andrew Dixon,/ca/riverside/king-wolves/athletes/andrew-dixon/football/stats/?careerid=79of0b67jncaa,79of0b67jncaa,"DL, FB",King,CA,19.0,19.0,1.9,95,26,10,2024,sacks
49,Camaj,Matthews,Camaj Matthews,/nj/haddon-heights/haddon-heights-garnets/athletes/camaj-matthews/football/stats/?careerid=k7jqlmkbd9t11,k7jqlmkbd9t11,"DE, TE",Haddon Heights,NJ,19.0,19.0,1.9,0,0,10,2024,sacks
50,Andre,Jackson,Andre Jackson,/fl/neptune-beach/fletcher-senators/athletes/andre-jackson/football/stats/?careerid=n52ff5p18sb33,n52ff5p18sb33,"DE, DT",Fletcher,FL,19.0,19.0,1.9,0,17,10,2024,sacks
51,Benny,Mattioda,Benny Mattioda,/ok/hartshorne/hartshorne-miners/athletes/benny-mattioda/football/stats/?careerid=hti55c7e716td,hti55c7e716td,,Hartshorne,OK,19.0,19.0,1.7,0,0,11,2024,sacks
52,Tay'Von,Mann-Geddis,Tay'Von Mann-Geddis,/sc/hollywood/baptist-hill-bobcats/athletes/tayvon-mann-geddis/football/stats/?careerid=07indi1eh7mk4,07indi1eh7mk4,DE,Baptist Hill,SC,19.0,19.0,1.7,101,20,11,2024,sacks
53,Bridger,Alexander,Bridger Alexander,/mt/florence/florence-carlton-falcons/athletes/bridger-alexander/football/stats/?careerid=ia954833tpu44,ia954833tpu44,"TE, DE",Florence-Carlton,MT,19.0,19.0,1.6,0,0,12,2024,sacks
54,DJ,Joyce,DJ Joyce,/nc/mount-airy/mount-airy-granite-bears/athletes/dj-joyce/football/stats/?careerid=0fbdd99c38pue,0fbdd99c38pue,"RB, DL",Mount Airy,NC,19.0,19.0,1.4,0,35,14,2024,sacks
55,Marquis,Williams,Marquis Williams,/ga/quitman/brooks-county-trojans/athletes/marquis-williams/football/stats/?careerid=km15e306gmvtd,km15e306gmvtd,"DE, TE",Brooks County,GA,19.0,19.0,1.3,155,23,15,2024,sacks
56,Martavion,Pratcher,Martavion Pratcher,/tn/memphis/mitchell-tigers/athletes/martavion-pratcher/football/stats/?careerid=099le4g4e91o8,099le4g4e91o8,"DT, G",Mitchell,TN,18.0,18.0,2.0,0,1,9,2024,sacks
57,Eli,Dempsey,Eli Dempsey,/nc/concord/cabarrus-stallions-stallions/athletes/eli-dempsey/football/stats/?careerid=e053bd6t7rfo8,e053bd6t7rfo8,"DL, OL",Cabarrus Stallions,NC,18.0,18.0,2.0,0,29,9,2024,sacks
58,Brandon,Gates,Brandon Gates,/tn/somerville/fayette-ware-wildcats/athletes/brandon-gates/football/stats/?careerid=8pj8lg5tv9eue,8pj8lg5tv9eue,OLB,Fayette Ware,TN,18.0,18.0,2.0,0,0,9,2024,sacks
59,Justin,Ofori,Justin Ofori,/oh/columbus/northland-vikings/athletes/justin-ofori/football/stats/?careerid=uvavso2d4qo33,uvavso2d4qo33,DL,Northland,OH,18.0,18.0,1.8,81,5,10,2024,sacks
60,Josh,Leath,Josh Leath,/nj/moorestown/moorestown-quakers/athletes/josh-leath/football/stats/?careerid=oknh7nn682b11,oknh7nn682b11,"OLB, DE",Moorestown,NJ,18.0,18.0,1.8,0,0,10,2024,sacks
61,Cole,Staker,Cole Staker,/pa/wrightsville/eastern-york-golden-knights/athletes/cole-staker/football/stats/?careerid=8fj6tdbhsijo8,8fj6tdbhsijo8,"DE, OT",Eastern York,PA,18.0,18.0,1.6,0,10,11,2024,sacks
62,Tyshun,Willis,Tyshun Willis,/ms/camden/velma-jackson-falcons/athletes/tyshun-willis/football/stats/?careerid=6n99pi4t8p7g0,6n99pi4t8p7g0,DE,Velma Jackson,MS,18.0,18.0,1.5,0,1,12,2024,sacks
63,Jackson,Graves,Jackson Graves,/tx/wheeler/wheeler-mustangs/athletes/jackson-graves/football/stats/?careerid=56mj6ndfepk44,56mj6ndfepk44,"DE, G",Wheeler,TX,18.0,18.0,1.5,0,22,12,2024,sacks
64,Robert,Taylor,Robert Taylor,/al/birmingham/parker-thundering-herd/athletes/robert-taylor/football/stats/?careerid=50qj6o1asp2p9,50qj6o1asp2p9,DE,Parker,AL,18.0,18.0,1.4,0,0,13,2024,sacks
65,Jaqui,Vaughan,Jaqui Vaughan,/va/chesterfield/lc-bird-skyhawks/athletes/jaqui-vaughan/football/stats/?careerid=cjgl1ra8147vf,cjgl1ra8147vf,"DE, FB",L.C. Bird,VA,18.0,18.0,1.4,162,0,13,2024,sacks
66,Tristian,Euell,Tristian Euell,/tn/collierville/collierville-dragons/athletes/tristian-euell/football/stats/?careerid=j3724t4c0u2k4,j3724t4c0u2k4,DE,Collierville,TN,18.0,18.0,1.4,84,5,13,2024,sacks
67,Jaeden,Winters,Jaeden Winters,/la/lafayette/lafayette-christian-academy-knights/athletes/jaeden-winters/football/stats/?careerid=eojg2ve5r89aa,eojg2ve5r89aa,"OLB, MLB",Lafayette Christian Academy,LA,18.0,18.0,1.4,208,11,13,2024,sacks
68,Kevontay,Hugan,Kevontay Hugan,/fl/sarasota/booker-tornadoes/athletes/kevontay-hugan/football/stats/?careerid=6d8sdc4t5ujdd,6d8sdc4t5ujdd,"DE, DT",Booker,FL,18.0,18.0,1.3,0,0,14,2024,sacks
69,Javion,Hilson,Javion Hilson,/fl/cocoa/cocoa-tigers/athletes/javion-hilson/football/stats/?careerid=oev6avral3bsc,oev6avral3bsc,DE,Cocoa,FL,18.0,18.0,1.3,148,77,14,2024,sacks
70,John,Baker IV,John Baker IV,/mi/detroit/cass-tech-technicians/athletes/john-baker-iv/football/stats/?careerid=2g2opan56ajh1,2g2opan56ajh1,"DE, TE",Cass Tech,MI,18.0,18.0,1.3,0,0,14,2024,sacks
71,Gregory,Thomas,Gregory Thomas,/fl/largo/pinellas-park-patriots/athletes/gregory-thomas/football/stats/?careerid=250iavkv8qcn7,250iavkv8qcn7,"DE, OLB",Clearwater Central Catholic,FL,18.0,18.0,1.2,0,0,15,2024,sacks
72,Dieuby,Bontemps,Dieuby Bontemps,/fl/lehigh-acres/east-lee-county-jaguars/athletes/dieuby-bontemps/football/stats/?careerid=mhtn20reo78bb,mhtn20reo78bb,DE,East Lee County,FL,17.5,17.5,1.8,73,1,10,2024,sacks
73,Deanthony,Lafayette,Deanthony Lafayette,/fl/orlando/lake-nona-lions/athletes/deanthony-lafayette/football/stats/?careerid=ku79shepe6p99,ku79shepe6p99,"DE, OLB",Lake Nona,FL,17.5,17.5,1.6,15,40,11,2024,sacks
74,Waylon,Allen,Waylon Allen,/ga/macon/academy-for-classical-education-gryphons/athletes/waylon-allen/football/stats/?careerid=4e1494le99b33,4e1494le99b33,"DE, TE",Academy for Classical Education,GA,17.5,17.5,1.6,20,1,11,2024,sacks
75,Remington,Diehl,Remington Diehl,/pa/claysburg/claysburg-kimmel-bulldogs/athletes/remington-diehl/football/stats/?careerid=sq1q5r86hqhcc,sq1q5r86hqhcc,"WR, TE",Claysburg-Kimmel,PA,17.5,17.5,1.5,0,0,12,2024,sacks
76,JJ,Brutus,JJ Brutus,/az/waddell/ala-west-foothills-guardians/athletes/jj-brutus/football/stats/?careerid=cpq3cj2ftgl44,cpq3cj2ftgl44,"DE, RB",ALA - West Foothills,AZ,17.5,17.5,1.5,149,45,12,2024,sacks
77,Kaleb,Pleis,Kaleb Pleis,/ca/danville/san-ramon-valley-the-wolves/athletes/kaleb-pleis/football/stats/?careerid=ilhe4k6dpqfue,ilhe4k6dpqfue,,San Ramon Valley,CA,17.5,17.5,1.3,0,0,13,2024,sacks
78,Tyree,Pearson,Tyree Pearson,/ut/salt-lake-city/brighton-bengals/athletes/tyree-pearson/football/stats/?careerid=f5c0deljhk6l5,f5c0deljhk6l5,"T, DE",Brighton,UT,17.5,17.5,1.3,115,10,13,2024,sacks
79,Devin,Parks,Devin Parks,/dc/washington/anacostia-indians/athletes/devin-parks/football/stats/?careerid=vva360ueo7srb,vva360ueo7srb,"SS, RB",Anacostia,DC,17.0,17.0,1.9,21,4,9,2024,sacks
80,Damian,Isaac,Damian Isaac,/al/eutaw/greene-county-tigers/athletes/damian-isaac/football/stats/?careerid=trn5m1gj0s611,trn5m1gj0s611,"DT, G",Greene County,AL,17.0,17.0,1.7,5,3,10,2024,sacks
81,Jamarion,Matthews,Jamarion Matthews,/al/harvest/sparkman-senators/athletes/jamarion-matthews/football/stats/?careerid=aadra25agl011,aadra25agl011,"DE, OLB",Sparkman,AL,17.0,17.0,1.7,100,15,10,2024,sacks
82,DAVID,PARSON,DAVID PARSON,/ga/mcdonough/union-grove-wolverines/athletes/david-parson/football/stats/?careerid=d491anlhfgv00,d491anlhfgv00,"LB, TE",Union Grove,GA,17.0,17.0,1.7,0,27,10,2024,sacks
83,Oliver,Smith,Oliver Smith,/va/falls-church/george-c-marshall-statesmen/athletes/oliver-smith/football/stats/?careerid=kdadg0b0kab88,kdadg0b0kab88,"DE, T",George C. Marshall,VA,17.0,17.0,1.7,79,4,10,2024,sacks
84,Darius,Gross,Darius Gross,/md/waldorf/st-charles/athletes/darius-gross/football/stats/?careerid=1nr9o4g61jjff,1nr9o4g61jjff,"OLB, RB",St. Charles,MD,17.0,17.0,1.7,0,0,10,2024,sacks
85,Jayden,Willis,Jayden Willis,/nc/winston-salem/rj-reynolds-demons/athletes/jayden-willis/football/stats/?careerid=f0ftkli8k1333,f0ftkli8k1333,"OL, DL",R.J. Reynolds,NC,17.0,17.0,1.7,0,0,10,2024,sacks
86,Jake,Brooks,Jake Brooks,/ca/brea/brea-olinda-wildcats/athletes/jake-brooks/football/stats/?careerid=5i1cudlgj03h1,5i1cudlgj03h1,"OLB, DE",Brea Olinda,CA,17.0,17.0,1.5,0,28,11,2024,sacks
87,Breshen,Bennett,Breshen Bennett,/nc/monroe/union-academy-cardinals/athletes/breshen-bennett/football/stats/?careerid=n2jne3hc503dd,n2jne3hc503dd,"WR, DE",Union Academy,NC,17.0,17.0,1.5,133,11,11,2024,sacks
88,William,Payne,William Payne,/md/brandywine/gwynn-park-yellowjackets/athletes/william-payne/football/stats/?careerid=kelpmakm2q233,kelpmakm2q233,"G, LB",Gwynn Park,MD,17.0,17.0,1.5,39,17,11,2024,sacks
89,Alan,Dulin,Alan Dulin,/oh/cincinnati/wyoming-cowboys/athletes/alan-dulin/football/stats/?careerid=cd441v2ve4h66,cd441v2ve4h66,"DE, WR",Wyoming,OH,17.0,17.0,1.4,0,0,12,2024,sacks
90,Evan,Padron,Evan Padron,/fl/pembroke-pines/west-broward-bobcats/athletes/evan-padron/football/stats/?careerid=66diqdooe4nff,66diqdooe4nff,DE,West Broward,FL,17.0,17.0,1.4,0,2,12,2024,sacks
91,Darren,Goodman,Darren Goodman,/ca/palo-cedro/redding-christian-lions/athletes/darren-goodman/football/stats/?careerid=vrhhpnuu5h322,vrhhpnuu5h322,"WR, DE",Redding Christian,CA,17.0,17.0,1.4,32,11,12,2024,sacks
92,Jason,Eaton,Jason Eaton,/nc/mt-holly/mountain-island-charter-raptors/athletes/jason-eaton/football/stats/?careerid=nsvutlora29n7,nsvutlora29n7,"RB, OLB",Mountain Island Charter,NC,17.0,17.0,1.3,22,0,13,2024,sacks
93,Jarquez,Carter,Jarquez Carter,/fl/newberry/newberry-panthers/athletes/jarquez-carter/football/stats/?careerid=7orht20g70u00,7orht20g70u00,"DT, T",Newberry,FL,17.0,17.0,1.3,77,25,13,2024,sacks
94,Elisha,Roberts,Elisha Roberts,/nc/durham/southern-school-of-energy-and-sustainability-spartans/athletes/elisha-roberts/football/stats/?careerid=12gm4elfkqng0,12gm4elfkqng0,"ILB, DE",Southern School of Energy and Sustainability,NC,17.0,17.0,1.3,72,57,13,2024,sacks
95,Terande,Spencer,Terande Spencer,/nc/rockingham/richmond-senior-raiders/athletes/terande-spencer/football/stats/?careerid=orhp9j401t6h1,orhp9j401t6h1,OLB,Richmond Senior,NC,17.0,17.0,1.3,0,15,13,2024,sacks
96,Brock,Haws,Brock Haws,/az/pima/pima-roughriders/athletes/brock-haws/football/stats/?careerid=j3s878m4j35p9,j3s878m4j35p9,"DT, DE",Pima,AZ,17.0,17.0,1.2,101,27,14,2024,sacks
97,Ashton,Martin,Ashton Martin,/tn/jasper/marion-county-warriors/athletes/ashton-martin/football/stats/?careerid=893vndi27kb44,893vndi27kb44,"OLB, RB",Marion County,TN,17.0,17.0,1.2,0,19,14,2024,sacks
98,Baroc,Willis,Baroc Willis,/al/birmingham/oak-mountain-eagles/athletes/baroc-willis/football/stats/?careerid=obfmcrcgjt9sc,obfmcrcgjt9sc,,Moody,AL,17.0,17.0,1.2,0,38,14,2024,sacks
99,Jeremiah,Tuiileila,Jeremiah Tuiileila,/ca/sacramento/grant-pacers/athletes/jeremiah-tuiileila/football/stats/?careerid=9rb956hc3lbj3,9rb956hc3lbj3,"DE, OLB",Grant,CA,17.0,17.0,1.1,0,5,15,2024,sacks
100,Keagan,Sanderson,Keagan Sanderson,/ar/salem/salem-greyhounds/athletes/keagan-sanderson/football/stats/?careerid=7trg8qhni2uk4,7trg8qhni2uk4,"DE, NG",Salem,AR,17.0,17.0,1.1,0,16,15,2024,sacks
101,Kamron,Wilson,Kamron Wilson,/fl/miami/southridge-spartans/athletes/kamron-wilson/football/stats/?careerid=5nbu5ath2h0j3,5nbu5ath2h0j3,DE,Southridge,FL,17.0,17.0,1.1,0,0,15,2024,sacks
102,Charlie,Jeffers,Charlie Jeffers,/ca/rio-vista/rio-vista-rams/athletes/charlie-jeffers/football/stats/?careerid=lgg0retodrkn7,lgg0retodrkn7,"G, DE",Rio Vista,CA,16.5,16.5,1.5,73,5,11,2024,sacks
103,Will,Van cott,Will Van cott,/ut/south-jordan/bingham-miners/athletes/will-van-cott/football/stats/?careerid=80ibb5fkrg9k4,80ibb5fkrg9k4,"DE, TE",Bingham,UT,16.5,16.5,1.5,79,22,11,2024,sacks
104,Jeremy,Johnson,Jeremy Johnson,/fl/tampa/jefferson-dragons/athletes/jeremy-johnson/football/stats/?careerid=o8piun0tcqdvf,o8piun0tcqdvf,"DL, LB",Jefferson,FL,16.5,16.5,1.5,0,0,11,2024,sacks
105,Jayden,Hill,Jayden Hill,/ca/mission-viejo/mission-viejo-diablos/athletes/jayden-hill/football/stats/?careerid=7a9hv0o2i0vbb,7a9hv0o2i0vbb,DE,Mission Viejo,CA,16.5,16.5,1.5,0,15,11,2024,sacks
106,Brady,Armstrong,Brady Armstrong,/mt/boulder/jefferson-panthers/athletes/brady-armstrong/football/stats/?careerid=j8kd2igvqvp33,j8kd2igvqvp33,"G, DT",Jefferson,MT,16.5,16.5,1.5,131,8,11,2024,sacks
107,Jin,Jones,Jin Jones,/ca/berkeley/berkeley-yellowjackets/athletes/jin-jones/football/stats/?careerid=1o03vt80f86vf,1o03vt80f86vf,"DE, OLB",Berkeley,CA,16.5,16.5,1.5,83,2,11,2024,sacks
108,Messiah,Mickens,Messiah Mickens,/pa/harrisburg/harrisburg-cougars/athletes/messiah-mickens/football/stats/?careerid=nicj9u74bjcff,nicj9u74bjcff,"RB, WR",Harrisburg,PA,16.5,16.5,1.2,127,21,14,2024,sacks
109,Lamario,Claiborne,Lamario Claiborne,/wy/casper/natrona-county-mustangs/athletes/lamario-claiborne/football/stats/?careerid=5hode5gedp6dd,5hode5gedp6dd,"FB, TE",Heritage Academy,AZ,16.0,16.0,2.3,0,16,7,2024,sacks
110,Otis,Guyton,Otis Guyton,/fl/miami/central-rockets/athletes/otis-guyton/football/stats/?careerid=lrlush5qp9asc,lrlush5qp9asc,"DE, OLB",Central,FL,16.0,16.0,2.0,0,0,8,2024,sacks
