sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_sacks,sacks_per_game,tackle_for_loss_yards,hurries,games_played,year,category
15,Ryan,Phelps,Ryan Phelps,/co/bayfield/bayfield-wolverines/athletes/ryan-phelps/football/stats/?careerid=cj1jbon1tphtd,cj1jbon1tphtd,"T, DE",Bayfield,CO,24.0,24.0,1.8,0,0,13,2017,sacks
16,Logan,Cash,Logan Cash,/ga/winder/winder-barrow-bulldoggs/athletes/logan-cash/football/stats/?careerid=5h8trlbkt1im6,5h8trlbkt1im6,DE,Winder-Barrow,GA,23.5,23.5,2.1,0,0,11,2017,sacks
17,Dylan,Plant,Dylan Plant,/in/danville/danville-warriors/athletes/dylan-plant/football/stats/?careerid=m58ciimfqqp99,m58ciimfqqp99,"DE, OLB",Danville,IN,23.5,23.5,1.7,176,0,14,2017,sacks
18,Michael,Milligan,Michael Milligan,/al/gaylesville/gaylesville-trojans/athletes/michael-milligan/football/stats/?careerid=2ulg4dkn3jek4,2ulg4dkn3jek4,"T, NG",Gaylesville,AL,23.0,23.0,2.6,0,0,9,2017,sacks
19,Elliot,Bodre,Elliot Bodre,/fl/kissimmee/osceola-kowboys/athletes/elliot-bodre/football/stats/?careerid=gal5b6dmdo5k4,gal5b6dmdo5k4,DE,Osceola,FL,23.0,23.0,2.1,134,19,11,2017,sacks
20,Javarious,Grady,Javarious Grady,/ms/yazoo-city/yazoo-city-indians/athletes/javarious-grady/football/stats/?careerid=r2q9ms208k7p9,r2q9ms208k7p9,LB,Yazoo City,MS,23.0,23.0,1.9,128,38,12,2017,sacks
21,Christopher,Pereda,Christopher Pereda,/ca/los-angeles/marshall-barristers/athletes/christopher-pereda/football/stats/?careerid=3nck7hl722022,3nck7hl722022,,Marshall,CA,23.0,23.0,1.6,135,0,14,2017,sacks
22,Willie,Matthews 3rd,Willie Matthews 3rd,/nj/montclair/montclair-mounties/athletes/willie-matthews-3rd/football/stats/?careerid=9fa1fgaomma55,9fa1fgaomma55,"MLB, RB",Montclair,NJ,22.5,22.5,1.9,117,10,12,2017,sacks
23,Devon,Rabuck,Devon Rabuck,/pa/tower-city/williams-valley-vikings/athletes/devon-rabuck/football/stats/?careerid=pg2hv637h79l5,pg2hv637h79l5,"DE, TE",Williams Valley,PA,22.5,22.5,1.6,166,8,14,2017,sacks
24,Dalwin,Spates,Dalwin Spates,/nv/las-vegas/sunrise-mountain-miners/athletes/dalwin-spates/football/stats/?careerid=61tk7pkiijntd,61tk7pkiijntd,"OLB, DE",Sunrise Mountain,NV,22.0,22.0,2.0,161,48,11,2017,sacks
25,Alonzo,Gray-Hall,Alonzo Gray-Hall,/ca/reseda/reseda-regents/athletes/alonzo-gray-hall/football/stats/?careerid=5q9sk8s8t81g0,5q9sk8s8t81g0,"TE, DE",Reseda,CA,22.0,22.0,1.8,89,20,12,2017,sacks
26,Rish,Alford,Rish Alford,/ms/houston/houston-hilltoppers/athletes/rish-alford/football/stats/?careerid=9jlnmmrcg0en7,9jlnmmrcg0en7,"HB, DL",Houston,MS,22.0,22.0,1.8,63,6,12,2017,sacks
27,Frank,Smith V,Frank Smith V,/mo/st-louis/tdw-academy-jaguars/athletes/frank-smith-v/football/stats/?careerid=pv85rq2281ln7,pv85rq2281ln7,"TE, OLB",TDW Academy,MO,21.5,21.5,1.8,144,23,12,2017,sacks
28,Alfonzo,Dixon iv,Alfonzo Dixon iv,/fl/coral-springs/coral-glades-jaguars/athletes/alfonzo-dixon-iv/football/stats/?careerid=u6b3cmbaa7off,u6b3cmbaa7off,"DE, WR",Coral Glades,FL,21.0,21.0,2.6,128,26,8,2017,sacks
29,Isaac,Gibson,Isaac Gibson,/ms/jackson/lanier-bulldogs/athletes/isaac-gibson/football/stats/?careerid=q5vapf36ekn33,q5vapf36ekn33,"DE, WR",Lanier,MS,21.0,21.0,2.3,0,0,9,2017,sacks
30,Chris,Thompson,Chris Thompson,/md/indian-head/lackey-chargers/athletes/chris-thompson/football/stats/?careerid=2jjptbn7fu6h1,2jjptbn7fu6h1,"DT, DE",Lackey,MD,21.0,21.0,1.6,78,21,13,2017,sacks
31,Zac,Kyllonen,Zac Kyllonen,/nv/west-wendover/west-wendover-wolverines/athletes/zac-kyllonen/football/stats/?careerid=41conp81f4v99,41conp81f4v99,"OL, DE",West Wendover,NV,20.5,20.5,2.6,62,17,8,2017,sacks
32,Scott,Bower,Scott Bower,/tx/dallas/episcopal-school-of-dallas-eagles/athletes/scott-bower/football/stats/?careerid=59vftaibbruj3,59vftaibbruj3,"DE, RB",Episcopal School of Dallas,TX,20.5,20.5,2.3,0,0,9,2017,sacks
33,Austin,Kirkby,Austin Kirkby,/ut/orem/orem-tigers/athletes/austin-kirkby/football/stats/?careerid=a3en3us3bg1cc,a3en3us3bg1cc,"TE, DE",Orem,UT,20.5,20.5,1.6,91,31,13,2017,sacks
34,Parviz,King,Parviz King,/ms/yazoo-city/yazoo-city-indians/athletes/parviz-king/football/stats/?careerid=ss5jg1v16ip22,ss5jg1v16ip22,LB,Yazoo City,MS,20.0,20.0,2.0,119,10,10,2017,sacks
35,Drake,Facione,Drake Facione,/oh/marion/marion-harding-presidents/athletes/drake-facione/football/stats/?careerid=rai1luulflvue,rai1luulflvue,DE,Marion Harding,OH,20.0,20.0,2.0,0,20,10,2017,sacks
36,Isaiah,Robinson,Isaiah Robinson,/nc/spring-lake/overhills-jaguars/athletes/isaiah-robinson/football/stats/?careerid=qrefl1e31dgm6,qrefl1e31dgm6,"OLB, WR",Overhills,NC,20.0,20.0,2.0,0,0,10,2017,sacks
37,Cam,Mattox,Cam Mattox,/il/country-club-hills/hillcrest-hawks/athletes/cam-mattox/football/stats/?careerid=9d7fsi2jt5i00,9d7fsi2jt5i00,"DE, TE",Hillcrest,IL,20.0,20.0,1.8,0,0,11,2017,sacks
38,Ryan,Reza,Ryan Reza,/tx/san-benito/san-benito-greyhounds/athletes/ryan-reza/football/stats/?careerid=ns4r732fqefl5,ns4r732fqefl5,DE,San Benito,TX,20.0,20.0,1.7,0,0,12,2017,sacks
39,Carson,Orton,Carson Orton,/ok/oklahoma-city/heritage-hall-chargers/athletes/carson-orton/football/stats/?careerid=p4lpg8m7cr8j3,p4lpg8m7cr8j3,"DE, TE",Heritage Hall,OK,20.0,20.0,1.5,126,0,13,2017,sacks
40,Raymond,Carpenter,Raymond Carpenter,/ca/lake-forest/el-toro-chargers/athletes/raymond-carpenter/football/stats/?careerid=6v704hc7na7dd,6v704hc7na7dd,DE,El Toro,CA,20.0,20.0,1.5,98,9,13,2017,sacks
41,Max,Sankey,Max Sankey,/pa/altoona/bishop-guilfoyle-marauders/athletes/max-sankey/football/stats/?careerid=jc9q13qea4cqa,jc9q13qea4cqa,"RB, LB",Bishop Guilfoyle,PA,20.0,20.0,1.5,159,17,13,2017,sacks
42,Blake,Stephens,Blake Stephens,/nc/lexington/north-davidson-black-knights/athletes/blake-stephens/football/stats/?careerid=81jkhcsnla9cc,81jkhcsnla9cc,"DL, TE",North Davidson,NC,20.0,20.0,1.4,0,0,14,2017,sacks
43,Kayvon,Thibodeaux,Kayvon Thibodeaux,/ca/westlake-village/oaks-christian-lions/athletes/kayvon-thibodeaux/football/stats/?careerid=k6c7nvqvkcig0,k6c7nvqvkcig0,"DE, TE",Oaks Christian,CA,20.0,20.0,1.3,109,44,15,2017,sacks
44,Tracy,Justice,Tracy Justice,/tn/chattanooga/tyner-academy-rams/athletes/tracy-justice/football/stats/?careerid=q3ncpv38kk7qa,q3ncpv38kk7qa,"DT, T",Tyner Academy,TN,20.0,20.0,1.3,109,2,15,2017,sacks
45,Inoke,Waqavesi,Inoke Waqavesi,/ca/sacramento/sacramento-dragons/athletes/inoke-waqavesi/football/stats/?careerid=6rl77v4uoo6rb,6rl77v4uoo6rb,"ATH, DL",Sacramento,CA,19.5,19.5,1.8,0,1,11,2017,sacks
46,Jeffrey,Ran,Jeffrey Ran,/ca/claremont/the-webb-school-gauls/athletes/jeffrey-ran/football/stats/?careerid=o1unsnmpubocc,o1unsnmpubocc,"TE, DE",Webb,CA,19.5,19.5,1.6,119,0,12,2017,sacks
47,Kenson,Boelke,Kenson Boelke,/mn/mayer/mayer-lutheran-crusaders/athletes/kenson-boelke/football/stats/?careerid=3r5dm2hk7t2rb,3r5dm2hk7t2rb,,Mayer Lutheran,MN,19.5,19.5,1.5,69,0,13,2017,sacks
48,Zach,Hester,Zach Hester,/co/monument/palmer-ridge-bears/athletes/zach-hester/football/stats/?careerid=6i095t4poa844,6i095t4poa844,"DE, TE",Palmer Ridge,CO,19.5,19.5,1.4,0,0,14,2017,sacks
49,Tommy,Camino,Tommy Camino,/pa/gibsonia/pine-richland-rams/athletes/tommy-camino/football/stats/?careerid=biqbvvt7k5vo8,biqbvvt7k5vo8,"WR, OLB",Pine-Richland,PA,19.5,19.5,1.2,73,0,16,2017,sacks
50,Rashaud,Thomas,Rashaud Thomas,/dc/washington/national-collegiate-prep-panthers/athletes/rashaud-thomas/football/stats/?careerid=jtk75uvfausue,jtk75uvfausue,"OT, DT",National Collegiate Prep,DC,19.0,19.0,2.7,15,21,7,2017,sacks
51,Jimmy,Jizmejian,Jimmy Jizmejian,/ca/redlands/arrowhead-christian-eagles/athletes/jimmy-jizmejian/football/stats/?careerid=9pjigms9b1i00,9pjigms9b1i00,"DT, G",Arrowhead Christian,CA,19.0,19.0,2.1,20,13,9,2017,sacks
52,Jashen,Mathieu,Jashen Mathieu,/hi/keaau/kamehameha-hawaii-warriors/athletes/jashen-mathieu/football/stats/?careerid=3l385jndp0t55,3l385jndp0t55,"DE, OLB",Kamehameha Hawai'i,HI,19.0,19.0,2.1,0,0,9,2017,sacks
53,Omar,Hernandez,Omar Hernandez,/az/phoenix/browne-bruins/athletes/omar-hernandez/football/stats/?careerid=ln51thovmu6n7,ln51thovmu6n7,"OLB, TE",Browne,AZ,19.0,19.0,1.9,72,10,10,2017,sacks
54,Jesus,Machado,Jesus Machado,/fl/miami/central-rockets/athletes/jesus-machado/football/stats/?careerid=3g3117qf9k1j3,3g3117qf9k1j3,"DE, OLB",Champagnat Catholic,FL,19.0,19.0,1.9,86,12,10,2017,sacks
55,Johnny,Banks,Johnny Banks,/ms/port-gibson/port-gibson-blue-waves/athletes/johnny-banks/football/stats/?careerid=pv60vq50tr499,pv60vq50tr499,DE,Port Gibson,MS,19.0,19.0,1.7,85,17,11,2017,sacks
56,Cade,Winslow,Cade Winslow,/in/greencastle/greencastle-tiger-cubs/athletes/cade-winslow/football/stats/?careerid=dpc358aci83n7,dpc358aci83n7,"T, DT",Greencastle,IN,19.0,19.0,1.6,104,0,12,2017,sacks
57,Ronald,Bouler,Ronald Bouler,/al/dixons-mills/marengo-panthers/athletes/ronald-bouler/football/stats/?careerid=57ilo150tkt99,57ilo150tkt99,"DT, G",Marengo,AL,19.0,19.0,1.6,107,0,12,2017,sacks
58,Derrion,Clark,Derrion Clark,/tx/dallas/south-oak-cliff-bears/athletes/derrion-clark/football/stats/?careerid=pccltjj88a244,pccltjj88a244,"OLB, DE",South Oak Cliff,TX,19.0,19.0,1.6,89,4,12,2017,sacks
59,Coach mike,Dez,Coach mike Dez,/nm/artesia/artesia-bulldogs/athletes/coach-mike-dez/football/stats/?careerid=obfh69jh0ncqa,obfh69jh0ncqa,LB,Artesia,NM,19.0,19.0,1.5,0,0,13,2017,sacks
60,Naszir,Mallory,Naszir Mallory,/sc/cheraw/cheraw-braves/athletes/naszir-mallory/football/stats/?careerid=hl1kda64anbee,hl1kda64anbee,"OLB, WR",Cheraw,SC,19.0,19.0,1.5,54,0,13,2017,sacks
61,Jalen,Bedell,Jalen Bedell,/ms/greenwood/greenwood-bulldogs/athletes/jalen-bedell/football/stats/?careerid=4uishrm17iq22,4uishrm17iq22,"DT, NG",Greenwood,MS,19.0,19.0,1.5,70,10,13,2017,sacks
62,Jonathan,Brown,Jonathan Brown,/ok/tulsa/booker-t-washington-hornets/athletes/jonathan-brown/football/stats/?careerid=0ebijudp77g88,0ebijudp77g88,"DT, G",Booker T. Washington,OK,19.0,19.0,1.5,43,0,13,2017,sacks
63,Johnny,Kennedy,Johnny Kennedy,/al/dixons-mills/marengo-panthers/athletes/johnny-kennedy/football/stats/?careerid=qctrie4027arb,qctrie4027arb,"G, DE",Marengo,AL,19.0,19.0,1.5,90,0,13,2017,sacks
64,Elijah,Adams,Elijah Adams,/sc/rock-hill/south-pointe-stallions/athletes/elijah-adams/football/stats/?careerid=bedr4buo63fk4,bedr4buo63fk4,"DE, MLB",South Pointe,SC,19.0,19.0,1.4,163,26,14,2017,sacks
65,Chaokang,Brooks,Chaokang Brooks,/ms/macon/noxubee-county-tigers/athletes/chaokang-brooks/football/stats/?careerid=8n48no65kvaff,8n48no65kvaff,OL,Noxubee County,MS,19.0,19.0,1.4,10,7,14,2017,sacks
66,Justin,Talley,Justin Talley,/ga/marietta/kell-longhorns/athletes/justin-talley/football/stats/?careerid=mll0f1hraevqa,mll0f1hraevqa,DE,Kell,GA,18.5,18.5,1.7,0,12,11,2017,sacks
67,Verndarius,Hodges,Verndarius Hodges,/ar/west-memphis/west-memphis-blue-devils/athletes/verndarius-hodges/football/stats/?careerid=j907g2eakau33,j907g2eakau33,DE,West Memphis,AR,18.5,18.5,1.5,109,7,12,2017,sacks
68,Tennessee,Pututau,Tennessee Pututau,/ut/salt-lake-city/east-leopards/athletes/tennessee-pututau/football/stats/?careerid=f4ufbsebh0g99,f4ufbsebh0g99,DE,East,UT,18.5,18.5,1.4,44,0,13,2017,sacks
69,Patrick,Keenan,Patrick Keenan,/fl/tampa/blake-yellow-jackets/athletes/patrick-keenan/football/stats/?careerid=qs4cl36sl8usc,qs4cl36sl8usc,"DE, WR",Blake,FL,18.0,18.0,2.2,120,19,8,2017,sacks
70,Mike,Edwards,Mike Edwards,/ok/muskogee/muskogee-roughers/athletes/mike-edwards/football/stats/?careerid=9e4v2qhnuvb11,9e4v2qhnuvb11,"DE, TE",Muskogee,OK,18.0,18.0,2.0,25,0,9,2017,sacks
71,Jatavius,Ponder,Jatavius Ponder,/ga/atlanta/carver-panthers/athletes/jatavius-ponder/football/stats/?careerid=lvog27m82ghdd,lvog27m82ghdd,"DE, TE",Carver,GA,18.0,18.0,1.6,87,29,11,2017,sacks
72,Ryan,Weir,Ryan Weir,/ca/windsor/windsor-jaguars/athletes/ryan-weir/football/stats/?careerid=r3260pb7uugi2,r3260pb7uugi2,"DL, RB",Windsor,CA,18.0,18.0,1.6,83,34,11,2017,sacks
73,Mataio,Soli,Mataio Soli,/ga/douglasville/douglas-county-tigers/athletes/mataio-soli/football/stats/?careerid=1v92p257on1aa,1v92p257on1aa,"DE, WR",Douglas County,GA,18.0,18.0,1.6,139,7,11,2017,sacks
74,Mathew,Sevao,Mathew Sevao,/wa/lake-stevens/lake-stevens-vikings/athletes/mathew-sevao/football/stats/?careerid=rin03ap7h4uh1,rin03ap7h4uh1,"OL, DL",Lake Stevens,WA,18.0,18.0,1.6,105,11,11,2017,sacks
75,Douglas,Simmons,Douglas Simmons,/ny/white-plains/archbishop-stepinac-crusaders/athletes/douglas-simmons/football/stats/?careerid=gi3m0jqji0q77,gi3m0jqji0q77,DE,Archbishop Stepinac,NY,18.0,18.0,1.5,93,12,12,2017,sacks
76,Luke,Jenkins,Luke Jenkins,/ca/merced/stone-ridge-christian-knights/athletes/luke-jenkins/football/stats/?careerid=chu7e38au20rb,chu7e38au20rb,"TE, DE",Stone Ridge Christian,CA,18.0,18.0,1.5,0,0,12,2017,sacks
77,Jake,Heimlicher,Jake Heimlicher,/co/aurora/regis-jesuit-raiders/athletes/jake-heimlicher/football/stats/?careerid=2i53p11bs1ql5,2i53p11bs1ql5,"DE, OLB",Regis Jesuit,CO,18.0,18.0,1.5,126,32,12,2017,sacks
78,Jadan,Mcdermott,Jadan Mcdermott,/ca/san-jose/harker-eagles/athletes/jadan-mcdermott/football/stats/?careerid=g32pa9ee0fl11,g32pa9ee0fl11,"OLB, OL",Harker,CA,18.0,18.0,1.5,75,0,12,2017,sacks
79,Stew,Davis,Stew Davis,/oh/johnstown/johnstown-monroe-johnnies/athletes/stew-davis/football/stats/?careerid=p5ou08e2p6ni2,p5ou08e2p6ni2,"TE, DE",Johnstown-Monroe,OH,18.0,18.0,1.5,94,0,12,2017,sacks
80,Chauncey,Ernest,Chauncey Ernest,/mi/madison-heights/madison-eagles/athletes/chauncey-ernest/football/stats/?careerid=sjkg3b9umpvi2,sjkg3b9umpvi2,DE,Madison,MI,18.0,18.0,1.4,7,0,13,2017,sacks
81,Ja'darien,Boykin,Ja'darien Boykin,/ga/gray/jones-county-greyhounds/athletes/jadarien-boykin/football/stats/?careerid=28litbevhid99,28litbevhid99,"DE, MLB",Jones County,GA,18.0,18.0,1.4,123,8,13,2017,sacks
82,Kevin,Swint,Kevin Swint,/ga/carrollton/carrollton-trojans/athletes/kevin-swint/football/stats/?careerid=odsa4sr2j5gbb,odsa4sr2j5gbb,OLB,Carrollton,GA,18.0,18.0,1.4,47,30,13,2017,sacks
83,James,Johnson,James Johnson,/ca/bakersfield/north-stars/athletes/james-johnson/football/stats/?careerid=qsd6n0ca3c266,qsd6n0ca3c266,"TE, LB",North,CA,18.0,18.0,1.4,102,52,13,2017,sacks
84,Jamond,Gordon,Jamond Gordon,/ms/meridian/meridian-wildcats/athletes/jamond-gordon/football/stats/?careerid=v74hr3j2ua6j3,v74hr3j2ua6j3,"DE, TE",Meridian,MS,17.5,17.5,1.9,93,40,9,2017,sacks
85,Princejames,Boyd jr,Princejames Boyd jr,/ct/new-haven/hillhouse-academics/athletes/princejames-boyd-jr/football/stats/?careerid=gb4otn19keb55,gb4otn19keb55,"OL, DL",Hillhouse,CT,17.5,17.5,1.8,86,16,10,2017,sacks
86,Trey,Laing,Trey Laing,/fl/tallahassee/leon-lions/athletes/trey-laing/football/stats/?careerid=bklum5f59ing0,bklum5f59ing0,"DE, OLB",Godby,FL,17.5,17.5,1.5,0,3,12,2017,sacks
87,Michael,Smith,Michael Smith,/mo/platte-city/platte-county-pirates/athletes/michael-smith/football/stats/?careerid=n6nu0992n27td,n6nu0992n27td,"DE, OLB",Platte County,MO,17.5,17.5,1.2,0,20,14,2017,sacks
88,Tyler,Clemons,Tyler Clemons,/ca/martinez/alhambra-bulldogs/athletes/tyler-clemons/football/stats/?careerid=l5ndufjbngm66,l5ndufjbngm66,"DE, T",Alhambra,CA,17.0,17.0,2.1,0,0,8,2017,sacks
89,Regino,Alexis,Regino Alexis,/fl/west-palm-beach/cardinal-newman-crusaders/athletes/regino-alexis/football/stats/?careerid=2c2vhscfnduh1,2c2vhscfnduh1,"DE, DT",Cardinal Newman,FL,17.0,17.0,1.9,73,0,9,2017,sacks
90,Dalton,Mckittrick,Dalton Mckittrick,/sc/kershaw/andrew-jackson-volunteers/athletes/dalton-mckittrick/football/stats/?careerid=ghiajhmln01n7,ghiajhmln01n7,"DE, TE",Andrew Jackson,SC,17.0,17.0,1.7,0,24,10,2017,sacks
91,Jakai,Torres,Jakai Torres,/ca/playa-del-rey/st-bernard-vikings/athletes/jakai-torres/football/stats/?careerid=fdbqek8cbusk4,fdbqek8cbusk4,"RB, LB",St. Bernard,CA,17.0,17.0,1.7,0,4,10,2017,sacks
92,Jaylen,Parks,Jaylen Parks,/ga/dallas/north-paulding-wolfpack/athletes/jaylen-parks/football/stats/?careerid=7ru1mf10hro00,7ru1mf10hro00,DE,North Paulding,GA,17.0,17.0,1.5,10,0,11,2017,sacks
93,Chico,Bennett,Chico Bennett,/tn/franklin/battle-ground-academy-wildcats/athletes/chico-bennett/football/stats/?careerid=2d55h6s9u1500,2d55h6s9u1500,"WR, DE",Battle Ground Academy,TN,17.0,17.0,1.5,0,0,11,2017,sacks
94,Dawson,Hoerauf,Dawson Hoerauf,/mt/whitehall/whitehall-harrison-trojans/athletes/dawson-hoerauf/football/stats/?careerid=n0ucaeqpscoaa,n0ucaeqpscoaa,"DT, G",Whitehall/Harrison,MT,17.0,17.0,1.5,84,0,11,2017,sacks
95,Robert,McMillian,Robert McMillian,/md/forestville/suitland-rams/athletes/robert-mcmillian/football/stats/?careerid=n92i426ds2vk4,n92i426ds2vk4,"DE, SB",Suitland,MD,17.0,17.0,1.5,59,0,11,2017,sacks
96,Tashaun,Taylor,Tashaun Taylor,/nc/durham/jordan-falcons/athletes/tashaun-taylor/football/stats/?careerid=r8qup493hvhp9,r8qup493hvhp9,"DE, OLB",Jordan,NC,17.0,17.0,1.4,113,0,12,2017,sacks
97,Jack,Roberts,Jack Roberts,/ut/duchesne/duchesne-eagles/athletes/jack-roberts/football/stats/?careerid=hqb89lo0c0ucc,hqb89lo0c0ucc,"OG, NG",Duchesne,UT,17.0,17.0,1.4,90,3,12,2017,sacks
98,Ryan,Salmon,Ryan Salmon,/az/phoenix/scottsdale-christian-academy-eagles/athletes/ryan-salmon/football/stats/?careerid=p2noru6a463vf,p2noru6a463vf,"DE, OLB",Scottsdale Christian Academy,AZ,17.0,17.0,1.3,98,49,13,2017,sacks
99,Justin,Padilla,Justin Padilla,/ca/goleta/dos-pueblos-chargers/athletes/justin-padilla/football/stats/?careerid=5o8626jt44lj3,5o8626jt44lj3,"DE, T",Dos Pueblos,CA,17.0,17.0,1.2,99,14,14,2017,sacks
100,Nathan,Logoleo,Nathan Logoleo,/ca/santa-ana/mater-dei-monarchs/athletes/nathan-logoleo/football/stats/?careerid=tpqs78cdm0rn7,tpqs78cdm0rn7,DL,Mater Dei,CA,17.0,17.0,1.1,128,14,15,2017,sacks
101,Zion,Johnson,Zion Johnson,/oh/columbus/independence-76ers/athletes/zion-johnson/football/stats/?careerid=dhavppjv36a22,dhavppjv36a22,"RB, LB",Independence,OH,16.5,16.5,1.8,158,0,9,2017,sacks
102,Carter,Reynolds,Carter Reynolds,/ut/st-george/desert-hills-thunder/athletes/carter-reynolds/football/stats/?careerid=u3s8p0hi5lf44,u3s8p0hi5lf44,"DE, WR",Desert Hills,UT,16.5,16.5,1.6,59,0,10,2017,sacks
103,Jerome,Dory iii,Jerome Dory iii,/md/waldorf/thomas-stone-cougars/athletes/jerome-dory-iii/football/stats/?careerid=ctpg3ug631977,ctpg3ug631977,"DE, RB",Thomas Stone,MD,16.5,16.5,1.5,89,9,11,2017,sacks
104,Miguel,Garcia,Miguel Garcia,/tx/lubbock/coronado-mustangs/athletes/miguel-garcia/football/stats/?careerid=5507k8f0gjt11,5507k8f0gjt11,DL,Coronado,TX,16.5,16.5,1.2,75,29,14,2017,sacks
105,Antonio,Showers jr.,Antonio Showers jr.,/ga/tucker/tucker-tigers/athletes/antonio-showers-jr/football/stats/?careerid=vrd4o0dgfpntd,vrd4o0dgfpntd,"DE, TE",Tucker,GA,16.0,16.0,1.8,0,0,9,2017,sacks
106,Quvella,Calhoun,Quvella Calhoun,/ga/norcross/meadowcreek-mustangs/athletes/quvella-calhoun/football/stats/?careerid=o4a5ke4ns9f77,o4a5ke4ns9f77,"RB, FS",Meadowcreek,GA,16.0,16.0,1.6,78,0,10,2017,sacks
107,Diony,Dilone,Diony Dilone,/nj/paterson/kennedy-knights/athletes/diony-dilone/football/stats/?careerid=5ekqacgopsrqa,5ekqacgopsrqa,"DE, TE",Kennedy,NJ,16.0,16.0,1.6,68,6,10,2017,sacks
108,Zachery,Dixon,Zachery Dixon,/fl/hollywood/chaminade-madonna-lions/athletes/zachery-dixon/football/stats/?careerid=a83erl8rqdo99,a83erl8rqdo99,,Chaminade-Madonna,FL,16.0,16.0,1.5,0,33,11,2017,sacks
109,David,Doane,David Doane,/ca/agoura/agoura-chargers/athletes/david-doane/football/stats/?careerid=a31j607t0ei22,a31j607t0ei22,DE,Agoura,CA,16.0,16.0,1.5,0,14,11,2017,sacks
