sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_sacks,sacks_per_game,tackle_for_loss_yards,hurries,games_played,year,category
27,Tyler,O Connell,Tyler O Connell,/nj/oak-ridge/jefferson-township-falcons/athletes/tyler-o-connell/football/stats/?careerid=ck1sn5fqls022,ck1sn5fqls022,"OL, DL",Jefferson Township,NJ,20.5,20.5,2.0,0,0,10,2011,sacks
28,Nathan,Di donato,Nathan Di donato,/ca/elk-grove/franklin-wildcats/athletes/nathan-di-donato/football/stats/?careerid=oho2gihhfrrrb,oho2gihhfrrrb,"OL, DE",Franklin,CA,20.5,20.5,1.7,-43,2,12,2011,sacks
29,Taylor,Biaggi,Taylor Biaggi,/ca/windsor/windsor-jaguars/athletes/taylor-biaggi/football/stats/?careerid=sj19528v64c66,sj19528v64c66,"TE, DE",Windsor,CA,20.5,20.5,1.5,29,14,14,2011,sacks
30,Grant,Hamilton,Grant Hamilton,/ok/idabel/idabel-warriors/athletes/grant-hamilton/football/stats/?careerid=arbg1gc0unln7,arbg1gc0unln7,"DE, TE",Idabel,OK,20.0,20.0,2.0,25,9,10,2011,sacks
31,Andrew,Mayton,Andrew Mayton,/nc/lexington/north-davidson-black-knights/athletes/andrew-mayton/football/stats/?careerid=bsqmt56qtbl44,bsqmt56qtbl44,"DE, DT",North Davidson,NC,20.0,20.0,1.8,107,28,11,2011,sacks
32,Tommy,Bodolus,Tommy Bodolus,/pa/birdsboro/daniel-boone-blazers/athletes/tommy-bodolus/football/stats/?careerid=71npo9edcm6m6,71npo9edcm6m6,"QB, DB",Daniel Boone,PA,20.0,20.0,1.7,79,0,12,2011,sacks
33,Daniel,Johnson,Daniel Johnson,/tx/el-paso/chapin-huskies/athletes/daniel-johnson/football/stats/?careerid=kjqd006s8s155,kjqd006s8s155,"DE, WR",Chapin,TX,20.0,20.0,1.7,-105,11,12,2011,sacks
34,Austin,Balbin,Austin Balbin,/co/denver/develyn-jaguars/athletes/austin-balbin/football/stats/?careerid=lopmphar0lik4,lopmphar0lik4,,D'Evelyn,CO,20.0,20.0,1.7,119,26,12,2011,sacks
35,Robert,Rodriguez,Robert Rodriguez,/tx/el-paso/montwood-rams/athletes/robert-rodriguez/football/stats/?careerid=trcsbrqlnkvqa,trcsbrqlnkvqa,DB,Montwood,TX,20.0,20.0,1.7,0,13,12,2011,sacks
36,Norman ,Lindo,Norman  Lindo,/fl/hollywood/mcarthur-mustangs/athletes/norman-lindo/football/stats/?careerid=88e8ts7jai1qa,88e8ts7jai1qa,"LB, DL",McArthur,FL,19.0,19.0,2.1,0,1,9,2011,sacks
37,Andrew,Vega,Andrew Vega,/ca/redlands/citrus-valley-blackhawks/athletes/andrew-vega/football/stats/?careerid=cdeuc1o3i3bff,cdeuc1o3i3bff,LB,Citrus Valley,CA,19.0,19.0,1.9,7,13,10,2011,sacks
38,Daniel,Nwosu,Daniel Nwosu,/dc/washington/dunbar-crimson-tide/athletes/daniel-nwosu/football/stats/?careerid=phanabdcij6cc,phanabdcij6cc,TE,Dunbar,DC,19.0,19.0,1.7,29,4,11,2011,sacks
39,E J,Castaneda,E J Castaneda,/tx/rio-hondo/rio-hondo-bobcats/athletes/e-j-castaneda/football/stats/?careerid=da7h0fktohbh1,da7h0fktohbh1,"RB, DE",Rio Hondo,TX,19.0,19.0,1.7,0,10,11,2011,sacks
40,Kyle ,Sappington,Kyle  Sappington,/al/tuscaloosa/american-christian-academy-patriots/athletes/kyle-sappington/football/stats/?careerid=ij7ejnl9e1466,ij7ejnl9e1466,"TE, DE",American Christian Academy,AL,19.0,19.0,1.4,0,32,14,2011,sacks
41,C.j.,Henderson,C.j. Henderson,/tx/garrison/garrison-bulldogs/athletes/cj-henderson/football/stats/?careerid=a0bujavh0n8p9,a0bujavh0n8p9,"FB, LB",Garrison,TX,19.0,19.0,1.4,0,9,14,2011,sacks
42,Jake,Niess,Jake Niess,/co/windsor/windsor-wizards/athletes/jake-niess/football/stats/?careerid=7ne0f0vdin5ee,7ne0f0vdin5ee,DE,Windsor,CO,19.0,19.0,1.4,0,4,14,2011,sacks
43,Auggie,Sanchez,Auggie Sanchez,/fl/st-petersburg/northeast-vikings/athletes/auggie-sanchez/football/stats/?careerid=kii20cjla6r66,kii20cjla6r66,"DE, DT",Northeast,FL,18.5,18.5,1.8,0,13,10,2011,sacks
44,Yaser,Hamdan,Yaser Hamdan,/mi/dearborn-heights/star-international-academy-falcons/athletes/yaser-hamdan/football/stats/?careerid=09k6igtlba2ee,09k6igtlba2ee,"DL, OL",Star International Academy,MI,18.0,18.0,2.0,43,14,9,2011,sacks
45,Daniel,Steakley,Daniel Steakley,/tn/jellico/jellico-blue-devils/athletes/daniel-steakley/football/stats/?careerid=qtlgsr1t24nee,qtlgsr1t24nee,"DE, K",Jellico,TN,18.0,18.0,1.8,153,0,10,2011,sacks
46,Nathan,Dollar,Nathan Dollar,/ca/fairfield/rodriguez-mustangs/athletes/nathan-dollar/football/stats/?careerid=5smflttp5q8qa,5smflttp5q8qa,"DL, OL",Rodriguez,CA,18.0,18.0,1.8,0,0,10,2011,sacks
47,Jamal,Delk,Jamal Delk,/tn/jackson/jackson-central-merry-cougars/athletes/jamal-delk/football/stats/?careerid=8e8qoin0glp77,8e8qoin0glp77,DE,Jackson Central Merry,TN,18.0,18.0,1.8,51,0,10,2011,sacks
48,Maile,Fainu,Maile Fainu,/ca/sacramento/burbank-titans/athletes/maile-fainu/football/stats/?careerid=mr95s2chj94j3,mr95s2chj94j3,"DE, WR",Burbank,CA,18.0,18.0,1.8,107,32,10,2011,sacks
49,Deondre,Clark,Deondre Clark,/ok/oklahoma-city/douglass-trojans/athletes/deondre-clark/football/stats/?careerid=n4iopp0tbsa77,n4iopp0tbsa77,"TE, DE",Douglass,OK,18.0,18.0,1.6,-155,16,11,2011,sacks
50,Michael,Sullivan,Michael Sullivan,/ct/cromwell/cromwell-panthers/athletes/michael-sullivan/football/stats/?careerid=qufb35kr7dkvf,qufb35kr7dkvf,"OL, DL",Cromwell,CT,18.0,18.0,1.6,145,34,11,2011,sacks
51,Tristian,Green,Tristian Green,/nc/concord/cox-mill-chargers/athletes/tristian-green/football/stats/?careerid=8flbigcahi2g0,8flbigcahi2g0,"TE, DL",Cox Mill,NC,18.0,18.0,1.5,64,10,12,2011,sacks
52,Kenderius,Whitehead,Kenderius Whitehead,/ga/lithonia/ml-king-lions/athletes/kenderius-whitehead/football/stats/?careerid=tlv7pods6brsc,tlv7pods6brsc,"DE, OLB",M.L. King,GA,18.0,18.0,1.4,0,19,13,2011,sacks
53,Glynn,Cheeks,Glynn Cheeks,/tx/manvel/manvel-mavericks/athletes/glynn-cheeks/football/stats/?careerid=760tjro80f1g0,760tjro80f1g0,DE,Manvel,TX,18.0,18.0,1.3,0,30,14,2011,sacks
54,Trevor,Candelaria,Trevor Candelaria,/ca/willows/willows-honkers/athletes/trevor-candelaria/football/stats/?careerid=8njgvslro48ue,8njgvslro48ue,"OL, DL",Willows,CA,17.5,17.5,1.3,-24,8,13,2011,sacks
55,Jason,Patterson,Jason Patterson,/ca/santee/santana-sultans/athletes/jason-patterson/football/stats/?careerid=e2atm2r6bnk99,e2atm2r6bnk99,"FB, DL",Santana,CA,17.5,17.5,1.3,78,1,13,2011,sacks
56,Logan,Six,Logan Six,/mi/fruitport/fruitport-trojans/athletes/logan-six/football/stats/?careerid=5scnfagdrqssc,5scnfagdrqssc,"FB, ILB",Fruitport,MI,17.0,17.0,2.1,25,5,8,2011,sacks
57,Isaiah,Anderson,Isaiah Anderson,/ms/port-gibson/port-gibson-blue-waves/athletes/isaiah-anderson/football/stats/?careerid=c5jdb0tq54311,c5jdb0tq54311,"OL, DL",Port Gibson,MS,17.0,17.0,1.9,5,0,9,2011,sacks
58,D.j.,Warren,D.j. Warren,/al/trinity/west-morgan-rebels/athletes/dj-warren/football/stats/?careerid=hliotvqmojq00,hliotvqmojq00,"OL, DL",West Morgan,AL,17.0,17.0,1.9,0,8,9,2011,sacks
59,Omar,Teagle,Omar Teagle,/md/fort-washington/friendly-patriots/athletes/omar-teagle/football/stats/?careerid=mu7kp5hoel7aa,mu7kp5hoel7aa,"LB, WR",Friendly,MD,17.0,17.0,1.9,5,0,9,2011,sacks
60,Sergio,Gonzalez,Sergio Gonzalez,/ca/pomona/ganesha-giants/athletes/sergio-gonzalez/football/stats/?careerid=7126k4mqcig88,7126k4mqcig88,"OLB, TE",Ganesha,CA,17.0,17.0,1.9,54,20,9,2011,sacks
61,Marc,Sierra,Marc Sierra,/az/phoenix/cortez-colts/athletes/marc-sierra/football/stats/?careerid=pkop073q7p4cc,pkop073q7p4cc,"DE, OLB",Cortez,AZ,17.0,17.0,1.9,10,0,9,2011,sacks
62,Joe,Coltson,Joe Coltson,/mi/bellevue/bellevue-broncos/athletes/joe-coltson/football/stats/?careerid=48006dti8lkl5,48006dti8lkl5,"DE, OL",Bellevue,MI,17.0,17.0,1.7,80,0,10,2011,sacks
63,Tavita,Faaiu,Tavita Faaiu,/ca/south-san-francisco/south-san-francisco-warriors/athletes/tavita-faaiu/football/stats/?careerid=e0pcklvg06l88,e0pcklvg06l88,"DE, OT",South San Francisco,CA,17.0,17.0,1.7,0,0,10,2011,sacks
64,Fa'asauga,Tinoisamoa,Fa'asauga Tinoisamoa,/az/el-mirage/dysart-demons/athletes/faasauga-tinoisamoa/football/stats/?careerid=ki924otl5p5o8,ki924otl5p5o8,"FB, NG",Dysart,AZ,17.0,17.0,1.7,-78,2,10,2011,sacks
65,Paul,Moyak,Paul Moyak,/pa/erie/cathedral-prep-ramblers/athletes/paul-moyak/football/stats/?careerid=2iarm6v3cm1ff,2iarm6v3cm1ff,"OL, DL",Cathedral Prep,PA,17.0,17.0,1.7,18,0,10,2011,sacks
66,collef,perkins,collef perkins,/mi/detroit/douglass-hurricanes/athletes/collef-perkins/football/stats/?careerid=k2c7tok865hj3,k2c7tok865hj3,DB,Douglass,MI,17.0,17.0,1.5,0,14,11,2011,sacks
67,Malique,Gardner,Malique Gardner,/dc/washington/dunbar-crimson-tide/athletes/malique-gardner/football/stats/?careerid=75mlddjpgs955,75mlddjpgs955,WR,Dunbar,DC,17.0,17.0,1.5,30,2,11,2011,sacks
68,Javancy,Jones,Javancy Jones,/ms/macon/noxubee-county-tigers/athletes/javancy-jones/football/stats/?careerid=k3bpsjbj5ao77,k3bpsjbj5ao77,OLB,Noxubee County,MS,17.0,17.0,1.4,0,17,12,2011,sacks
69,Jesse,Ojeda,Jesse Ojeda,/ca/san-dimas/san-dimas-saints/athletes/jesse-ojeda/football/stats/?careerid=0h6ibjj0l86l5,0h6ibjj0l86l5,"DL, RB",San Dimas,CA,17.0,17.0,1.3,90,9,13,2011,sacks
70,DJ,Johnson,DJ Johnson,/nc/hendersonville/hendersonville-bearcats/athletes/dj-johnson/football/stats/?careerid=sn3725hjaeevf,sn3725hjaeevf,"OL, DL",Hendersonville,NC,17.0,17.0,1.3,0,0,13,2011,sacks
71,Griffin,Dolle,Griffin Dolle,/oh/cincinnati/st-xavier-bombers/athletes/griffin-dolle/football/stats/?careerid=u13ces8f1e2ue,u13ces8f1e2ue,QB,St. Xavier,OH,17.0,17.0,1.3,103,0,13,2011,sacks
72,Aaron,White,Aaron White,/ca/newport-beach/corona-del-mar-sea-kings/athletes/aaron-white/football/stats/?careerid=2kmdmnql99577,2kmdmnql99577,"LB, RB",Corona del Mar,CA,17.0,17.0,1.2,123,0,14,2011,sacks
73,Nick,Sanfillipo,Nick Sanfillipo,/oh/johnstown/johnstown-monroe-johnnies/athletes/nick-sanfillipo/football/stats/?careerid=9a6sshfan7qee,9a6sshfan7qee,"FB, DL",Johnstown-Monroe,OH,17.0,17.0,1.2,0,0,14,2011,sacks
74,Patrick,Mcgown,Patrick Mcgown,/ca/chatsworth/sierra-canyon-trailblazers/athletes/patrick-mcgown/football/stats/?careerid=bmpl36229j5ff,bmpl36229j5ff,"OT, DE",Sierra Canyon,CA,17.0,17.0,1.2,71,19,14,2011,sacks
75,Hunter,Vincent,Hunter Vincent,/sd/rapid-city/st-thomas-more-cavaliers/athletes/hunter-vincent/football/stats/?careerid=uq1cq92hqdn77,uq1cq92hqdn77,OL,St. Thomas More,SD,16.5,16.5,1.6,13,17,10,2011,sacks
76,Alex,Young,Alex Young,/tx/fort-worth/temple-christian-eagles/athletes/alex-young/football/stats/?careerid=923ikhh5862p9,923ikhh5862p9,"OL, DL",Temple Christian,TX,16.5,16.5,1.5,92,16,11,2011,sacks
77,ALI,Tahsini,ALI Tahsini,/ca/hercules/hercules-titans/athletes/ali-tahsini/football/stats/?careerid=7lc1j78dj7fbb,7lc1j78dj7fbb,"C, OLB",Hercules,CA,16.5,16.5,1.5,100,13,11,2011,sacks
78,Devon,Flores,Devon Flores,/ca/chula-vista/olympian-eagles/athletes/devon-flores/football/stats/?careerid=7j7m690dj3922,7j7m690dj3922,"LB, RB",Olympian,CA,16.5,16.5,1.3,5,16,13,2011,sacks
79,Evan,Schwan,Evan Schwan,/pa/harrisburg/central-dauphin-rams/athletes/evan-schwan/football/stats/?careerid=7q1ccdrt4sgk4,7q1ccdrt4sgk4,"DL, OL",Central Dauphin,PA,16.5,16.5,1.0,90,7,16,2011,sacks
80,Elijah,Norris,Elijah Norris,/dc/washington/archbishop-carroll-lions/athletes/elijah-norris/football/stats/?careerid=8nf5sqbd788cc,8nf5sqbd788cc,K,Archbishop Carroll,DC,16.0,16.0,2.0,65,10,8,2011,sacks
81,Emmanuel,Beal,Emmanuel Beal,/oh/reynoldsburg/reynoldsburg-raiders/athletes/emmanuel-beal/football/stats/?careerid=rdnlnp2muq7m6,rdnlnp2muq7m6,"DE, TE",Reynoldsburg,OH,16.0,16.0,1.8,0,0,9,2011,sacks
82,Bryan ,Rivas,Bryan  Rivas,/ca/playa-del-rey/st-bernard-vikings/athletes/bryan-rivas/football/stats/?careerid=66p956vdv8q22,66p956vdv8q22,"DL, WR",St. Bernard,CA,16.0,16.0,1.6,0,0,10,2011,sacks
83,Corey,Hungerford,Corey Hungerford,/mi/middleton/fulton-pirates/athletes/corey-hungerford/football/stats/?careerid=ccrc6i6kpceqa,ccrc6i6kpceqa,"DE, TE",Fulton,MI,16.0,16.0,1.6,94,0,10,2011,sacks
84,Deonte ,Wortham,Deonte  Wortham,/tx/dallas/wilmer-hutchins-eagles/athletes/deonte-wortham/football/stats/?careerid=pf8h1mssrkmdd,pf8h1mssrkmdd,"LB, B",Wilmer-Hutchins,TX,16.0,16.0,1.6,48,18,10,2011,sacks
85,Daniel,Hardy,Daniel Hardy,/ut/milford/milford-tigers/athletes/daniel-hardy/football/stats/?careerid=rkj9pqe6ssoi2,rkj9pqe6ssoi2,OL,Milford,UT,16.0,16.0,1.6,67,25,10,2011,sacks
86,Jerry,Jackson,Jerry Jackson,/al/abbeville/abbeville-yellowjackets/athletes/jerry-jackson/football/stats/?careerid=odl37mqnb8gue,odl37mqnb8gue,"DE, OL",Abbeville,AL,16.0,16.0,1.5,116,4,11,2011,sacks
87,Mario,Ojemudia,Mario Ojemudia,/mi/farmington-hills/harrison-hawks/athletes/mario-ojemudia/football/stats/?careerid=70j962qse77rb,70j962qse77rb,"OT, DT",Harrison,MI,16.0,16.0,1.5,0,0,11,2011,sacks
88,Derek,Mccartney,Derek Mccartney,/co/arvada/forge-christian-fury/athletes/derek-mccartney/football/stats/?careerid=9ksvlqun4ori2,9ksvlqun4ori2,"TE, DE",Forge Christian,CO,16.0,16.0,1.5,51,11,11,2011,sacks
89,Daniel,Carrillo,Daniel Carrillo,/tx/el-paso/el-paso-tigers/athletes/daniel-carrillo/football/stats/?careerid=f3urm2iip3pg0,f3urm2iip3pg0,"TE, LB",El Paso,TX,16.0,16.0,1.5,130,73,11,2011,sacks
90,John,Love,John Love,/il/concord/triopia-meredosia-chambersburg-trojans/athletes/john-love/football/stats/?careerid=m3ef3p190d1g0,m3ef3p190d1g0,"TE, DE",Triopia/Meredosia-Chambersburg,IL,16.0,16.0,1.5,110,4,11,2011,sacks
91,Eli,Harold,Eli Harold,/va/virginia-beach/ocean-lakes-dolphins/athletes/eli-harold/football/stats/?careerid=jmdp2hdns7499,jmdp2hdns7499,DL,Ocean Lakes,VA,16.0,16.0,1.3,0,0,12,2011,sacks
92,David,Henry,David Henry,/or/oakland/oakland-oakers/athletes/david-henry/football/stats/?careerid=h2lshi3tl6dbb,h2lshi3tl6dbb,"RB, MLB",Oakland,OR,16.0,16.0,1.3,36,3,12,2011,sacks
93,Brandon,Jackson,Brandon Jackson,/nc/charlotte/independence-patriots/athletes/brandon-jackson/football/stats/?careerid=8qrvd0ao2hrj3,8qrvd0ao2hrj3,DE,Independence,NC,16.0,16.0,1.2,76,17,13,2011,sacks
94,Ali,Lamont,Ali Lamont,/nc/mebane/eastern-alamance-eagles/athletes/ali-lamont/football/stats/?careerid=upoo4s29pserb,upoo4s29pserb,"DL, TE",Eastern Alamance,NC,16.0,16.0,1.2,0,17,13,2011,sacks
95,Torrey,Bell,Torrey Bell,/la/river-ridge/john-curtis-christian-patriots/athletes/torrey-bell/football/stats/?careerid=lpb6fa5t3c4h1,lpb6fa5t3c4h1,"OLB, TE",John Curtis Christian,LA,16.0,16.0,1.1,91,14,14,2011,sacks
96,Stevie,Maurer,Stevie Maurer,/il/mackinaw/deer-creek-mackinaw-chiefs/athletes/stevie-maurer/football/stats/?careerid=kemgobme3ddcc,kemgobme3ddcc,"RB, LB",Deer Creek-Mackinaw,IL,15.5,15.5,1.6,145,0,10,2011,sacks
97,Brett,Gilstrap,Brett Gilstrap,/ok/bethany/bethany-bronchos/athletes/brett-gilstrap/football/stats/?careerid=07j73m47sfnee,07j73m47sfnee,"RB, DL",Bethany,OK,15.5,15.5,1.4,75,2,11,2011,sacks
98,Ben ,Howard,Ben  Howard,/ca/orland/orland-trojans/athletes/ben-howard/football/stats/?careerid=24e8qknpo5c55,24e8qknpo5c55,"T, DE",Orland,CA,15.5,15.5,1.3,-119,19,12,2011,sacks
99,Robbie ,Haines,Robbie  Haines,/ca/arcadia/arcadia-apaches/athletes/robbie-haines/football/stats/?careerid=91gbapkfvrp00,91gbapkfvrp00,"TE, DL",Arcadia,CA,15.5,15.5,1.3,0,9,12,2011,sacks
100,Ben,Kamerin,Ben Kamerin,/ca/dinuba/dinuba-emperors/athletes/ben-kamerin/football/stats/?careerid=no2pimr5m3vvf,no2pimr5m3vvf,"TE, DE",Dinuba,CA,15.5,15.5,1.3,0,0,12,2011,sacks
101,C j,Jackson,C j Jackson,/ms/water-valley/water-valley-blue-devils/athletes/c-j-jackson/football/stats/?careerid=jm54pds5m9jbb,jm54pds5m9jbb,"RB, LB",Water Valley,MS,15.5,15.5,1.1,97,69,14,2011,sacks
102,Daniel,Rios,Daniel Rios,/ca/rosemead/rosemead-panthers/athletes/daniel-rios/football/stats/?careerid=g95n44cg4kivf,g95n44cg4kivf,"WR, DB",Rosemead,CA,15.0,15.0,1.7,3,2,9,2011,sacks
103,Michael,Moore,Michael Moore,/md/hyattsville/dematha-stags/athletes/michael-moore/football/stats/?careerid=5cb9pcbmhmm44,5cb9pcbmhmm44,DE,DeMatha,MD,15.0,15.0,1.5,0,0,10,2011,sacks
104,Ladarius,Manson,Ladarius Manson,/al/montgomery/st-jude-educational-institute-pirates/athletes/ladarius-manson/football/stats/?careerid=g71pmrcjddi55,g71pmrcjddi55,LB,St. Jude Educational Institute,AL,15.0,15.0,1.5,0,0,10,2011,sacks
105,Dillon,Knutson,Dillon Knutson,/mn/belgrade/belgrade-brooten-elrosa-jaguars/athletes/dillon-knutson/football/stats/?careerid=aqdcm7pd6rtp9,aqdcm7pd6rtp9,OL,Belgrade-Brooten-Elrosa,MN,15.0,15.0,1.5,17,5,10,2011,sacks
106,Hector,Godoy,Hector Godoy,/ca/palmdale/highland-bulldogs/athletes/hector-godoy/football/stats/?careerid=b54q83iedkdm6,b54q83iedkdm6,DE,Highland,CA,15.0,15.0,1.4,0,6,11,2011,sacks
107,Patrick,Diaz,Patrick Diaz,/ok/lawton/lawton-wolverines/athletes/patrick-diaz/football/stats/?careerid=8cvrmlg42u122,8cvrmlg42u122,"DE, TE",Lawton,OK,15.0,15.0,1.4,24,11,11,2011,sacks
108,Nathaniel,Akingbemi,Nathaniel Akingbemi,/ca/rialto/carter-lions/athletes/nathaniel-akingbemi/football/stats/?careerid=4spmkrkd8n8dd,4spmkrkd8n8dd,"OL, DL",Carter,CA,15.0,15.0,1.2,0,13,12,2011,sacks
109,Dustin,Kenshalo,Dustin Kenshalo,/ca/paradise/paradise-bobcats/athletes/dustin-kenshalo/football/stats/?careerid=8lgtdghmm53bb,8lgtdghmm53bb,,Paradise,CA,15.0,15.0,1.2,83,6,12,2011,sacks
110,Christian,Powell,Christian Powell,/ca/upland/upland-highlanders-scots/athletes/christian-powell/football/stats/?careerid=dl662nqe6lom6,dl662nqe6lom6,"RB, DL",Upland,CA,15.0,15.0,1.2,0,13,13,2011,sacks
