tackles_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_tackles,tackles_per_game,solo_tackles,assisted_tackles,tackles_for_loss,sacks,games_played,year,category
11,Aaron,Worthy,Aaron Worthy,/nc/kernersville/east-forsyth-eagles/athletes/aaron-worthy/football/stats/?careerid=o1ljpdshrhbi2,o1ljpdshrhbi2,"OLB, MLB",East Forsyth,NC,204,204,14.6,116,88,24.0,5.0,14,2017,tackles
12,Trevor,Schluter,Trevor Schluter,/ca/alturas/modoc-braves/athletes/trevor-schluter/football/stats/?careerid=8he8ueqbececc,8he8ueqbececc,"G, MLB",Modoc,CA,203,203,18.5,147,56,0.0,1.0,11,2017,tackles
13,Wyatt,Bishop,Wyatt Bishop,/tx/canadian/canadian-wildcats/athletes/wyatt-bishop/football/stats/?careerid=g3duhaqph3ii2,g3duhaqph3ii2,"WR, OLB",Canadian,TX,203,203,15.6,17,186,26.0,6.0,13,2017,tackles
14,Joquez,Sanders,Joquez Sanders,/ms/greenville/st-joseph-fighting-irish/athletes/joquez-sanders/football/stats/?careerid=57kevngmprv77,57kevngmprv77,"MLB, T",St. Joseph,MS,202,202,15.5,194,8,4.0,4.0,13,2017,tackles
15,Avery,White,Avery White,/ms/moss-point/east-central-hornets/athletes/avery-white/football/stats/?careerid=eg2docju266td,eg2docju266td,MLB,East Central,MS,202,202,14.4,107,95,35.0,11.0,14,2017,tackles
16,Rashard,Revels,Rashard Revels,/ga/norman-park/colquitt-county-packers/athletes/rashard-revels/football/stats/?careerid=b0uv393td35i2,b0uv393td35i2,OLB,Colquitt County,GA,201,201,13.4,104,97,24.0,5.0,15,2017,tackles
17,T,Giles,T Giles,/tx/tenaha/tenaha-tigers/athletes/t-giles/football/stats/?careerid=68uqp6t0oqqcc,68uqp6t0oqqcc,"MLB, FB",Tenaha,TX,201,201,13.4,120,81,7.0,0.0,15,2017,tackles
18,Paul,Robinson,Paul Robinson,/nc/cary/green-hope-falcons/athletes/paul-robinson/football/stats/?careerid=eurmntn18gf77,eurmntn18gf77,"LB, FB",Green Hope,NC,200,200,15.4,127,73,12.0,3.0,13,2017,tackles
19,Coby,Tillman,Coby Tillman,/ok/bixby/bixby-spartans/athletes/coby-tillman/football/stats/?careerid=vbp75cieajj99,vbp75cieajj99,MLB,Bixby,OK,200,200,15.4,109,91,28.5,13.0,13,2017,tackles
20,Trey,Stephens,Trey Stephens,/tx/lubbock/coronado-mustangs/athletes/trey-stephens/football/stats/?careerid=m98t3a7huqqee,m98t3a7huqqee,"MLB, RB",Coronado,TX,198,198,14.1,41,157,12.0,3.0,14,2017,tackles
21,Russ,Myers,Russ Myers,/al/mobile/ums-wright-prep-bulldogs/athletes/russ-myers/football/stats/?careerid=t6dcs4subimsc,t6dcs4subimsc,"MLB, SS",UMS-Wright Prep,AL,196,196,13.1,105,91,9.0,2.0,15,2017,tackles
22,Aubrey,Kelly,Aubrey Kelly,/tx/killeen/ellison-eagles/athletes/aubrey-kelly/football/stats/?careerid=paf4ncg916677,paf4ncg916677,"ILB, G",Ellison,TX,194,194,17.6,85,109,9.0,3.0,11,2017,tackles
23,Jake,Yurachek,Jake Yurachek,/tx/friendswood/friendswood-mustangs/athletes/jake-yurachek/football/stats/?careerid=t75v8edgc9hp9,t75v8edgc9hp9,"MLB, OLB",Friendswood,TX,193,193,16.1,130,63,33.0,4.0,12,2017,tackles
24,Kyle,Smith,Kyle Smith,/ca/los-gatos/los-gatos-wildcats/athletes/kyle-smith/football/stats/?careerid=kctm7kvd1btqa,kctm7kvd1btqa,"RB, LB",Los Gatos,CA,193,193,16.1,47,146,7.0,0.0,12,2017,tackles
25,Trae,Williamson,Trae Williamson,/ut/milford/milford-tigers/athletes/trae-williamson/football/stats/?careerid=7ibjf8m93cf55,7ibjf8m93cf55,"MLB, P",Milford,UT,193,193,16.1,137,56,16.0,5.0,12,2017,tackles
26,Robert,Truesdale,Robert Truesdale,/nc/belmont/stuart-w-cramer-storm/athletes/robert-truesdale/football/stats/?careerid=h4mnsgk0k0600,h4mnsgk0k0600,"MLB, RB",Stuart W. Cramer,NC,193,193,14.8,127,66,21.5,3.0,13,2017,tackles
27,Miguel,Martinez,Miguel Martinez,/nm/artesia/artesia-bulldogs/athletes/miguel-martinez/football/stats/?careerid=h9mluctnbetm6,h9mluctnbetm6,LB,Artesia,NM,193,193,14.8,51,142,11.0,2.0,13,2017,tackles
28,Quaison,Horne,Quaison Horne,/nj/newark/weequahic-indians/athletes/quaison-horne/football/stats/?careerid=d27s5r7k17n77,d27s5r7k17n77,"MLB, RB",Weequahic,NJ,192,192,16.0,81,34,17.0,4.0,12,2017,tackles
29,Levi,Long,Levi Long,/tx/canadian/canadian-wildcats/athletes/levi-long/football/stats/?careerid=mhgv1bko6tmk4,mhgv1bko6tmk4,"RB, DL",Canadian,TX,192,192,13.7,27,165,37.0,11.0,14,2017,tackles
30,Christian,Bonacquisti,Christian Bonacquisti,/il/rockford/lutheran-crusaders/athletes/christian-bonacquisti/football/stats/?careerid=d43odisvsletd,d43odisvsletd,"MLB, T",Lutheran,IL,191,191,21.2,140,51,6.0,1.0,9,2017,tackles
31,Drew,Joseph,Drew Joseph,/wv/south-charleston/south-charleston-black-eagles/athletes/drew-joseph/football/stats/?careerid=e0bmhh11hrbff,e0bmhh11hrbff,"MLB, SB",South Charleston,WV,191,191,17.4,98,93,14.0,3.0,11,2017,tackles
32,Gerquavious,Farr,Gerquavious Farr,/ms/okolona/okolona-chieftains/athletes/gerquavious-farr/football/stats/?careerid=dt8tvdufbkcue,dt8tvdufbkcue,"OL, LB",Okolona,MS,191,191,13.6,118,73,12.0,2.0,14,2017,tackles
33,Jeremy,Persing,Jeremy Persing,/ca/yreka/yreka-miners/athletes/jeremy-persing/football/stats/?careerid=v95p946pcupue,v95p946pcupue,"OT, MLB",Yreka,CA,190,190,19.0,131,59,0.0,2.0,10,2017,tackles
34,Jeremy,Miller,Jeremy Miller,/nc/monroe/union-academy-cardinals/athletes/jeremy-miller/football/stats/?careerid=a79p3ddssr2td,a79p3ddssr2td,LB,Union Academy,NC,190,190,14.6,147,43,12.0,5.0,13,2017,tackles
35,Andrew,Seward,Andrew Seward,/ms/moss-point/east-central-hornets/athletes/andrew-seward/football/stats/?careerid=9m68s5pk6djff,9m68s5pk6djff,FS,East Central,MS,190,190,13.6,116,74,23.0,2.0,14,2017,tackles
36,Cole,Bauer,Cole Bauer,/az/phoenix/scottsdale-christian-academy-eagles/athletes/cole-bauer/football/stats/?careerid=7q3ahr8rqrd66,7q3ahr8rqrd66,"LB, FB",Scottsdale Christian Academy,AZ,189,189,14.5,43,146,32.0,5.0,13,2017,tackles
37,Ross,Barnett,Ross Barnett,/ms/poplarville/poplarville-hornets/athletes/ross-barnett/football/stats/?careerid=hhbfn3osdfjsc,hhbfn3osdfjsc,"MLB, WB",Poplarville,MS,189,189,13.5,118,71,19.0,2.0,14,2017,tackles
38,Blu,Caylor,Blu Caylor,/tx/stephenville/stephenville-yellow-jackets-honeybees/athletes/blu-caylor/football/stats/?careerid=sbghp5feu6pj3,sbghp5feu6pj3,MLB,Stephenville,TX,189,189,12.6,114,75,17.5,10.0,15,2017,tackles
39,Jonathan,Perkins,Jonathan Perkins,/ca/san-bernardino/cajon-cowboys/athletes/jonathan-perkins/football/stats/?careerid=p9ihas1qdj8o8,p9ihas1qdj8o8,"MLB, ATH",Cajon,CA,189,189,11.8,95,94,28.0,9.5,16,2017,tackles
40,Antonio,Evans,Antonio Evans,/ga/gray/jones-county-greyhounds/athletes/antonio-evans/football/stats/?careerid=v2hu5sq4r5otd,v2hu5sq4r5otd,MLB,Jones County,GA,188,188,14.5,117,71,55.0,11.0,13,2017,tackles
41,Kody,Wilson,Kody Wilson,/ok/edmond/oklahoma-christian-academy-fighting-eagles/athletes/kody-wilson/football/stats/?careerid=fal41rlpv0nrb,fal41rlpv0nrb,"MLB, QB",Oklahoma Christian Academy,OK,188,188,14.5,71,117,9.0,1.0,13,2017,tackles
42,Xavius,Capehart,Xavius Capehart,/nc/edenton/john-a-holmes-aces/athletes/xavius-capehart/football/stats/?careerid=hlh7h76rj3rsc,hlh7h76rj3rsc,"RB, LB",Holmes,NC,188,188,13.4,63,125,0.0,3.0,14,2017,tackles
43,John,Russo,John Russo,/ms/bay-st-louis/bay-tigers/athletes/john-russo/football/stats/?careerid=pivel6t0k24ee,pivel6t0k24ee,"WR, LB",Bay,MS,187,187,18.7,110,77,10.0,2.0,10,2017,tackles
44,Ashton,Borgeson,Ashton Borgeson,/ca/santa-barbara/bishop-diego-cardinals/athletes/ashton-borgeson/football/stats/?careerid=fndn1qqbu2bo8,fndn1qqbu2bo8,"FB, MLB",Bishop Diego,CA,187,187,13.4,121,66,10.0,7.0,14,2017,tackles
45,Willie,Matthews 3rd,Willie Matthews 3rd,/nj/montclair/montclair-mounties/athletes/willie-matthews-3rd/football/stats/?careerid=9fa1fgaomma55,9fa1fgaomma55,"MLB, RB",Montclair,NJ,186,186,15.5,91,95,38.5,22.5,12,2017,tackles
46,Ryan,Spangler,Ryan Spangler,/in/mooresville/mooresville-pioneers/athletes/ryan-spangler/football/stats/?careerid=rktumtrp88vm6,rktumtrp88vm6,"MLB, RB",Mooresville,IN,186,186,15.5,99,87,7.0,3.0,12,2017,tackles
47,Seth,Baker,Seth Baker,/ca/apple-valley/apple-valley-sun-devils/athletes/seth-baker/football/stats/?careerid=1ajbb230ctiee,1ajbb230ctiee,"FS, RB",Apple Valley,CA,186,186,14.3,42,144,12.0,1.0,13,2017,tackles
48,Evan,Furlong,Evan Furlong,/pa/ridgway/ridgway-johnsonburg/athletes/evan-furlong/football/stats/?careerid=2aen7kis5t9ff,2aen7kis5t9ff,"FB, LB",Ridgway/Johnsonburg,PA,186,186,14.3,157,29,2.0,2.5,13,2017,tackles
49,Joshua,Summers,Joshua Summers,/ca/visalia/golden-west-trailblazers/athletes/joshua-summers/football/stats/?careerid=cv5vrjkv6r611,cv5vrjkv6r611,"RB, LB",Golden West,CA,186,186,12.4,118,68,0.0,2.0,15,2017,tackles
50,Angel,Hernandez,Angel Hernandez,/tx/goliad/goliad-tigers/athletes/angel-hernandez/football/stats/?careerid=s3ecmp0m7fs99,s3ecmp0m7fs99,"MLB, FB",Goliad,TX,184,184,15.3,159,25,16.0,1.0,12,2017,tackles
51,David,Denais,David Denais,/tx/kerrville/tivy-antlers/athletes/david-denais/football/stats/?careerid=1s2d6q9kj3k99,1s2d6q9kj3k99,OLB,Tivy,TX,184,184,14.2,111,73,35.0,6.0,13,2017,tackles
52,Matt,Baumgart,Matt Baumgart,/wa/walla-walla/desales-irish/athletes/matt-baumgart/football/stats/?careerid=64kmn0cauc500,64kmn0cauc500,"TE, MLB",DeSales,WA,183,183,16.6,65,118,22.5,1.0,11,2017,tackles
53,Aaron,Allert,Aaron Allert,/tx/lexington/lexington-eagles/athletes/aaron-allert/football/stats/?careerid=tg3n9f36n1r55,tg3n9f36n1r55,MLB,Lexington,TX,183,183,15.2,152,31,0.0,6.0,12,2017,tackles
54,Treyson,Dunigan,Treyson Dunigan,/ok/hennessey/hennessey-eagles/athletes/treyson-dunigan/football/stats/?careerid=n9g5d13dn5v77,n9g5d13dn5v77,"MLB, RB",Hennessey,OK,183,183,15.2,136,47,9.0,2.0,12,2017,tackles
55,Kosi,Eldridge,Kosi Eldridge,/tx/denton/ryan-raiders/athletes/kosi-eldridge/football/stats/?careerid=4ggm6ha8tod88,4ggm6ha8tod88,"OLB, SS",Ryan,TX,183,183,12.2,148,35,13.0,4.0,15,2017,tackles
56,Matthew,Siebert,Matthew Siebert,/mo/arnold/central-homeschool-panthers/athletes/matthew-siebert/football/stats/?careerid=kp2ehupkgrq44,kp2ehupkgrq44,"RB, LB",Central HomeSchool,MO,182,182,18.2,117,65,14.0,1.0,10,2017,tackles
57,Sullivan,Sanders,Sullivan Sanders,/tx/killeen/ellison-eagles/athletes/sullivan-sanders/football/stats/?careerid=8oqf36bq9fetd,8oqf36bq9fetd,SS,Ellison,TX,182,182,16.5,84,98,7.0,1.0,11,2017,tackles
58,Carter,Bonds,Carter Bonds,/ms/corinth/corinth-warriors/athletes/carter-bonds/football/stats/?careerid=m0sf106ns8mk4,m0sf106ns8mk4,MLB,Corinth,MS,182,182,14.0,57,125,13.0,1.0,13,2017,tackles
59,Cooper,Baize,Cooper Baize,/tx/mart/mart-panthers/athletes/cooper-baize/football/stats/?careerid=fmcrb7nuud1ff,fmcrb7nuud1ff,"MLB, C",Mart,TX,182,182,11.4,84,98,17.0,3.0,16,2017,tackles
60,Matthew,Bloodworth,Matthew Bloodworth,/ok/antlers/antlers-bearcats/athletes/matthew-bloodworth/football/stats/?careerid=0cn5rabsl27o8,0cn5rabsl27o8,"OL, LB",Antlers,OK,181,181,15.1,37,144,11.0,3.0,12,2017,tackles
61,Adam,Murray,Adam Murray,/wv/wheeling/wheeling-central-catholic-maroon-knights/athletes/adam-murray/football/stats/?careerid=n1ck5uc8lsbl5,n1ck5uc8lsbl5,"MLB, FB",Wheeling Central Catholic,WV,181,181,12.9,80,101,18.0,5.0,14,2017,tackles
62,Cal,Wallerstedt,Cal Wallerstedt,/nc/harrisburg/hickory-ridge-ragin-bulls/athletes/cal-wallerstedt/football/stats/?careerid=1gq0b02dk3gg0,1gq0b02dk3gg0,LB,Hickory Ridge,NC,181,181,12.9,108,73,10.0,3.5,14,2017,tackles
63,Jayden,Clark,Jayden Clark,/ca/dublin/dublin-gaels/athletes/jayden-clark/football/stats/?careerid=j2dca6ked4144,j2dca6ked4144,"RB, LB",Dublin,CA,180,180,15.0,93,87,21.0,4.0,12,2017,tackles
64,Hopeton,Mair,Hopeton Mair,/md/waldorf/thomas-stone-cougars/athletes/hopeton-mair/football/stats/?careerid=nnrl8qboivlqa,nnrl8qboivlqa,"ILB, RB",Thomas Stone,MD,180,180,15.0,129,51,36.0,5.0,12,2017,tackles
65,Ryan,Hodgins,Ryan Hodgins,/nj/flanders/mount-olive-marauders/athletes/ryan-hodgins/football/stats/?careerid=9clmb2duaoq99,9clmb2duaoq99,"MLB, TE",Mount Olive,NJ,180,180,15.0,110,55,15.5,7.5,12,2017,tackles
66,Nathan,Sanchez,Nathan Sanchez,/tx/mcallen/mcallen-memorial-mustangs/athletes/nathan-sanchez/football/stats/?careerid=ag0sd5ti07ap9,ag0sd5ti07ap9,"OLB, MLB",McAllen Memorial,TX,180,180,15.0,116,64,29.0,6.0,12,2017,tackles
67,Ryan,Dunbar,Ryan Dunbar,/ok/commerce/commerce-tigers/athletes/ryan-dunbar/football/stats/?careerid=o3tj8hb5thdm6,o3tj8hb5thdm6,"RB, MLB",Commerce,OK,180,180,13.8,49,131,0.0,1.0,13,2017,tackles
68,Solomon,Beligotti,Solomon Beligotti,/nc/havelock/havelock-rams/athletes/solomon-beligotti/football/stats/?careerid=a9vblqitnt7ue,a9vblqitnt7ue,"MLB, RB",Havelock,NC,180,180,12.0,99,81,9.0,0.0,15,2017,tackles
69,Hunter,Webb,Hunter Webb,/pa/williamsport/loyalsock-township-lancers/athletes/hunter-webb/football/stats/?careerid=a4kivvauan144,a4kivvauan144,"RB, WR",Loyalsock Township,PA,179,179,14.9,104,75,24.0,8.0,12,2017,tackles
70,Dyllan,Hyde,Dyllan Hyde,/ca/nicolaus/east-nicolaus-spartans/athletes/dyllan-hyde/football/stats/?careerid=ok9o4bh0qjen7,ok9o4bh0qjen7,"OL, MLB",East Nicolaus,CA,179,179,12.8,74,105,16.5,1.0,14,2017,tackles
71,Caleb,Richmond,Caleb Richmond,/wv/meadow-bridge/meadow-bridge-wildcats/athletes/caleb-richmond/football/stats/?careerid=7rteh30uj0un7,7rteh30uj0un7,"FB, MLB",Meadow Bridge,WV,178,178,17.8,90,88,3.0,2.0,10,2017,tackles
72,Gabe,Ellis,Gabe Ellis,/mi/davison/davison-cardinals/athletes/gabe-ellis/football/stats/?careerid=irg0pspfove33,irg0pspfove33,"OLB, RB",Davison,MI,177,177,16.1,99,78,26.0,8.0,11,2017,tackles
73,Jamal,Fultz,Jamal Fultz,/ms/webb/west-tallahatchie-choctaws/athletes/jamal-fultz/football/stats/?careerid=mvcpqnnt766ee,mvcpqnnt766ee,"TB, OLB",West Tallahatchie,MS,177,177,14.8,153,24,0.0,2.0,12,2017,tackles
74,Tim,Steward,Tim Steward,/ms/hazlehurst/hazlehurst-indians/athletes/tim-steward/football/stats/?careerid=54u3i10jnulh1,54u3i10jnulh1,"MLB, RB",Hazlehurst,MS,177,177,13.6,146,31,25.0,6.0,13,2017,tackles
75,Landon,Williams,Landon Williams,/nc/mt-gilead/west-montgomery-warriors/athletes/landon-williams/football/stats/?careerid=c4b4dgn8tb4ee,c4b4dgn8tb4ee,"FB, ILB",West Montgomery,NC,177,177,12.6,20,157,14.0,2.0,14,2017,tackles
76,Trenton,Ladner,Trenton Ladner,/ms/kiln/hancock-hawks/athletes/trenton-ladner/football/stats/?careerid=ci38fkhmc5jee,ci38fkhmc5jee,"MLB, RB",Hancock,MS,176,176,13.5,176,0,25.0,2.0,13,2017,tackles
77,Christian,Spears,Christian Spears,/ms/philadelphia/neshoba-central-rockets/athletes/christian-spears/football/stats/?careerid=3rjtnjf0hq766,3rjtnjf0hq766,MLB,Neshoba Central,MS,175,175,14.6,125,50,0.0,1.0,12,2017,tackles
78,Corley,Hooper,Corley Hooper,/ms/ecru/north-pontotoc-vikings/athletes/corley-hooper/football/stats/?careerid=1ltamvs6ai411,1ltamvs6ai411,"QB, MLB",North Pontotoc,MS,175,175,13.5,0,0,27.0,1.0,13,2017,tackles
79,Chris,Morgan,Chris Morgan,/nc/monroe/union-academy-cardinals/athletes/chris-morgan/football/stats/?careerid=bgv6bgdnime66,bgv6bgdnime66,"ATH, OLB",Union Academy,NC,175,175,13.5,132,43,5.0,3.0,13,2017,tackles
80,Eddie,Dziennik,Eddie Dziennik,/in/noblesville/noblesville-millers/athletes/eddie-dziennik/football/stats/?careerid=2oatk6vji7i33,2oatk6vji7i33,ILB,Noblesville,IN,174,174,17.4,92,82,15.0,2.0,10,2017,tackles
81,Cody,Hendrix,Cody Hendrix,/nc/mocksville/davie-county-war-eagles/athletes/cody-hendrix/football/stats/?careerid=oj9f6l26krm55,oj9f6l26krm55,"MLB, OLB",Davie County,NC,174,174,15.8,111,63,18.0,0.0,11,2017,tackles
82,Trevon,Hart,Trevon Hart,/nc/fayetteville/westover-wolverines/athletes/trevon-hart/football/stats/?careerid=9o2u48ahci3h1,9o2u48ahci3h1,"MLB, FB",Westover,NC,174,174,14.5,96,78,23.0,4.0,12,2017,tackles
83,Seb,Spieth,Seb Spieth,/in/woodburn/woodlan-warriors/athletes/seb-spieth/football/stats/?careerid=8aa66lekn15aa,8aa66lekn15aa,"MLB, OL",Woodlan,IN,174,174,13.4,99,75,11.0,5.0,13,2017,tackles
84,Freddy,Cardenas,Freddy Cardenas,/tx/weslaco/weslaco-east-wildcats/athletes/freddy-cardenas/football/stats/?careerid=45jc8b227jl00,45jc8b227jl00,MLB,Weslaco East,TX,174,174,13.4,99,75,3.0,0.0,13,2017,tackles
85,Roy,Artolozaga,Roy Artolozaga,/nc/monroe/sun-valley-spartans/athletes/roy-artolozaga/football/stats/?careerid=mm6cipetoe9p9,mm6cipetoe9p9,"MLB, OLB",Sun Valley,NC,174,174,11.6,86,88,5.0,8.0,15,2017,tackles
86,Parker,Branch,Parker Branch,/al/new-site/horseshoe-bend-generals/athletes/parker-branch/football/stats/?careerid=9ovm250ur2h11,9ovm250ur2h11,"G, OLB",Horseshoe Bend,AL,173,173,17.3,113,60,13.0,6.0,10,2017,tackles
87,Lukas,Neely,Lukas Neely,/tn/new-tazewell/claiborne-bulldogs/athletes/lukas-neely/football/stats/?careerid=g06pbop0kpa44,g06pbop0kpa44,"RB, MLB",Claiborne,TN,173,173,15.7,56,100,17.5,4.0,11,2017,tackles
88,John,Driscoll,John Driscoll,/ma/montague/turners-falls-thunder/athletes/john-driscoll/football/stats/?careerid=c13q60uot0hff,c13q60uot0hff,"FB, MLB",Turners Falls,MA,173,173,15.7,89,84,27.0,0.0,11,2017,tackles
89,Dominic,Gomez,Dominic Gomez,/tx/killeen/ellison-eagles/athletes/dominic-gomez/football/stats/?careerid=c2navjuauhe22,c2navjuauhe22,MLB,Ellison,TX,173,173,15.7,69,104,11.0,2.0,11,2017,tackles
90,Beau,Collins,Beau Collins,/tx/dripping-springs/dripping-springs-tigers/athletes/beau-collins/football/stats/?careerid=02hbpedogfhvf,02hbpedogfhvf,MLB,Dripping Springs,TX,172,172,14.3,99,73,22.0,6.0,12,2017,tackles
91,Malik,Hubbard,Malik Hubbard,/tx/fort-worth/boswell-pioneers/athletes/malik-hubbard/football/stats/?careerid=49ki2jp3atdcc,49ki2jp3atdcc,OLB,Boswell,TX,172,172,14.3,60,112,23.0,11.0,12,2017,tackles
92,Calvin,Whitaker,Calvin Whitaker,/tx/friendswood/friendswood-mustangs/athletes/calvin-whitaker/football/stats/?careerid=pjtbr8atumoh1,pjtbr8atumoh1,"FB, MLB",Friendswood,TX,172,172,14.3,124,48,11.0,6.0,12,2017,tackles
93,Drew,Wagnild,Drew Wagnild,/oh/hannibal/river-pilots/athletes/drew-wagnild/football/stats/?careerid=itbjvhb3tmdqa,itbjvhb3tmdqa,,River,OH,172,172,13.2,60,112,0.0,3.0,13,2017,tackles
94,Justin,Skidmore,Justin Skidmore,/ca/simi-valley/grace-lancers/athletes/justin-skidmore/football/stats/?careerid=cmk0pi24t2h55,cmk0pi24t2h55,"TE, OLB",Grace,CA,172,172,11.5,94,78,5.0,2.0,15,2017,tackles
95,Nick,Nyers,Nick Nyers,/nj/woodbridge/woodbridge-barrons/athletes/nick-nyers/football/stats/?careerid=749r9lvuqelvf,749r9lvuqelvf,"MLB, TE",Woodbridge,NJ,171,171,15.5,45,126,17.5,1.0,11,2017,tackles
96,Austin,Black,Austin Black,/tx/edna/edna-cowboys/athletes/austin-black/football/stats/?careerid=04poroq1tnqee,04poroq1tnqee,,Edna,TX,171,171,13.2,111,60,6.0,2.0,13,2017,tackles
97,Kyle,Lewis,Kyle Lewis,/tx/benbrook/benbrook-bobcats/athletes/kyle-lewis/football/stats/?careerid=rcuughitjhuvf,rcuughitjhuvf,"MLB, OLB",Benbrook,TX,170,170,17.0,110,60,11.0,1.0,10,2017,tackles
98,Alec,Iguess,Alec Iguess,/la/welsh/welsh-greyhounds/athletes/alec-iguess/football/stats/?careerid=cktcmh5jd63m6,cktcmh5jd63m6,SS,Welsh,LA,170,170,13.1,125,45,0.0,4.0,13,2017,tackles
99,Tyiyon,Johnson,Tyiyon Johnson,/nc/havelock/havelock-rams/athletes/tyiyon-johnson/football/stats/?careerid=at40nne8qc511,at40nne8qc511,"LB, DE",Havelock,NC,170,170,13.1,86,84,25.5,5.0,13,2017,tackles
100,Kellon,Gillespie,Kellon Gillespie,/ca/placerville/el-dorado-cougars/athletes/kellon-gillespie/football/stats/?careerid=k2vhlrusdn7aa,k2vhlrusdn7aa,"RB, LB",El Dorado,CA,169,169,15.4,67,102,6.0,2.0,11,2017,tackles
101,Quentin,Wilfawn,Quentin Wilfawn,/ms/oxford/oxford-chargers/athletes/quentin-wilfawn/football/stats/?careerid=cv4q8qpqpeop9,cv4q8qpqpeop9,LB,Oxford,MS,169,169,14.1,59,110,20.0,4.5,12,2017,tackles
102,Jamil,Bannister,Jamil Bannister,/oh/girard/girard-indians/athletes/jamil-bannister/football/stats/?careerid=o9unclc3bc1qa,o9unclc3bc1qa,"RB, OLB",Girard,OH,169,169,14.1,125,44,12.0,7.0,12,2017,tackles
103,Dylan,Maxfield,Dylan Maxfield,/tn/celina/clay-county-bulldogs/athletes/dylan-maxfield/football/stats/?careerid=5m03sir0s6e22,5m03sir0s6e22,"MLB, C",Clay County,TN,168,168,16.8,110,58,2.0,1.0,10,2017,tackles
104,Omar,Boston,Omar Boston,/al/lafayette/lafayette-bulldogs/athletes/omar-boston/football/stats/?careerid=2bpu92enr2mqa,2bpu92enr2mqa,"OLB, SS",LaFayette,AL,168,168,14.0,98,70,5.0,3.0,12,2017,tackles
105,Rylan,Holloway,Rylan Holloway,/tx/merkel/merkel-badgers/athletes/rylan-holloway/football/stats/?careerid=kvakif0par411,kvakif0par411,"OLB, MLB",Merkel,TX,168,168,12.9,38,130,22.0,5.0,13,2017,tackles
106,Logan,Rollins,Logan Rollins,/nv/las-vegas/sunrise-mountain-miners/athletes/logan-rollins/football/stats/?careerid=ri25890dhstcc,ri25890dhstcc,"MLB, LB",Sunrise Mountain,NV,167,167,16.7,117,50,31.0,1.0,10,2017,tackles
107,Stone,Fincher,Stone Fincher,/al/jasper/curry-yellowjackets/athletes/stone-fincher/football/stats/?careerid=1stfmnke7orh1,1stfmnke7orh1,RB,Hackleburg,AL,167,167,13.9,25,142,1.0,1.0,12,2017,tackles
