tackles_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_tackles,tackles_per_game,solo_tackles,assisted_tackles,tackles_for_loss,sacks,games_played,year,category
22,X’zavion,Taylor,X’zavion Taylor,/tx/chilton/chilton-pirates/athletes/x%E2%80%99zavion-taylor/football/stats/?careerid=gol7miff8rd55,gol7miff8rd55,"RB, MLB",Chilton,TX,193,193,17.5,140,53,24.0,1.0,11,2023,tackles
23,Wyatt,Woodall,Wyatt Woodall,/in/crawfordsville/southmont-mounties/athletes/wyatt-woodall/football/stats/?careerid=n60evfd0rtg00,n60evfd0rtg00,"RB, MLB",Southmont,IN,192,192,13.7,58,134,17.0,2.0,14,2023,tackles
24,Cole,Rosson,Cole Rosson,/al/huntsville/westminster-christian-academy-wildcats/athletes/cole-rosson/football/stats/?careerid=56teeoum1rg88,56teeoum1rg88,OLB,Westminster Christian Academy,AL,191,191,13.6,112,79,32.0,2.0,14,2023,tackles
25,Connor,Cavnar,Connor Cavnar,/ok/oklahoma-city/westmoore-jaguars/athletes/connor-cavnar/football/stats/?careerid=u7kc2vncqch77,u7kc2vncqch77,"OLB, MLB",Westmoore,OK,190,190,15.8,105,85,29.0,9.5,12,2023,tackles
26,Ryan,Bassani,Ryan Bassani,/nc/lincolnton/north-lincoln-knights/athletes/ryan-bassani/football/stats/?careerid=636ra6iv6bgrb,636ra6iv6bgrb,"RB, ILB",North Lincoln,NC,189,189,15.8,96,93,19.0,3.5,12,2023,tackles
27,Jonathan,Ward Jr.,Jonathan Ward Jr.,/fl/hollywood/south-broward-bulldogs/athletes/jonathan-ward-jr/football/stats/?careerid=l6i4d1cub9vqa,l6i4d1cub9vqa,,South Broward,FL,188,188,18.8,147,41,39.0,10.0,10,2023,tackles
28,Zane,Smith,Zane Smith,/al/springville/springville-tigers/athletes/zane-smith/football/stats/?careerid=vmksm7gjorrqa,vmksm7gjorrqa,"MLB, QB",Moody,AL,188,188,14.5,145,43,16.0,2.0,13,2023,tackles
29,Andon,Hawkins,Andon Hawkins,/sc/graniteville/midland-valley-mustangs/athletes/andon-hawkins/football/stats/?careerid=visudgjiodh33,visudgjiodh33,LB,Midland Valley,SC,187,187,14.4,51,136,18.0,0.0,13,2023,tackles
30,Reagan,Printy,Reagan Printy,/nc/wilmington/hoggard-vikings/athletes/reagan-printy/football/stats/?careerid=80n4on3vll7sc,80n4on3vll7sc,"OLB, MLB",Hoggard,NC,186,186,12.4,94,92,25.0,9.5,15,2023,tackles
31,Brayden,Kirchner,Brayden Kirchner,/in/albion/central-noble-cougars/athletes/brayden-kirchner/football/stats/?careerid=a4l85tqsk9saa,a4l85tqsk9saa,"LB, TE",Central Noble,IN,185,185,16.8,87,98,23.0,6.0,11,2023,tackles
32,Caden,Davis,Caden Davis,/ok/midwest-city/carl-albert-titans/athletes/caden-davis/football/stats/?careerid=ju6utcs758255,ju6utcs758255,"OLB, RB",Carl Albert,OK,185,185,13.2,139,46,25.0,10.0,14,2023,tackles
33,Carson,Hageman,Carson Hageman,/co/erie/erie-tigers/athletes/carson-hageman/football/stats/?careerid=rkuu30nmoj600,rkuu30nmoj600,"MLB, RB",Erie,CO,185,185,13.2,63,122,13.0,7.0,14,2023,tackles
34,Hyatt,Dunaway,Hyatt Dunaway,/tx/brock/brock-eagles/athletes/hyatt-dunaway/football/stats/?careerid=1pp1n6k94vdbb,1pp1n6k94vdbb,OLB,Brock,TX,185,185,12.3,103,82,40.0,5.0,15,2023,tackles
35,Alex,Altemus,Alex Altemus,/nj/springfield/dayton-bulldogs/athletes/alex-altemus/football/stats/?careerid=9vmul51ron5p9,9vmul51ron5p9,"MLB, RB",Dayton,NJ,184,184,18.4,108,76,12.0,1.0,10,2023,tackles
36,Juan,Aldas,Juan Aldas,/de/wilmington/wilmington-charter-force/athletes/juan-aldas/football/stats/?careerid=g3geqqbh3vh33,g3geqqbh3vh33,MLB,Wilmington Charter,DE,184,184,14.2,94,90,40.0,13.0,13,2023,tackles
37,Alex,Broshears,Alex Broshears,/in/evansville/evansville-memorial-tigers/athletes/alex-broshears/football/stats/?careerid=8bp3e80bft0ff,8bp3e80bft0ff,"WR, LB",Evansville Memorial,IN,184,184,14.2,124,60,18.0,1.0,13,2023,tackles
38,Wilson,T nash,Wilson T nash,/sc/camden/camden-bulldogs/athletes/wilson-t-nash/football/stats/?careerid=735k8det9jsdd,735k8det9jsdd,"MLB, QB",Camden,SC,184,184,13.1,133,51,14.0,4.0,14,2023,tackles
39,Bryce,Braden,Bryce Braden,/tx/stratford/stratford-elks/athletes/bryce-braden/football/stats/?careerid=v2b6hqtjt8mqa,v2b6hqtjt8mqa,"MLB, QB",Stratford,TX,184,184,12.3,35,149,20.0,11.0,15,2023,tackles
40,Turner,Wood,Turner Wood,/nc/hickory/hickory-red-tornadoes/athletes/turner-wood/football/stats/?careerid=noc90i0glopn7,noc90i0glopn7,"QB, LB",Hickory,NC,184,184,11.5,83,101,17.0,3.0,16,2023,tackles
41,Peter,Mesa,Peter Mesa,/ca/riverside/ramona-rams/athletes/peter-mesa/football/stats/?careerid=uqikpnlu8qibb,uqikpnlu8qibb,"RB, LB",Ramona,CA,184,184,11.5,44,140,11.5,5.5,16,2023,tackles
42,Sam,Shipley,Sam Shipley,/pa/houtzdale/moshannon-valley-black-knights-damsels/athletes/sam-shipley/football/stats/?careerid=1mp99u3cribqa,1mp99u3cribqa,"T, MLB",Moshannon Valley,PA,183,183,16.6,83,100,28.0,12.0,11,2023,tackles
43,Jayden,Olden,Jayden Olden,/nc/monroe/monroe-redhawks/athletes/jayden-olden/football/stats/?careerid=42d77s0oo6n99,42d77s0oo6n99,OLB,Monroe,NC,183,183,14.1,113,70,13.0,2.0,13,2023,tackles
44,Joshua,Byers,Joshua Byers,/oh/danville/danville-blue-devils/athletes/joshua-byers/football/stats/?careerid=0im2v6ht2d999,0im2v6ht2d999,"WR, CB",Danville,OH,183,183,13.1,90,93,16.0,4.5,14,2023,tackles
45,Cody,Adkinson,Cody Adkinson,/tx/center/center-roughriders/athletes/cody-adkinson/football/stats/?careerid=se2rgvjma7n22,se2rgvjma7n22,"RB, MLB",Center,TX,182,182,18.2,123,59,13.0,1.0,10,2023,tackles
46,JUAN,GOMEZ,JUAN GOMEZ,/tx/el-paso/parkland-matadors/athletes/juan-gomez/football/stats/?careerid=i4sktu49mci99,i4sktu49mci99,LB,Parkland,TX,182,182,16.5,118,64,20.0,6.0,11,2023,tackles
47,Ford,Beeker,Ford Beeker,/al/tuscaloosa/tuscaloosa-academy-knights/athletes/ford-beeker/football/stats/?careerid=a133gu4tcvlg0,a133gu4tcvlg0,"ILB, RB",Tuscaloosa Academy,AL,181,181,13.9,124,57,21.0,4.0,13,2023,tackles
48,Caleb,Randall,Caleb Randall,/az/phoenix/scottsdale-christian-academy-eagles/athletes/caleb-randall/football/stats/?careerid=1eqm366uce4vf,1eqm366uce4vf,,Scottsdale Christian Academy,AZ,181,181,12.9,103,78,9.0,2.0,14,2023,tackles
49,Trevor,Oswald,Trevor Oswald,/fl/panama-city/bozeman-bucks/athletes/trevor-oswald/football/stats/?careerid=qfs5cutrvb5cc,qfs5cutrvb5cc,"ILB, RB",Bozeman,FL,180,180,13.8,130,50,18.0,5.0,13,2023,tackles
50,Chance,Garber,Chance Garber,/mo/dearborn/north-platte-panthers/athletes/chance-garber/football/stats/?careerid=u7ttni0fq6nvf,u7ttni0fq6nvf,"FB, LB",North Platte,MO,180,180,12.9,102,78,34.0,5.0,14,2023,tackles
51,Connor,Gaines,Connor Gaines,/tx/bellville/bellville-brahmas/athletes/connor-gaines/football/stats/?careerid=5n5gl9vkvvmqa,5n5gl9vkvvmqa,"RB, LB",Bellville,TX,180,180,11.2,64,116,4.0,3.0,16,2023,tackles
52,Cooper,Fogle,Cooper Fogle,/ok/ramona/caney-valley-trojans/athletes/cooper-fogle/football/stats/?careerid=tv0r0q5lurrl5,tv0r0q5lurrl5,,Caney Valley,OK,179,179,17.9,112,67,4.0,5.0,10,2023,tackles
53,Beckett,Lesley,Beckett Lesley,/ms/starkville/starkville-academy-volunteers/athletes/beckett-lesley/football/stats/?careerid=5f76r73vkn5ue,5f76r73vkn5ue,OLB,Starkville Academy,MS,179,179,14.9,73,106,6.0,1.0,12,2023,tackles
54,Khor’on,Miller,Khor’on Miller,/nc/spencer/north-rowan-cavaliers/athletes/khor%E2%80%99on-miller/football/stats/?careerid=37833br4bp944,37833br4bp944,"RB, OLB",North Rowan,NC,179,179,12.8,144,35,10.0,4.5,14,2023,tackles
55,Isaac,Ross,Isaac Ross,/nc/kernersville/bishop-mcguinness-villains/athletes/isaac-ross/football/stats/?careerid=1cs81go1mktm6,1cs81go1mktm6,"LB, WR",Bishop McGuinness,NC,178,178,16.2,92,86,10.0,1.0,11,2023,tackles
56,Zachariah,Winters,Zachariah Winters,/ca/lynwood/lynwood-knights/athletes/zachariah-winters/football/stats/?careerid=t43243co2cr66,t43243co2cr66,"MLB, RB",Lynwood,CA,178,178,14.8,78,100,9.0,0.0,12,2023,tackles
57,Landen,Holloway,Landen Holloway,/co/denver/denver-east-angels/athletes/landen-holloway/football/stats/?careerid=4lvn4rkvl4400,4lvn4rkvl4400,"MLB, RB",Denver East,CO,177,177,14.8,120,57,28.0,2.0,12,2023,tackles
58,Gael,Carrizales,Gael Carrizales,/tx/bremond/bremond-tigers/athletes/gael-carrizales/football/stats/?careerid=vas0417pnfibb,vas0417pnfibb,"RB, MLB",Bremond,TX,177,177,13.6,30,147,12.0,1.0,13,2023,tackles
59,Dom,Beres,Dom Beres,/il/wheaton/st-francis-spartans/athletes/dom-beres/football/stats/?careerid=bgq5u7mil53j3,bgq5u7mil53j3,,St. Francis,IL,177,177,13.6,125,52,10.0,3.0,13,2023,tackles
60,Talan,Smith,Talan Smith,/ar/prescott/prescott-curley-wolves/athletes/talan-smith/football/stats/?careerid=rvp8isask5p88,rvp8isask5p88,LB,Prescott,AR,177,177,11.8,82,95,17.0,4.0,15,2023,tackles
61,Nathan,Hemberger,Nathan Hemberger,/oh/berlin-center/western-reserve-blue-devils/athletes/nathan-hemberger/football/stats/?careerid=21rha0a4opgh1,21rha0a4opgh1,"MLB, FB",Western Reserve,OH,176,176,14.7,176,0,28.0,2.0,12,2023,tackles
62,Creed,Carlisle,Creed Carlisle,/tx/seminole/seminole-indians/athletes/creed-carlisle/football/stats/?careerid=41i25ldtdjetd,41i25ldtdjetd,OLB,Seminole,TX,176,176,13.5,78,75,25.0,3.0,13,2023,tackles
63,Joseph,Kessler,Joseph Kessler,/ca/palo-alto/palo-alto-vikings/athletes/joseph-kessler/football/stats/?careerid=e5nkenbmoq0ee,e5nkenbmoq0ee,"TE, MLB",Palo Alto,CA,175,175,14.6,51,124,12.5,1.0,12,2023,tackles
64,Donavan,Frederick,Donavan Frederick,/nc/fayetteville/seventy-first-falcons/athletes/donavan-frederick/football/stats/?careerid=n0o124b6oa7ff,n0o124b6oa7ff,"LB, RB",Seventy-First,NC,175,175,10.9,57,118,48.0,6.0,16,2023,tackles
65,Jackson,Thorne,Jackson Thorne,/va/ashburn/independence/athletes/jackson-thorne/football/stats/?careerid=dt2j1hjnihfj3,dt2j1hjnihfj3,"LB, RB",Independence,VA,174,174,15.8,109,65,29.0,13.5,11,2023,tackles
66,D'mon,Marable,D'mon Marable,/tn/clinton/clinton-dragons/athletes/dmon-marable/football/stats/?careerid=gpi1ca1ce3tvf,gpi1ca1ce3tvf,"FS, CB",Clinton,TN,174,174,13.4,82,92,13.5,4.5,13,2023,tackles
67,Troy,Long,Troy Long,/ca/riverside/ramona-rams/athletes/troy-long/football/stats/?careerid=kmpofnhfncvo8,kmpofnhfncvo8,"MLB, WR",Ramona,CA,174,174,10.9,52,122,9.5,5.0,16,2023,tackles
68,Dalton,Jordan,Dalton Jordan,/al/luverne/crenshaw-christian-academy-cougars/athletes/dalton-jordan/football/stats/?careerid=lnka51mvdttg0,lnka51mvdttg0,"RB, MLB",Crenshaw Christian Academy,AL,173,173,14.4,88,85,4.0,2.0,12,2023,tackles
69,Shea,Robertson,Shea Robertson,/id/coeur-dalene/coeur-dalene-vikings/athletes/shea-robertson/football/stats/?careerid=8268i825ejrqa,8268i825ejrqa,"TE, LB",Coeur d'Alene,ID,173,173,14.4,110,63,26.0,2.5,12,2023,tackles
70,Kyler,Depaepe,Kyler Depaepe,/nv/sparks/spanish-springs-cougars/athletes/kyler-depaepe/football/stats/?careerid=eoivfi7slqmqa,eoivfi7slqmqa,"ILB, TE",Spanish Springs,NV,173,173,14.4,38,135,14.0,2.0,12,2023,tackles
71,Emilio,Fimbres,Emilio Fimbres,/ca/calexico/vincent-memorial-scots/athletes/emilio-fimbres/football/stats/?careerid=a2lar0ape69ue,a2lar0ape69ue,"DT, LS",Vincent Memorial,CA,173,173,13.3,113,60,37.0,13.0,13,2023,tackles
72,Quintin,Pfautz,Quintin Pfautz,/pa/ephrata/ephrata-mountaineers/athletes/quintin-pfautz/football/stats/?careerid=q65b8lof4gpn7,q65b8lof4gpn7,"TE, LB",Ephrata,PA,173,173,12.4,78,95,14.0,4.5,14,2023,tackles
73,Bodie,Maisano,Bodie Maisano,/nj/verona/verona-hillbillies/athletes/bodie-maisano/football/stats/?careerid=7vjsn3r8rejg0,7vjsn3r8rejg0,"RB, MLB",Verona,NJ,172,172,17.2,93,79,9.0,1.0,10,2023,tackles
74,Alijah,Cotton,Alijah Cotton,/md/snow-hill/snow-hill-eagles/athletes/alijah-cotton/football/stats/?careerid=3oeg7k2lpf599,3oeg7k2lpf599,"RB, LB",Snow Hill,MD,172,172,17.2,19,0,3.0,4.0,10,2023,tackles
75,Zac,Mcleay,Zac Mcleay,/ne/omaha/creighton-prep-junior-jays/athletes/zac-mcleay/football/stats/?careerid=kaho2qbk4itsc,kaho2qbk4itsc,"FS, WR",Creighton Prep,NE,172,172,17.2,68,104,4.0,0.0,10,2023,tackles
76,Khiyale,Washington,Khiyale Washington,/nc/mt-holly/mountain-island-charter-raptors/athletes/khiyale-washington/football/stats/?careerid=u22jg8k3f15cc,u22jg8k3f15cc,"LB, DB",Mountain Island Charter,NC,172,172,14.3,109,63,12.0,9.0,12,2023,tackles
77,Connor,Dooly,Connor Dooly,/fl/tampa/jesuit-tigers/athletes/connor-dooly/football/stats/?careerid=5d5nhuctm9hm6,5d5nhuctm9hm6,MLB,Jesuit,FL,172,172,13.2,97,75,8.0,2.0,13,2023,tackles
78,Ryder,Haynes,Ryder Haynes,/nc/cerro-gordo/west-columbus-vikings/athletes/ryder-haynes/football/stats/?careerid=cqam8jg8geprb,cqam8jg8geprb,"MLB, FB",West Columbus,NC,172,172,12.3,121,51,21.0,1.0,14,2023,tackles
79,Cooper,Thornhill,Cooper Thornhill,/ga/kingsland/camden-county-wildcats/athletes/cooper-thornhill/football/stats/?careerid=9eb3l4tr31itd,9eb3l4tr31itd,OLB,Camden County,GA,172,172,12.3,63,109,5.0,3.0,14,2023,tackles
80,Henry,Masters,Henry Masters,/ca/los-gatos/los-gatos-wildcats/athletes/henry-masters/football/stats/?careerid=c8inmbs7ec9ff,c8inmbs7ec9ff,"OLB, RB",Los Gatos,CA,172,172,12.3,38,134,6.0,0.0,14,2023,tackles
81,Adrian,Castro,Adrian Castro,/ca/whittier/la-serna-lancers/athletes/adrian-castro/football/stats/?careerid=ghh3r6qd4cbh1,ghh3r6qd4cbh1,MLB,La Serna,CA,172,172,10.8,112,60,28.0,11.0,16,2023,tackles
82,Da'veon,Ross,Da'veon Ross,/tx/tyler/chapel-hill-bulldogs/athletes/daveon-ross/football/stats/?careerid=uqg7nd1i477dd,uqg7nd1i477dd,MLB,Chapel Hill,TX,172,172,10.8,120,52,13.0,7.5,16,2023,tackles
83,Bryce,Smalls,Bryce Smalls,/sc/charleston/philip-simmons-iron-horses/athletes/bryce-smalls/football/stats/?careerid=basp11sronjtd,basp11sronjtd,"RB, DE",Philip Simmons,SC,171,171,14.2,67,104,14.0,2.0,12,2023,tackles
84,Tyler,Mann,Tyler Mann,/tn/sevierville/sevier-county-smoky-bears/athletes/tyler-mann/football/stats/?careerid=1a5ea2vudtsqa,1a5ea2vudtsqa,"MLB, RB",Sevier County,TN,171,171,14.2,108,63,11.0,4.0,12,2023,tackles
85,Jerome,Roberts,Jerome Roberts,/ca/san-diego/lincoln-hornets/athletes/jerome-roberts/football/stats/?careerid=unt70bd60dm11,unt70bd60dm11,MLB,Lincoln,CA,171,171,14.2,144,27,33.0,3.0,12,2023,tackles
86,Kobe,Moore,Kobe Moore,/pa/camp-hill/camp-hill-lions/athletes/kobe-moore/football/stats/?careerid=972erq1u4flqa,972erq1u4flqa,"RB, MLB",Camp Hill,PA,171,171,12.2,118,53,14.0,4.0,14,2023,tackles
87,Jaime,Martinez,Jaime Martinez,/tx/brownsville/veterans-memorial-chargers/athletes/jaime-martinez/football/stats/?careerid=95n86jhf3r699,95n86jhf3r699,,Veterans Memorial,TX,171,171,11.4,11,0,11.0,2.0,15,2023,tackles
88,Tommy,Cusick,Tommy Cusick,/fl/bradenton/img-academy-ascenders/athletes/tommy-cusick/football/stats/?careerid=ime6aq9h84577,ime6aq9h84577,,First Baptist Academy,FL,170,170,14.2,103,67,14.0,3.5,12,2023,tackles
89,Quinterrian,Webb,Quinterrian Webb,/tx/daingerfield/daingerfield-tigers/athletes/quinterrian-webb/football/stats/?careerid=beiinqcr3o1sc,beiinqcr3o1sc,"MLB, RB",Daingerfield,TX,169,169,11.3,32,137,9.0,2.0,15,2023,tackles
90,Braylon,Peebles,Braylon Peebles,/nc/raleigh/cardinal-gibbons-crusaders/athletes/braylon-peebles/football/stats/?careerid=ddo0k1j5mqo55,ddo0k1j5mqo55,"FS, CB",Cardinal Gibbons,NC,169,169,11.3,113,56,5.0,1.0,15,2023,tackles
91,Davhon,Keys,Davhon Keys,/tx/aledo/aledo-bearcats/athletes/davhon-keys/football/stats/?careerid=k6mhd9v6nrrg0,k6mhd9v6nrrg0,"MLB, RB",Aledo,TX,169,169,10.6,111,58,23.5,5.0,16,2023,tackles
92,Grayson,Stewart,Grayson Stewart,/tx/anna/anna-coyotes/athletes/grayson-stewart/football/stats/?careerid=70mam6jopjrg0,70mam6jopjrg0,LB,Anna,TX,169,169,10.6,100,69,18.0,6.0,16,2023,tackles
93,Dallin,Sweat,Dallin Sweat,/ut/manti/manti-templars/athletes/dallin-sweat/football/stats/?careerid=8r8ln6amdnvee,8r8ln6amdnvee,"MLB, RB",Manti,UT,168,168,12.9,62,106,7.0,2.5,13,2023,tackles
94,William,Harris,William Harris,/in/indianapolis/park-tudor-panthers/athletes/william-harris/football/stats/?careerid=8dcub0h0bcem6,8dcub0h0bcem6,"MLB, RB",Park Tudor,IN,168,168,12.9,65,103,10.0,4.0,13,2023,tackles
95,Cole,Peterson,Cole Peterson,/ct/redding/joel-barlow-falcons/athletes/cole-peterson/football/stats/?careerid=0v5qr9cq5u5ff,0v5qr9cq5u5ff,"RB, LB",Joel Barlow,CT,168,168,12.9,85,83,19.0,3.0,13,2023,tackles
96,Eli,Seed,Eli Seed,/fl/venice/venice-indians/athletes/eli-seed/football/stats/?careerid=s8hfeoin0av22,s8hfeoin0av22,MLB,Venice,FL,168,168,11.2,109,59,11.0,5.0,15,2023,tackles
97,Kesean,Meeks,Kesean Meeks,/tx/killeen/ellison-eagles/athletes/kesean-meeks/football/stats/?careerid=nt6orpopll5sc,nt6orpopll5sc,MLB,Ellison,TX,167,167,16.7,121,46,21.0,4.0,10,2023,tackles
98,Zeb,Pulliam,Zeb Pulliam,/tn/somerville/fayette-academy-vikings/athletes/zeb-pulliam/football/stats/?careerid=ch4jbpq5pve77,ch4jbpq5pve77,"T, MLB",Fayette Academy,TN,167,167,15.2,96,71,17.0,9.0,11,2023,tackles
99,Sam,Mattingly,Sam Mattingly,/tx/magnolia/magnolia-west-mustangs/athletes/sam-mattingly/football/stats/?careerid=vjq78o2g6n199,vjq78o2g6n199,LB,Magnolia West,TX,167,167,13.9,95,72,6.0,0.5,12,2023,tackles
100,Amare,Haynes,Amare Haynes,/sc/st-matthews/calhoun-county-saints/athletes/amare-haynes/football/stats/?careerid=asqjg1vsjg8k4,asqjg1vsjg8k4,"RB, MLB",Calhoun County,SC,167,167,13.9,146,21,18.0,10.0,12,2023,tackles
101,Nick,Duffy,Nick Duffy,/nv/las-vegas/faith-lutheran-crusaders/athletes/nick-duffy/football/stats/?careerid=a5lt7fkqfpsl5,a5lt7fkqfpsl5,"FB, MLB",Faith Lutheran,NV,167,167,12.8,126,41,24.0,4.0,13,2023,tackles
102,Dj,Cooks,Dj Cooks,/tx/tenaha/tenaha-tigers/athletes/dj-cooks/football/stats/?careerid=6i9qic7aa3833,6i9qic7aa3833,RB,Tenaha,TX,167,167,12.8,167,0,4.0,1.0,13,2023,tackles
103,Gavyn,Baker,Gavyn Baker,/al/moody/moody-blue-devils/athletes/gavyn-baker/football/stats/?careerid=dda5cv84b0377,dda5cv84b0377,OLB,Moody,AL,167,167,12.8,130,37,15.0,4.0,13,2023,tackles
104,Qb,Reese,Qb Reese,/al/birmingham/ramsay-rams/athletes/qb-reese/football/stats/?careerid=urvdfuc283gbb,urvdfuc283gbb,"MLB, OLB",Ramsay,AL,167,167,11.9,70,97,25.0,4.0,14,2023,tackles
105,Stud,Campbell,Stud Campbell,/pa/columbia/columbia-crimson-tide/athletes/stud-campbell/football/stats/?careerid=1jov11ja18f88,1jov11ja18f88,MLB,Columbia,PA,166,166,16.6,129,20,4.0,6.0,10,2023,tackles
106,Daniel,Bruce fisi'ihoi hansen,Daniel Bruce fisi'ihoi hansen,/ca/bellflower/st-john-bosco-braves/athletes/daniel-bruce-fisiihoi-hansen/football/stats/?careerid=cc47h8b4iroi2,cc47h8b4iroi2,"OLB, RB",Edison,CA,166,166,15.1,44,122,8.0,3.0,11,2023,tackles
