rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,rushing_yards_per_attempt,rushing_attempts,longest_rush,rushing_touchdowns,fumbles,games_played,year,category
106,Jomon,Dotson,Jomon Dotson,/ca/american-canyon/american-canyon-wolves/athletes/jomon-dotson/football/stats/?careerid=s7juh0cap9544,s7juh0cap9544,"RB, DB",American Canyon,CA,2148,2148,179.0,12.86,167,88,24,0,12,2012,rushing
107,Josh,Marriner,Josh Marriner,/va/chesapeake/western-branch-bruins/athletes/josh-marriner/football/stats/?careerid=pvohg67hubdj3,pvohg67hubdj3,"RB, OLB",Western Branch,VA,2145,2145,178.8,8.58,250,90,24,2,12,2012,rushing
108,Colin,Moore,Colin Moore,/ct/avon/avon-falcons/athletes/colin-moore/football/stats/?careerid=1fsd98q8lj088,1fsd98q8lj088,"RB, DB",Avon,CT,2144,2144,194.9,8.25,260,75,30,2,11,2012,rushing
109,Jake,Middleton,Jake Middleton,/ky/harlan/harlan-county-black-bears/athletes/jake-middleton/football/stats/?careerid=nvmleam504u66,nvmleam504u66,"OLB, RB",Harlan County,KY,2141,2141,152.9,7.84,273,92,29,4,14,2012,rushing
110,Leonard,Fournette,Leonard Fournette,/la/new-orleans/st-augustine-purple-knights/athletes/leonard-fournette/football/stats/?careerid=kbmdkdvmbslo8,kbmdkdvmbslo8,RB,St. Augustine,LA,2135,2135,164.2,10.89,196,0,31,0,13,2012,rushing
111,Dominique,Drake,Dominique Drake,/az/sierra-vista/buena-colts/athletes/dominique-drake/football/stats/?careerid=3m1i10ap6lkh1,3m1i10ap6lkh1,RB,Buena,AZ,2125,2125,193.2,8.78,242,84,30,1,11,2012,rushing
112,Robert,Frazier,Robert Frazier,/ca/elk-grove/elk-grove-thundering-herd/athletes/robert-frazier/football/stats/?careerid=o1u6alvogfdbb,o1u6alvogfdbb,"RB, DB",Elk Grove,CA,2120,2120,151.4,8.25,257,76,22,4,14,2012,rushing
113,Deandre,Wright,Deandre Wright,/il/momence/momence-momence-athletics/athletes/deandre-wright/football/stats/?careerid=imm74tbgo4qsc,imm74tbgo4qsc,"RB, DB",Momence,IL,2115,2115,211.5,9.57,221,95,32,1,10,2012,rushing
114,Altarique,Mosley,Altarique Mosley,/pa/stroudsburg/stroudsburg-mountaineers/athletes/altarique-mosley/football/stats/?careerid=j58sttn5lsph1,j58sttn5lsph1,"RB, SS",Stroudsburg,PA,2114,2114,176.2,7.74,273,84,19,0,12,2012,rushing
115,Jaden,Franklin,Jaden Franklin,/co/englewood/kent-denver-sun-devils/athletes/jaden-franklin/football/stats/?careerid=cse0ofcdtgk99,cse0ofcdtgk99,"RB, DB",Kent Denver,CO,2113,2113,162.5,10.73,197,61,28,1,13,2012,rushing
116,Kyle,Jean,Kyle Jean,/ca/van-nuys/van-nuys-wolves/athletes/kyle-jean/football/stats/?careerid=njo2p076njo44,njo2p076njo44,"RB, DB",Van Nuys,CA,2113,2113,176.1,8.7,243,65,23,0,12,2012,rushing
117,Jacobe,Galley,Jacobe Galley,/co/hotchkiss/north-fork-miners/athletes/jacobe-galley/football/stats/?careerid=9l7s9han2kpbb,9l7s9han2kpbb,,North Fork,CO,2111,2111,175.9,11.23,188,92,27,4,12,2012,rushing
118,Wesley,Hills,Wesley Hills,/nj/wildwood/wildwood-warriors/athletes/wesley-hills/football/stats/?careerid=ko81jglmphsff,ko81jglmphsff,"RB, OLB",Wildwood,NJ,2111,2111,211.1,9.1,232,95,33,1,10,2012,rushing
119,Austin,DeFreitas,Austin DeFreitas,/ca/irvine/woodbridge-warriors/athletes/austin-defreitas/football/stats/?careerid=h55g22b6cdhbb,h55g22b6cdhbb,"OLB, RB",Woodbridge,CA,2111,2111,162.4,6.5,325,86,19,0,13,2012,rushing
120,Ragan,Henderson,Ragan Henderson,/tx/rice/rice-bulldogs/athletes/ragan-henderson/football/stats/?careerid=ivmge55a8smdd,ivmge55a8smdd,"RB, LB",Rice,TX,2109,2109,210.9,9.67,218,85,23,5,10,2012,rushing
121,Logan,Gigl,Logan Gigl,/il/clifton/clifton-central-comets/athletes/logan-gigl/football/stats/?careerid=f5euh07u4a2j3,f5euh07u4a2j3,"RB, LB",Clifton Central,IL,2109,2109,162.2,6.98,302,0,25,0,13,2012,rushing
122,Jabril,Taylor,Jabril Taylor,/az/buckeye/buckeye-hawks/athletes/jabril-taylor/football/stats/?careerid=if837va98i044,if837va98i044,"RB, S",Buckeye,AZ,2107,2107,175.6,8.85,238,0,31,4,12,2012,rushing
123,Derrick,Craine,Derrick Craine,/ga/mcdonough/union-grove-wolverines/athletes/derrick-craine/football/stats/?careerid=84u3ia5gtfjff,84u3ia5gtfjff,"RB, LB",Union Grove,GA,2105,2105,175.4,7.71,273,82,26,0,12,2012,rushing
124,Dalonte,Waters,Dalonte Waters,/md/salisbury/parkside-rams/athletes/dalonte-waters/football/stats/?careerid=q9444o0or4f88,q9444o0or4f88,"RB, TB",Parkside,MD,2104,2104,210.4,8.8,239,98,17,2,10,2012,rushing
125,Tiapepe,Vitale,Tiapepe Vitale,/ca/concord/de-la-salle-spartans/athletes/tiapepe-vitale/football/stats/?careerid=9j4hg1td8plbb,9j4hg1td8plbb,"RB, LB",De La Salle,CA,2102,2102,140.1,6.87,306,79,33,6,15,2012,rushing
126,Daniel,Sherrell,Daniel Sherrell,/or/clackamas/clackamas-cavaliers/athletes/daniel-sherrell/football/stats/?careerid=6nurj7bi06vbb,6nurj7bi06vbb,"RB, DB",Clackamas,OR,2102,2102,191.1,6.61,318,80,25,0,11,2012,rushing
127,Heath,Harding,Heath Harding,/oh/miamisburg/dayton-christian-warriors/athletes/heath-harding/football/stats/?careerid=u9at7oc1cs733,u9at7oc1cs733,"RB, CB",Dayton Christian,OH,2097,2097,209.7,18.24,115,80,30,2,10,2012,rushing
128,Ethan,Thomas,Ethan Thomas,/tn/elizabethton/elizabethton-fighting-cyclones/athletes/ethan-thomas/football/stats/?careerid=0udkc8r535t66,0udkc8r535t66,"RB, S",Elizabethton,TN,2095,2095,149.6,7.82,268,86,19,1,14,2012,rushing
129,Drew,Smith,Drew Smith,/nv/reno/damonte-ranch-mustangs/athletes/drew-smith/football/stats/?careerid=s8dspo8oorum6,s8dspo8oorum6,"RB, OLB",Damonte Ranch,NV,2094,2094,174.5,7.25,289,80,26,3,12,2012,rushing
130,Jamal,Morrow,Jamal Morrow,/ca/menifee/heritage-patriots/athletes/jamal-morrow/football/stats/?careerid=jbrk7rbn4k9cc,jbrk7rbn4k9cc,"RB, DB",Heritage,CA,2092,2092,174.3,9.96,210,85,16,0,12,2012,rushing
131,Blake,Reddick,Blake Reddick,/pa/stoneboro/lakeview-sailors/athletes/blake-reddick/football/stats/?careerid=agedrt7tqvoo8,agedrt7tqvoo8,"RB, DB",Lakeview,PA,2091,2091,174.2,7.39,283,68,17,1,12,2012,rushing
132,Josh,Adams,Josh Adams,/pa/warrington/central-bucks-south-titans/athletes/josh-adams/football/stats/?careerid=tbcd4429anpqa,tbcd4429anpqa,"RB, DB",Central Bucks South,PA,2089,2089,174.1,8.19,255,73,28,4,12,2012,rushing
133,Isaiah,Williams,Isaiah Williams,/ca/sacramento/burbank-titans/athletes/isaiah-williams/football/stats/?careerid=9t5dc54471jue,9t5dc54471jue,"FB, LB",Burbank,CA,2087,2087,160.5,11.47,182,90,25,1,13,2012,rushing
134,Ray,Lomas IV,Ray Lomas IV,/ca/modesto/central-catholic-raiders/athletes/ray-lomas-iv/football/stats/?careerid=kvdgtafv3fjh1,kvdgtafv3fjh1,"RB, SS",Central Catholic,CA,2084,2084,130.2,8.87,235,74,34,5,16,2012,rushing
135,Evan,Kasian,Evan Kasian,/ga/marietta/walker-wolverines/athletes/evan-kasian/football/stats/?careerid=bo9lgdr68jt88,bo9lgdr68jt88,"RB, DB",Walker,GA,2080,2080,173.3,8.25,252,81,27,8,12,2012,rushing
136,Dante,Tobler,Dante Tobler,/nj/new-milford/new-milford-knights/athletes/dante-tobler/football/stats/?careerid=ssr0ohtr7j366,ssr0ohtr7j366,"RB, CB",New Milford,NJ,2075,2075,172.9,7.31,284,93,27,4,12,2012,rushing
137,Tate,Fenoglio,Tate Fenoglio,/tx/nocona/nocona-indians/athletes/tate-fenoglio/football/stats/?careerid=n0getfi4k5rm6,n0getfi4k5rm6,"RB, S",Nocona,TX,2074,2074,172.8,7.46,278,0,21,0,12,2012,rushing
138,Jerry,Nasi,Jerry Nasi,/ny/highland-falls/oneill-raiders/athletes/jerry-nasi/football/stats/?careerid=iu9oslfj54466,iu9oslfj54466,"RB, CB",O'Neill,NY,2072,2072,188.4,9.68,214,98,34,2,11,2012,rushing
139,Jalon,Luque,Jalon Luque,/ca/rohnert-park/rancho-cotate-cougars/athletes/jalon-luque/football/stats/?careerid=p4fh3n3vq6ji2,p4fh3n3vq6ji2,"RB, DB",Rancho Cotate,CA,2071,2071,159.3,11.02,188,98,24,0,13,2012,rushing
140,Manny,Morgan,Manny Morgan,/fl/naples/naples-golden-eagles/athletes/manny-morgan/football/stats/?careerid=hfjeafschifo8,hfjeafschifo8,RB,Naples,FL,2069,2069,159.2,8.44,245,57,25,3,13,2012,rushing
141,Jacquan,Martin,Jacquan Martin,/nc/walnut-cove/south-stokes-sauras/athletes/jacquan-martin/football/stats/?careerid=imn45d58m9t55,imn45d58m9t55,"RB, OLB",South Stokes,NC,2066,2066,187.8,9.43,219,78,32,4,11,2012,rushing
142,Bayle,Wolf,Bayle Wolf,/oh/clarksville/clinton-massie-falcons/athletes/bayle-wolf/football/stats/?careerid=brtl1irqm5066,brtl1irqm5066,"RB, OLB",Clinton-Massie,OH,2059,2059,137.3,9.62,214,85,41,0,15,2012,rushing
143,Landon,Nault,Landon Nault,/ok/kingfisher/kingfisher-yellowjackets/athletes/landon-nault/football/stats/?careerid=b8ct9goaav8ee,b8ct9goaav8ee,"DB, RB",Kingfisher,OK,2057,2057,137.1,7.56,272,56,31,2,15,2012,rushing
144,Brendan,Stewart,Brendan Stewart,/il/carlinville/carlinville-cavaliers/athletes/brendan-stewart/football/stats/?careerid=a4te8953ksag0,a4te8953ksag0,"RB, LB",Carlinville,IL,2049,2049,186.3,12.49,164,79,34,4,11,2012,rushing
145,Tyler,Royal,Tyler Royal,/nc/calypso/north-duplin-rebels/athletes/tyler-royal/football/stats/?careerid=rgn6631f6unn7,rgn6631f6unn7,"QB, DB",North Duplin,NC,2046,2046,186.0,7.81,262,93,29,4,11,2012,rushing
146,Scott,Peterson,Scott Peterson,/ri/north-scituate/ponaganset-chieftains/athletes/scott-peterson/football/stats/?careerid=gvn2msl5nvtl5,gvn2msl5nvtl5,"RB, S",Ponaganset,RI,2045,2045,204.5,7.25,282,92,21,1,10,2012,rushing
147,Nick,Blower,Nick Blower,/oh/columbiana/crestview-rebels/athletes/nick-blower/football/stats/?careerid=8bpbnml59f4rb,8bpbnml59f4rb,"RB, DB",Crestview,OH,2041,2041,170.1,11.28,181,80,25,0,12,2012,rushing
148,Boston,Newsome,Boston Newsome,/ms/new-albany/new-albany-bulldogs/athletes/boston-newsome/football/stats/?careerid=eaqp8675424sc,eaqp8675424sc,"RB, OLB",New Albany,MS,2038,2038,156.8,5.58,365,67,24,10,13,2012,rushing
149,Tanner,Solarczyk,Tanner Solarczyk,/pa/johnstown/richland-rams/athletes/tanner-solarczyk/football/stats/?careerid=hocjmrkmcgcl5,hocjmrkmcgcl5,"RB, DB",Richland,PA,2034,2034,135.6,8.3,245,57,27,1,15,2012,rushing
150,Aaron,Wright,Aaron Wright,/co/colorado-springs/mitchell-marauders/athletes/aaron-wright/football/stats/?careerid=vjmd38gvaobdd,vjmd38gvaobdd,"SS, RB",Mitchell,CO,2034,2034,203.4,7.94,256,80,21,0,10,2012,rushing
151,Jacques,Patrick,Jacques Patrick,/fl/orlando/timber-creek-wolves/athletes/jacques-patrick/football/stats/?careerid=kqfbr07rjfv66,kqfbr07rjfv66,RB,Timber Creek,FL,2032,2032,184.7,8.8,231,76,29,1,11,2012,rushing
152,Dallen,Mercer,Dallen Mercer,/ok/velma/velma-alma-comets/athletes/dallen-mercer/football/stats/?careerid=9ts6641dj3kdd,9ts6641dj3kdd,"TB, LB",Velma-Alma,OK,2032,2032,169.3,8.1,251,65,23,3,12,2012,rushing
153,cody,rothwell,cody rothwell,/ma/west-newbury/pentucket-regional/athletes/cody-rothwell/football/stats/?careerid=aakr28kahvi55,aakr28kahvi55,"RB, DB",Pentucket Regional,MA,2028,2028,184.4,10.56,192,80,26,0,11,2012,rushing
154,Wes,Harness,Wes Harness,/in/poseyville/north-posey-vikings/athletes/wes-harness/football/stats/?careerid=4kcbcokjqbque,4kcbcokjqbque,"RB, LB",North Posey,IN,2026,2026,168.8,8.58,236,68,37,1,12,2012,rushing
155,Cedric,Stokes,Cedric Stokes,/fl/trenton/trenton-tigers/athletes/cedric-stokes/football/stats/?careerid=p52vf1vvojqsc,p52vf1vvojqsc,"RB, S",Trenton,FL,2021,2021,144.4,7.86,257,89,28,0,14,2012,rushing
156,Blake ,Hutchins,Blake  Hutchins,/tx/cross-plains/cross-plains-buffaloes/athletes/blake-hutchins/football/stats/?careerid=4bem8048v7nh1,4bem8048v7nh1,"LB, RB",Cross Plains,TX,2017,2017,201.7,8.96,225,99,26,0,10,2012,rushing
157,Ryan,Wilder,Ryan Wilder,/ma/montague/turners-falls-thunder/athletes/ryan-wilder/football/stats/?careerid=8gcrh9hgo5600,8gcrh9hgo5600,"RB, OLB",Turners Falls,MA,2015,2015,155.0,8.26,244,55,26,2,13,2012,rushing
158,Shannon,Jackson,Shannon Jackson,/pa/fairview/fairview-tigers/athletes/shannon-jackson/football/stats/?careerid=qaebicv9ehc99,qaebicv9ehc99,"TB, DB",Fairview,PA,2014,2014,201.4,7.54,267,62,23,3,10,2012,rushing
159,Drew,Glotfelty,Drew Glotfelty,/pa/berlin/berlin-brothersvalley-mountaineers/athletes/drew-glotfelty/football/stats/?careerid=nuroavp8nkm33,nuroavp8nkm33,"RB, LB",Berlin Brothersvalley,PA,2012,2012,154.8,6.89,292,67,24,6,13,2012,rushing
160,Kaelin,Cason,Kaelin Cason,/tn/gordonsville/gordonsville-tigers/athletes/kaelin-cason/football/stats/?careerid=7kflb451mi633,7kflb451mi633,"RB, LB",Gordonsville,TN,2009,2009,143.5,8.55,235,65,28,3,14,2012,rushing
161,Jeremiah,Kirkland,Jeremiah Kirkland,/ga/fairburn/landmark-christian-war-eagles/athletes/jeremiah-kirkland/football/stats/?careerid=fflt9bnuvdkp9,fflt9bnuvdkp9,RB,Landmark Christian,GA,2007,2007,154.4,7.6,264,0,0,0,13,2012,rushing
162,Shawn,Williams,Shawn Williams,/nc/st-pauls/st-pauls-bulldogs/athletes/shawn-williams/football/stats/?careerid=sds7dnt9akri2,sds7dnt9akri2,"RB, LB",St. Pauls,NC,2007,2007,154.4,7.52,267,58,27,2,13,2012,rushing
163,James,Sams,James Sams,/ca/los-banos/los-banos-tigers/athletes/james-sams/football/stats/?careerid=lpa60lvfp6k88,lpa60lvfp6k88,RB,Los Banos,CA,2006,2006,167.2,7.78,258,73,21,2,12,2012,rushing
164,Romero ,Flores,Romero  Flores,/ca/san-bernardino/aquinas-falcons/athletes/romero-flores/football/stats/?careerid=mu3subcn8qai2,mu3subcn8qai2,"RB, CB",Aquinas,CA,2002,2002,200.2,8.82,227,57,21,3,10,2012,rushing
165,Joe,Pacheco,Joe Pacheco,/ct/new-fairfield/new-fairfield-rebels/athletes/joe-pacheco/football/stats/?careerid=4to1jdh5u1cvf,4to1jdh5u1cvf,"TB, LB",New Fairfield,CT,2001,2001,222.3,9.81,204,76,21,0,9,2012,rushing
166,Osirius,Burke,Osirius Burke,/ca/quartz-hill/quartz-hill-royals/athletes/osirius-burke/football/stats/?careerid=brfedh3943g88,brfedh3943g88,"RB, LB",Quartz Hill,CA,2001,2001,181.9,8.7,230,258,29,0,11,2012,rushing
167,Trey,Knowles,Trey Knowles,/ok/wynnewood/wynnewood-savages/athletes/trey-knowles/football/stats/?careerid=m4l6vuvrv15m6,m4l6vuvrv15m6,"FB, ILB",Wynnewood,OK,2001,2001,133.4,8.48,236,72,29,3,15,2012,rushing
168,Calvin,Cass,Calvin Cass,/nj/richland/st-augustine-prep-hermits/athletes/calvin-cass/football/stats/?careerid=nnnjsj1mr3066,nnnjsj1mr3066,"RB, DB",St. Augustine Prep,NJ,2001,2001,200.1,7.79,257,87,34,6,10,2012,rushing
169,James,Wheeler,James Wheeler,/pa/west-mifflin/west-mifflin-titans/athletes/james-wheeler/football/stats/?careerid=pcn1k3rcogjn7,pcn1k3rcogjn7,"TB, CB",West Mifflin,PA,2000,2000,181.8,8.26,242,58,27,0,11,2012,rushing
170,Grant,Wicker,Grant Wicker,/tn/white-house/white-house-blue-devils/athletes/grant-wicker/football/stats/?careerid=0thd8ghflllvf,0thd8ghflllvf,"QB, DB",White House,TN,1994,1994,153.4,5.52,361,69,18,9,13,2012,rushing
171,Ardarius,Stewart,Ardarius Stewart,/al/birmingham/fultondale-wildcats/athletes/ardarius-stewart/football/stats/?careerid=bn1baej1fg6g0,bn1baej1fg6g0,"QB, S",Fultondale,AL,1988,1988,152.9,24.54,81,0,39,0,13,2012,rushing
172,Lee,Jones,Lee Jones,/ca/baldwin-park/sierra-vista-dons/athletes/lee-jones/football/stats/?careerid=divo0l7scrv44,divo0l7scrv44,"RB, DB",Sierra Vista,CA,1985,1985,198.5,8.48,234,80,21,0,10,2012,rushing
173,Forrest,Lohman,Forrest Lohman,/ca/san-juan-capistrano/saddleback-valley-christian-warriors/athletes/forrest-lohman/football/stats/?careerid=a0pm89cplvji2,a0pm89cplvji2,"RB, OLB",Saddleback Valley Christian,CA,1983,1983,180.3,9.1,218,69,25,2,11,2012,rushing
174,Tiberias,Lampkin,Tiberias Lampkin,/ms/maben/west-oktibbeha-timberwolves/athletes/tiberias-lampkin/football/stats/?careerid=6lfa83qm1qtj3,6lfa83qm1qtj3,"RB, LB",West Oktibbeha,MS,1982,1982,180.2,10.16,195,70,32,0,11,2012,rushing
175,Zane,Jacoby,Zane Jacoby,/mo/huntsville/westran-hornets/athletes/zane-jacoby/football/stats/?careerid=h7s2tvq25si99,h7s2tvq25si99,"QB, DB",Westran,MO,1982,1982,165.2,9.35,212,72,33,4,12,2012,rushing
176,Austin,Walter,Austin Walter,/tx/crosby/crosby-cougars/athletes/austin-walter/football/stats/?careerid=qq3u1g9hhehaa,qq3u1g9hhehaa,RB,Crosby,TX,1976,1976,164.7,10.08,196,84,21,2,12,2012,rushing
177,Larry,Cheeks,Larry Cheeks,/tx/crowley/crowley-eagles/athletes/larry-cheeks/football/stats/?careerid=t3kii3cnv1jk4,t3kii3cnv1jk4,RB,Crowley,TX,1975,1975,164.6,8.23,240,86,23,1,12,2012,rushing
178,Ethan,Marks,Ethan Marks,/co/louisville/monarch-coyotes/athletes/ethan-marks/football/stats/?careerid=tp3snf0vk0g22,tp3snf0vk0g22,,Monarch,CO,1975,1975,151.9,6.48,305,22,21,0,13,2012,rushing
179,Chris,Sidfrid,Chris Sidfrid,/mo/clinton/clinton-cardinals/athletes/chris-sidfrid/football/stats/?careerid=p92u1k34bp7h1,p92u1k34bp7h1,,Clinton,MO,1967,1967,196.7,6.37,309,65,19,3,10,2012,rushing
180,Anthony,Cota,Anthony Cota,/ca/manteca/sierra-timberwolves/athletes/anthony-cota/football/stats/?careerid=k62mqafo4p9l5,k62mqafo4p9l5,"RB, SS",Sierra,CA,1966,1966,163.8,7.74,254,81,38,0,12,2012,rushing
181,Dee,Paul,Dee Paul,/tx/munday/munday-moguls/athletes/dee-paul/football/stats/?careerid=tlaibo0ehq0dd,tlaibo0ehq0dd,"QB, S",Munday,TX,1959,1959,130.6,15.19,129,96,32,4,15,2012,rushing
182,Chris,Bullock,Chris Bullock,/va/richmond/central-virginia-disciples/athletes/chris-bullock/football/stats/?careerid=uolae8tmnvvm6,uolae8tmnvvm6,"TB, OLB",Central Virginia Disciples,VA,1957,1957,163.1,9.5,206,65,27,6,12,2012,rushing
183,Jonathan,Diaz,Jonathan Diaz,/nj/rutherford/st-mary-gaels/athletes/jonathan-diaz/football/stats/?careerid=c2uabrbmmn5bb,c2uabrbmmn5bb,"RB, DB",St. Mary,NJ,1954,1954,162.8,9.09,215,82,34,0,12,2012,rushing
184,Casey,Gray,Casey Gray,/pa/bellwood/bellwood-antis-blue-devils/athletes/casey-gray/football/stats/?careerid=dhgv27dvg9un7,dhgv27dvg9un7,"TB, CB",Bellwood-Antis,PA,1954,1954,130.3,6.14,318,95,29,8,15,2012,rushing
185,Ryan,Severson,Ryan Severson,/ca/san-jose/valley-christian-warriors/athletes/ryan-severson/football/stats/?careerid=v2kv7j6kuf555,v2kv7j6kuf555,"RB, LB",Valley Christian,CA,1951,1951,150.1,11.75,166,95,32,0,13,2012,rushing
186,T. J.,Spykstra,T. J. Spykstra,/ca/ontario/ontario-christian-knights/athletes/t-j-spykstra/football/stats/?careerid=qst6iggtufgee,qst6iggtufgee,"RB, DB",Ontario Christian,CA,1948,1948,149.8,9.84,198,74,22,5,13,2012,rushing
187,Stanley,Williams,Stanley Williams,/ga/monroe/george-walton-academy-bulldogs/athletes/stanley-williams/football/stats/?careerid=31d35dcmsn633,31d35dcmsn633,"RB, CB",George Walton Academy,GA,1948,1948,149.8,9.41,207,76,24,3,13,2012,rushing
188,Draylon,Sterling,Draylon Sterling,/tx/corsicana/mildred-eagles/athletes/draylon-sterling/football/stats/?careerid=dm7of9lf5gd44,dm7of9lf5gd44,"RB, S",Mildred,TX,1947,1947,129.8,10.76,181,79,34,3,15,2012,rushing
189,Kurt ,Calhoun,Kurt  Calhoun,/wa/zillah/zillah-leopards/athletes/kurt-calhoun/football/stats/?careerid=ima1ltsahqaj3,ima1ltsahqaj3,"RB, OLB",Zillah,WA,1947,1947,194.7,8.39,232,95,29,0,10,2012,rushing
190,James,Felila,James Felila,/ut/kearns/kearns-cougars/athletes/james-felila/football/stats/?careerid=279qfq9ee19rb,279qfq9ee19rb,RB,Kearns,UT,1945,1945,176.8,8.14,239,0,22,0,11,2012,rushing
191,Michael,Million,Michael Million,/nj/montclair/montclair-mounties/athletes/michael-million/football/stats/?careerid=qc7n29gkbesl5,qc7n29gkbesl5,"RB, LB",Montclair,NJ,1944,1944,162.0,7.74,251,97,20,0,12,2012,rushing
192,Kentayvus,Hopkins,Kentayvus Hopkins,/ky/paris/bourbon-county-colonels/athletes/kentayvus-hopkins/football/stats/?careerid=bcphpatd2lqo8,bcphpatd2lqo8,"RB, OLB",Bourbon County,KY,1940,1940,138.6,10.21,190,84,27,1,14,2012,rushing
193,Brady,Mengarelli,Brady Mengarelli,/az/prescott/prescott-badgers/athletes/brady-mengarelli/football/stats/?careerid=p9ues85r9fmi2,p9ues85r9fmi2,"RB, DB",Prescott,AZ,1940,1940,176.4,9.75,199,76,22,3,11,2012,rushing
194,Clyde,Newton,Clyde Newton,/fl/punta-gorda/charlotte-fightin-tarpons/athletes/clyde-newton/football/stats/?careerid=o6lvgl10f1d99,o6lvgl10f1d99,"FB, LB",Charlotte,FL,1939,1939,176.3,8.39,231,84,22,0,11,2012,rushing
195,Brock,West,Brock West,/mo/lebanon/lebanon-yellowjackets/athletes/brock-west/football/stats/?careerid=2k4an64rpi655,2k4an64rpi655,"ATH, RB",Lebanon,MO,1930,1930,193.0,8.43,229,79,31,3,10,2012,rushing
196,Deven,Boston,Deven Boston,/ca/buena-park/buena-park-coyotes/athletes/deven-boston/football/stats/?careerid=cukmlgepqc9ue,cukmlgepqc9ue,"RB, TE",Buena Park,CA,1928,1928,192.8,9.74,198,90,23,1,10,2012,rushing
197,Steven,Machado,Steven Machado,/ca/newman/orestimba-warriors/athletes/steven-machado/football/stats/?careerid=s31bka7sprd66,s31bka7sprd66,"RB, LB",Orestimba,CA,1927,1927,192.7,9.13,211,0,23,0,10,2012,rushing
198,Nathan,Jones,Nathan Jones,/or/scio/scio-loggers/athletes/nathan-jones/football/stats/?careerid=ob60urnhh5dff,ob60urnhh5dff,"RB, LB",Scio,OR,1924,1924,148.0,7.7,250,66,29,1,13,2012,rushing
199,PJ,Walker,PJ Walker,/ca/perris/citrus-hill-hawks/athletes/pj-walker/football/stats/?careerid=hellhppa3f7td,hellhppa3f7td,TB,Citrus Hill,CA,1922,1922,137.3,7.66,251,90,34,0,14,2012,rushing
200,Blake,Ingleton,Blake Ingleton,/ga/canton/sequoyah-chiefs/athletes/blake-ingleton/football/stats/?careerid=5c5jtuj83j0ee,5c5jtuj83j0ee,"RB, DB",Sequoyah,GA,1919,1919,213.2,9.6,200,0,26,0,9,2012,rushing
201,Sean,Peterson,Sean Peterson,/ma/maynard/maynard-bromfield-tigers/athletes/sean-peterson/football/stats/?careerid=ihib17alv0fo8,ihib17alv0fo8,"RB, DB",Maynard/Bromfield,MA,1913,1913,173.9,8.39,228,67,25,0,11,2012,rushing
202,Harris,Coleman,Harris Coleman,/tx/lorena/lorena-leopards/athletes/harris-coleman/football/stats/?careerid=lomajdfmf8ih1,lomajdfmf8ih1,"QB, K",Lorena,TX,1912,1912,147.1,5.62,340,67,31,8,13,2012,rushing
203,Ryan,Hunley,Ryan Hunley,/ca/bellflower/bellflower-buccaneers/athletes/ryan-hunley/football/stats/?careerid=jhnosik3g4il5,jhnosik3g4il5,RB,Bellflower,CA,1907,1907,190.7,7.28,262,84,17,3,10,2012,rushing
204,Quadre,Butler,Quadre Butler,/ms/cleveland/east-side-wildcats/athletes/quadre-butler/football/stats/?careerid=6cqtvt887i3dd,6cqtvt887i3dd,"RB, LB",East Side,MS,1906,1906,127.1,7.56,252,58,15,2,15,2012,rushing
205,Jacob,Flores,Jacob Flores,/nv/lovelock/pershing-county-mustangs/athletes/jacob-flores/football/stats/?careerid=i8jcftjmgc1cc,i8jcftjmgc1cc,"RB, DB",Pershing County,NV,1905,1905,158.8,11.91,160,70,26,0,12,2012,rushing
206,Vincent,Rambo,Vincent Rambo,/oh/columbus/independence-76ers/athletes/vincent-rambo/football/stats/?careerid=2526akso654i2,2526akso654i2,"RB, DB",Independence,OH,1905,1905,190.5,9.38,203,80,20,7,10,2012,rushing
207,Nick,O?brien,Nick O?brien,/pa/exeter/wyoming-area-warriors/athletes/nick-obrien/football/stats/?careerid=ferl1eda9sbo8,ferl1eda9sbo8,QB,Wyoming Area,PA,1905,1905,146.5,8.28,230,59,29,9,13,2012,rushing
208,Trace,Windsor,Trace Windsor,/mo/shelbina/south-shelby-cardinals/athletes/trace-windsor/football/stats/?careerid=b344q83i2g144,b344q83i2g144,"RB, LB",South Shelby,MO,1905,1905,146.5,6.95,274,85,17,2,13,2012,rushing
209,David,Williams,David Williams,/pa/philadelphia/imhotep-charter-panthers/athletes/david-williams/football/stats/?careerid=62k3hknji17rb,62k3hknji17rb,"RB, ATH",Imhotep Charter,PA,1904,1904,136.0,9.76,195,99,23,3,14,2012,rushing
210,Ja'wuan,Woodley,Ja'wuan Woodley,/oh/columbus/bishop-hartley-hawks/athletes/jawuan-woodley/football/stats/?careerid=55rpacos0rnvf,55rpacos0rnvf,"RB, LB",Bishop Hartley,OH,1904,1904,136.0,7.71,247,72,26,6,14,2012,rushing
211,Carney,Crawford,Carney Crawford,/ri/east-greenwich/east-greenwich-avengers/athletes/carney-crawford/football/stats/?careerid=207drdc2oqsdd,207drdc2oqsdd,"RB, DB",East Greenwich,RI,1904,1904,158.7,6.1,312,57,15,0,12,2012,rushing
