rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,rushing_yards_per_attempt,rushing_attempts,longest_rush,rushing_touchdowns,fumbles,games_played,year,category
107,Keynon,Whetstone,Keynon Whetstone,/tx/ore-city/ore-city-rebels/athletes/keynon-whetstone/football/stats/?careerid=7g16ad2mpmpn7,7g16ad2mpmpn7,"QB, DB",Ore City,TX,2106,2106,210.6,11.51,183,0,24,0,10,2011,rushing
108,Erich,Wilson,Erich Wilson,/ca/san-mateo/junipero-serra-padres/athletes/erich-wilson/football/stats/?careerid=hplrlihu8ko55,hplrlihu8ko55,"RB, C",Junipero Serra,CA,2106,2106,162.0,9.32,226,89,33,0,13,2011,rushing
109,Sean,Heil,Sean Heil,/or/scio/scio-loggers/athletes/sean-heil/football/stats/?careerid=ctqrn2n157366,ctqrn2n157366,"RB, LB",Scio,OR,2106,2106,150.4,9.08,232,82,26,1,14,2011,rushing
110,RaShodrick,Linwood,RaShodrick Linwood,/tx/linden/linden-kildare-tigers/athletes/rashodrick-linwood/football/stats/?careerid=4tu9avmeb1sk4,4tu9avmeb1sk4,"QB, WR",Linden-Kildare,TX,2105,2105,210.5,8.77,240,95,25,0,10,2011,rushing
111,Julian,Durden,Julian Durden,/pa/mckees-rocks/montour-spartans/athletes/julian-durden/football/stats/?careerid=3fgobhvo5qip9,3fgobhvo5qip9,"RB, LB",Montour,PA,2104,2104,140.3,8.16,258,80,27,9,15,2011,rushing
112,Xavier,Grindle,Xavier Grindle,/ms/columbia/east-marion-eagles/athletes/xavier-grindle/football/stats/?careerid=pf9s9h14sbt66,pf9s9h14sbt66,"RB, DB",East Marion,MS,2103,2103,140.2,8.76,240,91,18,5,15,2011,rushing
113,Shawn,Bertrand,Shawn Bertrand,/mo/shelbina/south-shelby-cardinals/athletes/shawn-bertrand/football/stats/?careerid=2t76frvusgpdd,2t76frvusgpdd,"RB, LB",South Shelby,MO,2103,2103,140.2,5.99,351,65,24,5,15,2011,rushing
114,Ja'mon,Cotton,Ja'mon Cotton,/ks/hutchinson/hutchinson-salthawks/athletes/jamon-cotton/football/stats/?careerid=u64h2fqk44jqa,u64h2fqk44jqa,,Hutchinson,KS,2099,2099,161.5,7.34,286,68,34,10,13,2011,rushing
115,Caden,Neuerburg,Caden Neuerburg,/id/idaho-falls/hillcrest-knights/athletes/caden-neuerburg/football/stats/?careerid=ougokvldckccc,ougokvldckccc,"RB, DB",Hillcrest,ID,2095,2095,174.6,7.22,290,63,23,1,12,2011,rushing
116,Devon,Samuels,Devon Samuels,/ca/ontario/chaffey-tigers/athletes/devon-samuels/football/stats/?careerid=obh5njr857u22,obh5njr857u22,"RB, DB",Chaffey,CA,2088,2088,208.8,6.37,328,77,15,0,10,2011,rushing
117,"Randy ""duke""",Johnson,"Randy ""duke"" Johnson",/fl/miami/norland-vikings/athletes/randy-duke-johnson/football/stats/?careerid=qr2ltcq7h4vsc,qr2ltcq7h4vsc,"ATH, RB",Norland,FL,2087,2087,160.5,10.08,207,70,27,0,13,2011,rushing
118,Max,Mickey,Max Mickey,/mo/holden/holden-eagles/athletes/max-mickey/football/stats/?careerid=7qcq0csjcerj3,7qcq0csjcerj3,"RB, LB",Holden,MO,2085,2085,208.5,7.9,264,79,19,8,10,2011,rushing
119,Zach,Henshaw,Zach Henshaw,/tx/fischer/canyon-lake-hawks/athletes/zach-henshaw/football/stats/?careerid=2422i8t014944,2422i8t014944,RB,Canyon Lake,TX,2084,2084,208.4,7.69,271,45,26,1,10,2011,rushing
120,Corn,Elder,Corn Elder,/tn/nashville/ensworth-tigers/athletes/corn-elder/football/stats/?careerid=r7iqbp9lqr8dd,r7iqbp9lqr8dd,"RB, DB",Ensworth,TN,2080,2080,160.0,10.15,205,89,22,2,13,2011,rushing
121,Greg,Jones,Greg Jones,/nj/colonia/colonia-patriots/athletes/greg-jones/football/stats/?careerid=o5o61mftgi655,o5o61mftgi655,"QB, DB",Colonia,NJ,2080,2080,208.0,8.7,239,92,31,1,10,2011,rushing
122,Isaiah,Garcia,Isaiah Garcia,/ca/arbuckle/pierce-bears/athletes/isaiah-garcia/football/stats/?careerid=4lofkc5ltepbb,4lofkc5ltepbb,"RB, DB",Pierce,CA,2079,2079,189.0,10.61,196,78,28,0,11,2011,rushing
123,Royce,Freeman,Royce Freeman,/ca/imperial/imperial-tigers/athletes/royce-freeman/football/stats/?careerid=1h1aughsb1p88,1h1aughsb1p88,"FB, S",Imperial,CA,2075,2075,172.9,12.81,162,78,35,0,12,2011,rushing
124,Sir-Darius,Yabrough,Sir-Darius Yabrough,/ca/pomona/pomona-red-devils/athletes/sir-darius-yabrough/football/stats/?careerid=lo9jblkqbahk4,lo9jblkqbahk4,ATH,Pomona,CA,2074,2074,188.5,11.33,183,85,21,3,11,2011,rushing
125,Bryan,Driskell,Bryan Driskell,/tx/mckinney/mckinney-boyd-broncos/athletes/bryan-driskell/football/stats/?careerid=orfar0r0fkvrb,orfar0r0fkvrb,RB,McKinney Boyd,TX,2073,2073,188.5,6.58,315,88,28,1,11,2011,rushing
126,Sammy,Mireles,Sammy Mireles,/in/elwood/elwood-panthers/athletes/sammy-mireles/football/stats/?careerid=u586los5omp77,u586los5omp77,RB,Elwood,IN,2071,2071,207.1,6.06,342,0,16,0,10,2011,rushing
127,Dylan,Evans,Dylan Evans,/pa/pen-argyl/pen-argyl-green-knights/athletes/dylan-evans/football/stats/?careerid=02ven6jk3lbsc,02ven6jk3lbsc,"RB, DB",Pen Argyl,PA,2064,2064,147.4,6.68,309,76,29,0,14,2011,rushing
128,Edgar,Segura,Edgar Segura,/ca/mendota/mendota-aztecs/athletes/edgar-segura/football/stats/?careerid=47bh8p2i4mr00,47bh8p2i4mr00,RB,Mendota,CA,2063,2063,171.9,13.75,150,0,0,0,12,2011,rushing
129,Kalyph,Hardy,Kalyph Hardy,/nj/bayville/central-regional-golden-eagles/athletes/kalyph-hardy/football/stats/?careerid=tbb9eq6hjc9ue,tbb9eq6hjc9ue,"HB, FS",Central Regional,NJ,2062,2062,206.2,8.38,246,95,28,1,10,2011,rushing
130,Bobby,Adams,Bobby Adams,/wa/hermiston/hermiston-bulldogs/athletes/bobby-adams/football/stats/?careerid=ssuavla5jt9aa,ssuavla5jt9aa,RB,Hermiston,OR,2058,2058,187.1,6.58,313,66,24,3,11,2011,rushing
131,Tyler,Grethen,Tyler Grethen,/mo/ashland/southern-boone-eagles/athletes/tyler-grethen/football/stats/?careerid=cflkrbj18hgdd,cflkrbj18hgdd,"RB, LB",Southern Boone,MO,2058,2058,171.5,6.2,332,53,27,1,12,2011,rushing
132,Cameron,Mattox,Cameron Mattox,/nc/statesville/south-iredell-vikings/athletes/cameron-mattox/football/stats/?careerid=gcr8curgcitdd,gcr8curgcitdd,RB,South Iredell,NC,2055,2055,146.8,7.53,273,63,31,0,14,2011,rushing
133,Trent ,Hosick,Trent  Hosick,/mo/kansas-city/staley-falcons/athletes/trent-hosick/football/stats/?careerid=clmjb4ha5po00,clmjb4ha5po00,QB,Staley,MO,2054,2054,146.7,8.25,249,78,31,0,14,2011,rushing
134,Andrea,Collins,Andrea Collins,/ms/byhalia/byhalia-indians/athletes/andrea-collins/football/stats/?careerid=o1o7t1kuvrqh1,o1o7t1kuvrqh1,"RB, CB",Byhalia,MS,2048,2048,186.2,11.64,176,80,18,1,11,2011,rushing
135,Mario,Smith,Mario Smith,/ca/costa-mesa/costa-mesa-mustangs/athletes/mario-smith/football/stats/?careerid=mkbjpgr2os2ee,mkbjpgr2os2ee,CB,Costa Mesa,CA,2047,2047,186.1,10.95,187,82,30,2,11,2011,rushing
136,Madison,Ross,Madison Ross,/tx/fort-worth/mercy-culture-prep-royals/athletes/madison-ross/football/stats/?careerid=dab3o11c4i0td,dab3o11c4i0td,"WR, LB",Mercy Culture Prep,TX,2043,2043,170.2,8.51,240,91,32,2,12,2011,rushing
137,Lavon,Coleman,Lavon Coleman,/ca/lompoc/lompoc-braves/athletes/lavon-coleman/football/stats/?careerid=gkm665c0ul3h1,gkm665c0ul3h1,"RB, DB",Lompoc,CA,2038,2038,156.8,6.91,295,71,26,8,13,2011,rushing
138,Dee,Paul,Dee Paul,/tx/munday/munday-moguls/athletes/dee-paul/football/stats/?careerid=tlaibo0ehq0dd,tlaibo0ehq0dd,"QB, S",Munday,TX,2035,2035,127.2,12.11,168,83,34,0,16,2011,rushing
139,Jackson,Gross,Jackson Gross,/mi/clare/clare-pioneers/athletes/jackson-gross/football/stats/?careerid=dgk1k2k286b33,dgk1k2k286b33,"RB, LB",Clare,MI,2035,2035,185.0,9.08,224,82,27,4,11,2011,rushing
140,Will,Jenkins,Will Jenkins,/nc/maiden/maiden-blue-devils/athletes/will-jenkins/football/stats/?careerid=rss2hju8dp3k4,rss2hju8dp3k4,"RB, DB",Maiden,NC,2034,2034,145.3,10.48,194,90,18,1,14,2011,rushing
141,Seth,Hamby,Seth Hamby,/ok/dibble/dibble-demons/athletes/seth-hamby/football/stats/?careerid=46gst2cdtjfp9,46gst2cdtjfp9,"RB, DB",Dibble,OK,2034,2034,169.5,10.43,195,80,27,0,12,2011,rushing
142,Dejon,Coleman,Dejon Coleman,/ca/arleta/arleta-mustangs/athletes/dejon-coleman/football/stats/?careerid=perh8ovsopvsc,perh8ovsopvsc,"RB, DB",Arleta,CA,2029,2029,184.5,12.6,161,74,37,1,11,2011,rushing
143,B.j.,Catalon,B.j. Catalon,/tx/houston/westside-wolves/athletes/bj-catalon/football/stats/?careerid=bsijhq8vmlsaa,bsijhq8vmlsaa,RB,Westside,TX,2029,2029,225.4,12.15,167,90,30,3,9,2011,rushing
144,Daquan,Ellis,Daquan Ellis,/nc/albemarle/albemarle-bulldogs/athletes/daquan-ellis/football/stats/?careerid=i1rq0fcsrplk4,i1rq0fcsrplk4,"RB, DB",Albemarle,NC,2027,2027,135.1,8.66,234,72,27,1,15,2011,rushing
145,A.J.,Glass,A.J. Glass,/or/portland/jesuit-crusaders/athletes/aj-glass/football/stats/?careerid=nnhaqgiemg3l5,nnhaqgiemg3l5,"RB, DB",Jesuit,OR,2024,2024,168.7,6.91,293,72,23,0,12,2011,rushing
146,Robert,Lewis,Robert Lewis,/ca/south-gate/south-east-jaguars/athletes/robert-lewis/football/stats/?careerid=g9ei86c89bmff,g9ei86c89bmff,"RB, FS",South East,CA,2023,2023,144.5,9.97,203,71,30,6,14,2011,rushing
147,Andre,Allen,Andre Allen,/fl/panama-city-beach/arnold-marlins/athletes/andre-allen/football/stats/?careerid=vglmlepcim133,vglmlepcim133,"RB, CB",Arnold,FL,2022,2022,202.2,9.54,212,91,24,0,10,2011,rushing
148,Cameron,Medico,Cameron Medico,/ca/susanville/lassen-grizzlies/athletes/cameron-medico/football/stats/?careerid=blmtn0s26da55,blmtn0s26da55,"RB, LB",Lassen,CA,2022,2022,168.5,8.39,241,67,29,0,12,2011,rushing
149,Jerome,Johnson,Jerome Johnson,/de/lewes/cape-henlopen-vikings/athletes/jerome-johnson/football/stats/?careerid=2g38ml727qpqa,2g38ml727qpqa,"RB, LB",Cape Henlopen,DE,2018,2018,201.8,8.81,229,63,26,3,10,2011,rushing
150,Manny,Vera,Manny Vera,/az/vail/cienega-bobcats/athletes/manny-vera/football/stats/?careerid=tj7idn8tlkldd,tj7idn8tlkldd,RB,Cienega,AZ,2017,2017,144.1,8.69,232,78,31,0,14,2011,rushing
151,Marcus,Mcmillian,Marcus Mcmillian,/ky/harlan/harlan-county-black-bears/athletes/marcus-mcmillian/football/stats/?careerid=mkjgnmcks2444,mkjgnmcks2444,"RB, OLB",Harlan County,KY,2010,2010,154.6,7.94,253,63,31,4,13,2011,rushing
152,Truitt,Kuhlmann,Truitt Kuhlmann,/ks/smith-center/smith-center-redmen/athletes/truitt-kuhlmann/football/stats/?careerid=603hpnh7gdpn7,603hpnh7gdpn7,B,Smith Center,KS,2009,2009,200.9,11.22,179,91,34,3,10,2011,rushing
153,Matt,McDaniels,Matt McDaniels,/ny/uniondale/kellenberg-memorial-firebirds/athletes/matt-mcdaniels/football/stats/?careerid=847eds5ei3jm6,847eds5ei3jm6,QB,Kellenberg Memorial,NY,2009,2009,182.6,7.91,254,87,19,0,11,2011,rushing
154,Trevor,Westover,Trevor Westover,/or/springfield/thurston-colts/athletes/trevor-westover/football/stats/?careerid=lpvm0e2ggfuue,lpvm0e2ggfuue,"RB, DB",Thurston,OR,2006,2006,182.4,7.78,258,74,21,0,11,2011,rushing
155,Hunter,Perez,Hunter Perez,/ca/colfax/colfax-falcons/athletes/hunter-perez/football/stats/?careerid=g8p9f52gnf4rb,g8p9f52gnf4rb,RB,Colfax,CA,2003,2003,166.9,9.23,217,46,31,0,12,2011,rushing
156,Barron,Underwood,Barron Underwood,/co/westminster/the-academy-wildcats/athletes/barron-underwood/football/stats/?careerid=s0v75jj0mkt22,s0v75jj0mkt22,"TB, DB",The Academy,CO,2000,2000,181.8,12.05,166,78,22,0,11,2011,rushing
157,Andrew,Rodriguez,Andrew Rodriguez,/ma/taunton/coyle-cassidy-warriors/athletes/andrew-rodriguez/football/stats/?careerid=93e6vl45ena66,93e6vl45ena66,"RB, DB",Coyle-Cassidy,MA,1993,1993,181.2,8.41,237,71,10,1,11,2011,rushing
158,Percy,O'Bannon,Percy O'Bannon,/ms/charleston/charleston-tigers/athletes/percy-obannon/football/stats/?careerid=mv597d1ml4to8,mv597d1ml4to8,"TB, LB",Charleston,MS,1990,1990,142.1,7.06,282,83,28,0,14,2011,rushing
159,Jake,Lacoste,Jake Lacoste,/or/albany/west-albany-bulldogs/athletes/jake-lacoste/football/stats/?careerid=7jjbe8v1gf8n7,7jjbe8v1gf8n7,"RB, DB",West Albany,OR,1988,1988,165.7,8.18,243,70,22,7,12,2011,rushing
160,Chris,Nevinger,Chris Nevinger,/ny/gainesville/letchworth-legends/athletes/chris-nevinger/football/stats/?careerid=v8k53006s52k4,v8k53006s52k4,"RB, LB",Letchworth,NY,1987,1987,180.6,8.83,225,48,26,0,11,2011,rushing
161,Nick,O'Brien,Nick O'Brien,/pa/exeter/wyoming-area-warriors/athletes/nick-obrien/football/stats/?careerid=bouocgsddc7bb,bouocgsddc7bb,RB,Wyoming Area,PA,1983,1983,165.2,9.63,206,85,32,6,12,2011,rushing
162,Nelson,Agholor,Nelson Agholor,/fl/tampa/berkeley-prep-buccaneers/athletes/nelson-agholor/football/stats/?careerid=erof45dr992n7,erof45dr992n7,ATH,Berkeley Prep,FL,1983,1983,152.5,9.35,212,78,28,0,13,2011,rushing
163,Kyle,Trinidad,Kyle Trinidad,/co/denver/kennedy-commanders/athletes/kyle-trinidad/football/stats/?careerid=rfto12ukv0vue,rfto12ukv0vue,"RB, S",Kennedy,CO,1980,1980,180.0,11.72,169,85,27,0,11,2011,rushing
164,Spencer,Tergliafera,Spencer Tergliafera,/fl/lake-wales/vanguard-panthers/athletes/spencer-tergliafera/football/stats/?careerid=aetqb1q3fqkvf,aetqb1q3fqkvf,"RB, ILB",Vanguard,FL,1979,1979,247.4,16.22,122,80,13,4,8,2011,rushing
165,Daniel,Guizar,Daniel Guizar,/ca/le-grand/le-grand-bulldogs/athletes/daniel-guizar/football/stats/?careerid=gqi8ovmu2ipg0,gqi8ovmu2ipg0,"RB, DB",Le Grand,CA,1975,1975,151.9,10.23,193,66,35,3,13,2011,rushing
166,Melvin ,Mason,Melvin  Mason,/ca/vacaville/vacaville-bulldogs/athletes/melvin-mason/football/stats/?careerid=ntut9lie98m66,ntut9lie98m66,"FB, DB",Vacaville,CA,1971,1971,140.8,8.76,225,82,32,0,14,2011,rushing
167,Deronte,Magee,Deronte Magee,/ms/picayune/picayune-maroon-tide/athletes/deronte-magee/football/stats/?careerid=d0kulk4anh599,d0kulk4anh599,,Picayune,MS,1967,1967,131.1,5.85,336,66,14,5,15,2011,rushing
168,Seth,Ellis,Seth Ellis,/az/coolidge/coolidge-bears/athletes/seth-ellis/football/stats/?careerid=qjv1sj0m08a22,qjv1sj0m08a22,"WR, DB",Coolidge,AZ,1966,1966,178.7,10.51,187,0,38,0,11,2011,rushing
169,Beau,Swales,Beau Swales,/pa/clearfield/clearfield-bison/athletes/beau-swales/football/stats/?careerid=ibnpein4dk9cc,ibnpein4dk9cc,"RB, LB",Clearfield,PA,1962,1962,150.9,6.98,281,0,24,0,13,2011,rushing
170,Sacoy,Malone,Sacoy Malone,/ma/springfield/central-golden-eagles/athletes/sacoy-malone/football/stats/?careerid=pe971c4rdop99,pe971c4rdop99,"RB, FS",Central,MA,1961,1961,150.8,7.63,257,80,20,6,13,2011,rushing
171,Dane,Brown,Dane Brown,/pa/murrysville/franklin-regional-panthers/athletes/dane-brown/football/stats/?careerid=e0eo2ff71tmbb,e0eo2ff71tmbb,"RB, DB",Franklin Regional,PA,1960,1960,163.3,9.33,210,86,34,1,12,2011,rushing
172,Quardarius,Armour,Quardarius Armour,/ms/ridgeland/ridgeland-titans/athletes/quardarius-armour/football/stats/?careerid=musqssfe136ee,musqssfe136ee,RB,Ridgeland,MS,1956,1956,139.7,6.68,293,74,18,6,14,2011,rushing
173,Chris,Brown,Chris Brown,/ca/fresno/san-joaquin-memorial-panthers/athletes/chris-brown/football/stats/?careerid=5uvrifin785bb,5uvrifin785bb,RB,San Joaquin Memorial,CA,1951,1951,162.6,8.0,244,91,28,2,12,2011,rushing
174,Khalif,Herbin,Khalif Herbin,/nj/montclair/montclair-mounties/athletes/khalif-herbin/football/stats/?careerid=6caaikcb242vf,6caaikcb242vf,"QB, DB",Montclair,NJ,1950,1950,162.5,13.09,149,76,36,3,12,2011,rushing
175,Luis,Lopez,Luis Lopez,/tx/san-diego/san-diego-vaqueros/athletes/luis-lopez/football/stats/?careerid=un1klu7avmiqa,un1klu7avmiqa,"FB, LB",San Diego,TX,1950,1950,177.3,11.02,177,96,26,4,11,2011,rushing
176,Terrance,Taylor,Terrance Taylor,/tx/diboll/diboll-lumberjacks/athletes/terrance-taylor/football/stats/?careerid=7oa437ufhii88,7oa437ufhii88,"RB, LB",Diboll,TX,1950,1950,195.0,7.62,256,0,22,0,10,2011,rushing
177,Hayden,Burnett,Hayden Burnett,/tx/garland/garland-christian-academy-swords/athletes/hayden-burnett/football/stats/?careerid=bl34h4dhjmltd,bl34h4dhjmltd,"QB, DB",Garland Christian Academy,TX,1945,1945,162.1,7.66,254,54,30,3,12,2011,rushing
178,Albert,Stevens,Albert Stevens,/ca/paradise/paradise-bobcats/athletes/albert-stevens/football/stats/?careerid=vgefnt8b0ju66,vgefnt8b0ju66,,Paradise,CA,1945,1945,162.1,7.1,274,72,31,0,12,2011,rushing
179,Josh,Bostrom,Josh Bostrom,/id/nampa/nampa-bulldogs/athletes/josh-bostrom/football/stats/?careerid=hsvi0jj3dljg0,hsvi0jj3dljg0,QB,Nampa,ID,1944,1944,216.0,12.79,152,85,22,3,9,2011,rushing
180,Elijah,Hood,Elijah Hood,/nc/charlotte/charlotte-catholic-cougars/athletes/elijah-hood/football/stats/?careerid=vajbfmd61h100,vajbfmd61h100,RB,Charlotte Catholic,NC,1941,1941,138.6,10.49,185,0,35,0,14,2011,rushing
181,Brian,Alvarado,Brian Alvarado,/ca/coalinga/coalinga-horned-toads/athletes/brian-alvarado/football/stats/?careerid=8j4kf2oko1ni2,8j4kf2oko1ni2,"RB, LB",Coalinga,CA,1940,1940,161.7,10.16,191,96,31,0,12,2011,rushing
182,Brent,O'neal,Brent O'neal,/fl/st-petersburg/canterbury-crusaders/athletes/brent-oneal/football/stats/?careerid=95uegaa4tbv33,95uegaa4tbv33,"RB, DB",Canterbury,FL,1939,1939,161.6,10.1,192,80,25,1,12,2011,rushing
183,Austin,Fleming,Austin Fleming,/nc/king/west-stokes-wildcats/athletes/austin-fleming/football/stats/?careerid=h8hp49ks0am44,h8hp49ks0am44,"QB, DB",West Stokes,NC,1930,1930,120.6,6.82,283,73,32,14,16,2011,rushing
184,Josh,Taylor,Josh Taylor,/al/alpine/winterboro-bulldogs/athletes/josh-taylor/football/stats/?careerid=uabo1phndq577,uabo1phndq577,"RB, DB",Winterboro,AL,1927,1927,160.6,10.47,184,88,23,8,12,2011,rushing
185,Andy,Meza,Andy Meza,/az/yuma/gila-ridge-hawks/athletes/andy-meza/football/stats/?careerid=1ph3ktj0d64j3,1ph3ktj0d64j3,"RB, LB",Gila Ridge,AZ,1924,1924,174.9,8.91,216,97,19,0,11,2011,rushing
186,T.J.,Yeldon,T.J. Yeldon,/al/daphne/daphne-trojans/athletes/tj-yeldon/football/stats/?careerid=r0ahu9beunt88,r0ahu9beunt88,RB,Daphne,AL,1921,1921,192.1,10.79,178,0,24,0,10,2011,rushing
187,Phoenix,Johnson,Phoenix Johnson,/mo/webb-city/webb-city-cardinals/athletes/phoenix-johnson/football/stats/?careerid=a9cmi071jcdue,a9cmi071jcdue,"RB, LB",Webb City,MO,1920,1920,128.0,9.06,212,92,33,0,15,2011,rushing
188,Devin,Church,Devin Church,/mi/bloomfield-hills/brother-rice-warriors/athletes/devin-church/football/stats/?careerid=ht0c3le4ovh00,ht0c3le4ovh00,"RB, WR",Brother Rice,MI,1918,1918,137.0,6.66,288,60,20,7,14,2011,rushing
189,Francisco,Lievanos,Francisco Lievanos,/nv/elko/elko-indians/athletes/francisco-lievanos/football/stats/?careerid=02dv1lct9vd22,02dv1lct9vd22,"RB, SS",Elko,NV,1917,1917,191.7,6.52,294,75,26,0,10,2011,rushing
190,Reginald,Davis,Reginald Davis,/tx/tenaha/tenaha-tigers/athletes/reginald-davis/football/stats/?careerid=9pinat741kecc,9pinat741kecc,,Tenaha,TX,1915,1915,136.8,11.13,172,0,35,3,14,2011,rushing
191,Ryan,Mosora,Ryan Mosora,/oh/brookfield/brookfield-warriors/athletes/ryan-mosora/football/stats/?careerid=nvu4envj8nfsc,nvu4envj8nfsc,"RB, DB",Brookfield,OH,1915,1915,191.5,8.29,231,94,17,0,10,2011,rushing
192,Michael,Tweh,Michael Tweh,/mi/mt-pleasant/mt-pleasant-oilers/athletes/michael-tweh/football/stats/?careerid=h5fe86gk3isk4,h5fe86gk3isk4,"RB, DB",Mt. Pleasant,MI,1912,1912,136.6,6.95,275,75,25,0,14,2011,rushing
193,Tj,Thomas,Tj Thomas,/az/mesa/dobson-mustangs/athletes/tj-thomas/football/stats/?careerid=o5lfu86b2h900,o5lfu86b2h900,"RB, S",Dobson,AZ,1910,1910,212.2,8.97,213,89,19,2,9,2011,rushing
194,Harold ,Cooper ,Harold  Cooper ,/ct/new-haven/hillhouse-academics/athletes/harold-cooper/football/stats/?careerid=dvj5jg2sf85td,dvj5jg2sf85td,"RB, OLB",Hillhouse,CT,1905,1905,190.5,11.54,165,75,25,0,10,2011,rushing
195,Gaylon,Maxie,Gaylon Maxie,/ca/rialto/carter-lions/athletes/gaylon-maxie/football/stats/?careerid=4hikjaipq3b22,4hikjaipq3b22,"RB, LB",Carter,CA,1905,1905,158.8,6.76,282,70,24,2,12,2011,rushing
196,Roman,Clay,Roman Clay,/pa/lancaster/lancaster-catholic-crusaders/athletes/roman-clay/football/stats/?careerid=ksn7n0bvcoabb,ksn7n0bvcoabb,"RB, LB",Lancaster Catholic,PA,1899,1899,126.6,10.21,186,90,31,3,15,2011,rushing
197,Chase,Travis,Chase Travis,/tn/pigeon-forge/pigeon-forge-tigers/athletes/chase-travis/football/stats/?careerid=2942osnhbso55,2942osnhbso55,"RB, S",Pigeon Forge,TN,1899,1899,172.6,8.18,232,80,19,0,11,2011,rushing
198,D'Andre,Cannon,D'Andre Cannon,/tx/mesquite/dallas-christian-chargers/athletes/dandre-cannon/football/stats/?careerid=4vpf4bat54erb,4vpf4bat54erb,,Dallas Christian,TX,1891,1891,210.1,6.93,273,80,20,0,9,2011,rushing
199,Drake,Martinez,Drake Martinez,/ca/laguna-beach/laguna-beach-breakers/athletes/drake-martinez/football/stats/?careerid=omij6hpfbo1vf,omij6hpfbo1vf,RB,Laguna Beach,CA,1889,1889,145.3,10.49,180,73,27,0,13,2011,rushing
200,Cade,Shearwood,Cade Shearwood,/ok/stigler/stigler-panthers/athletes/cade-shearwood/football/stats/?careerid=pdcvdj7v0jcvf,pdcvdj7v0jcvf,"QB, RB",Stigler,OK,1889,1889,157.4,7.32,258,0,31,0,12,2011,rushing
201,Louis ,Fenaroli,Louis  Fenaroli,/ct/newtown/newtown-nighthawks/athletes/louis-fenaroli/football/stats/?careerid=r3pg5osdjhbee,r3pg5osdjhbee,"RB, LB",Newtown,CT,1886,1886,157.2,6.64,284,97,29,3,12,2011,rushing
202,Christian,Conway,Christian Conway,/ny/bronxville/bronxville-broncos/athletes/christian-conway/football/stats/?careerid=2mp894u0rapsc,2mp894u0rapsc,"RB, LB",Bronxville,NY,1885,1885,209.4,10.77,175,75,20,0,9,2011,rushing
203,Thamaz,Taylor,Thamaz Taylor,/ms/purvis/purvis-tornadoes/athletes/thamaz-taylor/football/stats/?careerid=r711bo33o2aff,r711bo33o2aff,"RB, DB",Purvis,MS,1881,1881,188.1,8.18,230,0,27,0,10,2011,rushing
204,Johnathan,Andrews,Johnathan Andrews,/tx/cedar-park/summit-christian-academy-eagles/athletes/johnathan-andrews/football/stats/?careerid=t0lbslu960pee,t0lbslu960pee,TB,Summit Christian Academy,TX,1879,1879,208.8,10.27,183,0,21,8,9,2011,rushing
205,Collin,Corbella,Collin Corbella,/ca/scotts-valley/scotts-valley-falcons/athletes/collin-corbella/football/stats/?careerid=r8e3gn5q69d66,r8e3gn5q69d66,"RB, SS",Scotts Valley,CA,1879,1879,170.8,7.14,263,72,13,4,11,2011,rushing
206,Jakiel,Hughes,Jakiel Hughes,/tn/wartrace/cascade-champions/athletes/jakiel-hughes/football/stats/?careerid=4phn70n9j83qa,4phn70n9j83qa,"RB, DB",Cascade,TN,1877,1877,156.4,6.41,293,60,17,0,12,2011,rushing
207,Mike,Reid,Mike Reid,/nj/boonton/boonton-bombers/athletes/mike-reid/football/stats/?careerid=ip1eqkcab0v22,ip1eqkcab0v22,"FB, DB",Boonton,NJ,1875,1875,187.5,8.97,209,80,14,4,10,2011,rushing
208,Dan,Brown,Dan Brown,/pa/warrington/central-bucks-south-titans/athletes/dan-brown/football/stats/?careerid=d3gu9s0tgqrg0,d3gu9s0tgqrg0,"RB, DB",Central Bucks South,PA,1875,1875,156.2,8.8,213,75,37,8,12,2011,rushing
209,David,White,David White,/ny/bronx/lehman-lions/athletes/david-white/football/stats/?careerid=7he814glubtsc,7he814glubtsc,,Lehman,NY,1874,1874,208.2,8.18,229,0,15,0,9,2011,rushing
210,Nick,Blower,Nick Blower,/oh/columbiana/crestview-rebels/athletes/nick-blower/football/stats/?careerid=8bpbnml59f4rb,8bpbnml59f4rb,,Crestview,OH,1872,1872,144.0,10.58,177,87,18,2,13,2011,rushing
211,James,Sams,James Sams,/ca/los-banos/los-banos-tigers/athletes/james-sams/football/stats/?careerid=lpa60lvfp6k88,lpa60lvfp6k88,RB,Los Banos,CA,1872,1872,156.0,8.91,210,0,22,0,12,2011,rushing
212,Ramone ,Nash,Ramone  Nash,/ms/brandon/northwest-rankin-cougars/athletes/ramone-nash/football/stats/?careerid=kvt4rbjgid7dd,kvt4rbjgid7dd,RB,Northwest Rankin,MS,1872,1872,156.0,7.34,255,85,21,4,12,2011,rushing
213,Tyler,Rouse,Tyler Rouse,/ny/baldwinsville/baldwinsville-bees/athletes/tyler-rouse/football/stats/?careerid=of6j8iqa7i544,of6j8iqa7i544,"RB, OLB",Baldwinsville,NY,1870,1870,207.8,8.31,225,68,29,0,9,2011,rushing
